Cheval_clean;Poids_groupe;Cheval;Valeur_poids;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
VAS'YMIX;564;VA S'Y MIX;564;1;0;0;9.0;0.0;0.0
VAS'YMIX;600;VA S'Y MIX;600;1;0;0;0.0;0.0;0.0
VASCALEAL;520;VASCA LEAL;520;1;0;1;2.0;0.0;100.0
VASCO;570;VASCO;570;1;0;0;7.0;0.0;0.0
VASCOHECHIZADO;540;VASCO HECHIZADO;540;1;0;1;3.0;0.0;100.0
VASCOVERDADERO;570;VASCO VERDADERO;570;3;0;1;3.6666666666666665;0.0;33.3
VASIGREEN;544;VASIGREEN;544;1;0;0;8.0;0.0;0.0
VASIGREEN;550;VASIGREEN;550;1;0;0;7.0;0.0;0.0
VASIGREEN;560;VASIGREEN;560;1;0;0;8.0;0.0;0.0
VASIGREEN;574;VASIGREEN;574;1;0;0;7.0;0.0;0.0
VASIGREEN;584;VASIGREEN;584;4;1;2;5.5;25.0;50.0
VASIGREEN;594;VASIGREEN;594;1;0;1;2.0;0.0;100.0
VASIGREEN;604;VASIGREEN;604;1;0;0;0.0;0.0;0.0
VASQUITATOP;570;VASQUITA TOP;570;2;0;1;5.0;0.0;50.0
VASSY;570;VASSY;570;1;0;0;5.0;0.0;0.0
VASUMATI;544;VASUMATI;544;1;0;0;6.0;0.0;0.0
VASUMATI;554;VASUMATI;554;1;0;0;4.0;0.0;0.0
VASUMATI;564;VASUMATI;564;1;0;0;12.0;0.0;0.0
VASUMATI;580;VASUMATI;580;1;0;0;7.0;0.0;0.0
VASY;554;VASY;554;1;0;0;8.0;0.0;0.0
VASYLEZ;544;VAS Y LEZ;544;2;0;0;3.5;0.0;0.0
VASYLEZ;554;VAS Y LEZ;554;1;0;0;12.0;0.0;0.0
VASYLEZ;564;VAS Y LEZ;564;5;0;0;4.6;0.0;0.0
VATANEZ;580;VATANEZ;580;1;0;0;10.0;0.0;0.0
VATHANA;510;VATHANA;510;1;0;0;10.0;0.0;0.0
VATHANA;564;VATHANA;564;1;0;0;4.0;0.0;0.0
VATHANA;580;VATHANA;580;1;0;0;10.0;0.0;0.0
VATHANA;584;VATHANA;584;3;0;1;8.333333333333334;0.0;33.3
VATICAN;580;VATICAN;580;3;0;2;1.6666666666666667;0.0;66.7
VATICANA;554;VATICANA;554;3;1;3;2.0;33.3;100.0
VATICANA;570;VATICANA;570;3;1;2;4.0;33.3;66.7
VATICANA;580;VATICANA;580;1;0;0;6.0;0.0;0.0
VAVALRISK;614;VAVAL RISK;614;1;0;1;2.0;0.0;100.0
VAYESTA;520;VAYESTA;520;2;0;1;4.5;0.0;50.0
VAYESTA;540;VAYESTA;540;1;0;0;8.0;0.0;0.0
VAZHI;554;VAZHI;554;2;0;0;4.0;0.0;0.0
VAZIRPOUR;600;VAZIRPOUR;600;1;0;0;4.0;0.0;0.0
VAZIRPOUR;620;VAZIRPOUR;620;2;1;1;5.0;50.0;50.0
VCRUIZER;554;V CRUIZER;554;1;0;0;9.0;0.0;0.0
VEBLENGOOD;594;VEBLEN GOOD;594;1;0;0;13.0;0.0;0.0
VECCHIASIGNORINA;600;VECCHIA SIGNORINA;600;1;0;1;3.0;0.0;100.0
VECU;550;VECU;550;1;0;0;10.0;0.0;0.0
VEDETTEQUEEN;560;VEDETTE QUEEN;560;2;0;0;6.0;0.0;0.0
VEGA;540;VEGA;540;1;0;0;13.0;0.0;0.0
VEGA;544;VEGA;544;1;0;1;3.0;0.0;100.0
VEGA;554;VEGA;554;1;0;0;11.0;0.0;0.0
VEGA;560;VEGA;560;1;0;0;4.0;0.0;0.0
VEGA;574;VEGA;574;1;0;0;7.0;0.0;0.0
VEGA;580;VEGA;580;1;0;0;12.0;0.0;0.0
VEGA'SMUSE;584;VEGA'S MUSE;584;1;0;0;8.0;0.0;0.0
VEGAMEMORIES;560;VEGA MEMORIES;560;1;0;1;3.0;0.0;100.0
VEGAMEMORIES;580;VEGA MEMORIES;580;2;0;0;10.5;0.0;0.0
VEGAMEMORIES;584;VEGA MEMORIES;584;1;0;0;16.0;0.0;0.0
VEGAMEMORIES;594;VEGA MEMORIES;594;1;0;1;2.0;0.0;100.0
VEGAMEMORIES;604;VEGA MEMORIES;604;1;0;1;2.0;0.0;100.0
VEGAMEMORIES;630;VEGA MEMORIES;630;1;0;1;3.0;0.0;100.0
VEGAMIX;580;VEGAMIX;580;4;0;1;4.5;0.0;25.0
VEGASVACATION;560;VEGAS VACATION;560;1;0;0;8.0;0.0;0.0
VEKOMAVIEW;550;VEKOMA VIEW;550;1;0;0;0.0;0.0;0.0
VEKOMAVIEW;554;VEKOMA VIEW;554;1;1;1;1.0;100.0;100.0
VELAALVIENTO;550;VELA AL VIENTO;550;1;0;0;8.0;0.0;0.0
VELAAZUL;540;VELA AZUL;540;1;0;0;10.0;0.0;0.0
VELAAZUL;550;VELA AZUL;550;1;0;0;9.0;0.0;0.0
VELAAZUL;560;VELA AZUL;560;3;0;1;6.0;0.0;33.3
VELAAZUL;570;VELA AZUL;570;2;1;2;2.0;50.0;100.0
VELATO;510;VELATO;510;1;0;0;12.0;0.0;0.0
VELATO;544;VELATO;544;1;0;0;8.0;0.0;0.0
VELATRI;530;VELATRI;530;1;1;1;1.0;100.0;100.0
VELATRI;550;VELATRI;550;1;0;1;2.0;0.0;100.0
VELETADEPROA;540;VELETA DE PROA;540;1;1;1;1.0;100.0;100.0
VELETADEPROA;570;VELETA DE PROA;570;1;0;0;9.0;0.0;0.0
VELETADEPROA;580;VELETA DE PROA;580;1;0;0;10.0;0.0;0.0
VELIKAYA;560;VELIKAYA;560;1;0;1;3.0;0.0;100.0
VELOCICOASTER;540;VELOCICOASTER;540;1;0;0;6.0;0.0;0.0
VELOCICOASTER;550;VELOCICOASTER;550;1;0;0;5.0;0.0;0.0
VELOCIRAPTOR;570;VELOCIRAPTOR;570;1;1;1;1.0;100.0;100.0
VELOCIRAPTOR;580;VELOCIRAPTOR;580;1;0;1;3.0;0.0;100.0
VELOZEE;580;VELOZEE;580;2;0;0;0.0;0.0;0.0
VELVETRAGE;554;VELVET RAGE;554;1;0;1;2.0;0.0;100.0
VELVETRAGE;560;VELVET RAGE;560;1;0;0;5.0;0.0;0.0
VELVETRHYTHM;574;VELVET RHYTHM;574;1;1;1;1.0;100.0;100.0
VELVETSKIES;610;VELVET SKIES;610;1;0;0;9.0;0.0;0.0
VELVETVORTEX;550;VELVET VORTEX;550;1;0;1;2.0;0.0;100.0
VENDAVALJOY;534;VENDAVAL JOY;534;1;0;1;3.0;0.0;100.0
VENDAVALJOY;580;VENDAVAL JOY;580;2;0;0;4.5;0.0;0.0
VENDEDORDEFANTASIA;570;VENDEDOR DE FANTASIA;570;1;0;0;5.0;0.0;0.0
VENDEHUMOKEY;570;VENDEHUMO KEY;570;1;0;0;5.0;0.0;0.0
VENDIDOTRIGGER;570;VENDIDO TRIGGER;570;1;0;0;6.0;0.0;0.0
VENDOMYA;544;VENDOMYA;544;1;0;0;11.0;0.0;0.0
VENDOMYA;594;VENDOMYA;594;1;0;0;4.0;0.0;0.0
VENENCIA;534;VENENCIA;534;1;0;1;2.0;0.0;100.0
VENES;540;VENES;540;1;0;0;12.0;0.0;0.0
VENES;574;VENES;574;1;0;1;2.0;0.0;100.0
VENETIA;580;VENETIA;580;1;0;0;8.0;0.0;0.0
VENETIANDREAM;510;VENETIAN DREAM;510;1;0;0;4.0;0.0;0.0
VENETIANDREAM;550;VENETIAN DREAM;550;2;0;0;3.0;0.0;0.0
VENETIANLACE;570;VENETIAN LACE;570;2;0;0;3.5;0.0;0.0
VENETIANLACE;580;VENETIAN LACE;580;2;0;1;6.0;0.0;50.0
VENETIANLIGHT;560;VENETIAN LIGHT;560;1;0;0;9.0;0.0;0.0
VENETIANPOWER;594;VENETIAN POWER;594;1;0;0;4.0;0.0;0.0
VENETIANPRINCE;580;VENETIAN PRINCE;580;3;1;1;5.333333333333333;33.3;33.3
VENETIANPRINCE;600;VENETIAN PRINCE;600;1;0;1;2.0;0.0;100.0
VENETIANSUN;564;VENETIAN SUN;564;2;1;2;1.5;50.0;100.0
VENETIANSUN;580;VENETIAN SUN;580;1;0;0;11.0;0.0;0.0
VENETIANTEMPLE;564;VENETIAN TEMPLE;564;3;1;1;6.0;33.3;33.3
VENEZIANA;624;VENEZIANA;624;1;0;1;2.0;0.0;100.0
VENEZIAQUEEN;580;VENEZIA QUEEN;580;2;1;1;0.5;50.0;50.0
VENEZUELANHOPE;550;VENEZUELAN HOPE;550;2;0;0;4.0;0.0;0.0
VENEZUELANHOPE;570;VENEZUELAN HOPE;570;1;0;1;3.0;0.0;100.0
VENGAALPIE;580;VENGA AL PIE;580;5;0;2;2.8;0.0;40.0
VENGANYVEAN;550;VENGAN Y VEAN;550;1;0;0;6.0;0.0;0.0
VENGANZA;570;VENGANZA;570;4;0;0;7.75;0.0;0.0
VENITECONMIGO;550;VENITE CONMIGO;550;3;0;0;8.666666666666666;0.0;0.0
VENOSA;570;VENOSA;570;2;0;0;10.5;0.0;0.0
VENTD'OR;580;VENT D'OR;580;4;0;0;9.25;0.0;0.0
VENTDULARGE;580;VENT DU LARGE;580;1;0;0;7.0;0.0;0.0
VENTDUREVE;510;VENT DU REVE;510;1;0;0;9.0;0.0;0.0
VENTDUREVE;554;VENT DU REVE;554;1;0;1;3.0;0.0;100.0
VENTSCONTRAIRES;574;VENTS CONTRAIRES;574;3;0;1;6.666666666666667;0.0;33.3
VENTSCONTRAIRES;590;VENTS CONTRAIRES;590;2;0;0;7.5;0.0;0.0
VENTSCONTRAIRES;594;VENTS CONTRAIRES;594;2;0;0;9.5;0.0;0.0
VENTSCONTRAIRES;600;VENTS CONTRAIRES;600;2;0;2;3.0;0.0;100.0
VENTSCONTRAIRES;644;VENTS CONTRAIRES;644;1;0;0;5.0;0.0;0.0
VENTURAEXPRESS;584;VENTURA EXPRESS;584;1;0;0;6.0;0.0;0.0
VENTURAVISION;564;VENTURA VISION;564;1;0;0;0.0;0.0;0.0
VENTURAVISION;600;VENTURA VISION;600;1;0;0;8.0;0.0;0.0
VENUSKING;594;VENUS KING;594;1;0;0;9.0;0.0;0.0
VENUSVICTORIOSA;560;VENUS VICTORIOSA;560;1;1;1;1.0;100.0;100.0
VERAHENGE;560;VERAHENGE;560;3;0;0;7.0;0.0;0.0
VERAHENGE;570;VERAHENGE;570;1;0;0;10.0;0.0;0.0
VERAISON;610;VERAISON;610;1;0;1;2.0;0.0;100.0
VERBIER;544;VERBIER;544;1;0;1;3.0;0.0;100.0
VERBIER;550;VERBIER;550;1;1;1;1.0;100.0;100.0
VERBIER;560;VERBIER;560;2;1;1;5.0;50.0;50.0
VERBIER;574;VERBIER;574;1;0;1;3.0;0.0;100.0
VERBIER;580;VERBIER;580;1;0;0;4.0;0.0;0.0
VERBIER;594;VERBIER;594;1;0;1;3.0;0.0;100.0
VERCORS;550;VERCORS;550;1;0;0;7.0;0.0;0.0
VERCORS;614;VERCORS;614;1;0;0;12.0;0.0;0.0
VERCORS;620;VERCORS;620;1;1;1;1.0;100.0;100.0
VERDADERAPASS;554;VERDADERA PASS;554;1;0;0;7.0;0.0;0.0
VERDADERAPASS;584;VERDADERA PASS;584;1;0;0;9.0;0.0;0.0
VERDADEROTALENTO;530;VERDADERO TALENTO;530;1;0;0;5.0;0.0;0.0
VERDADEROTALENTO;560;VERDADERO TALENTO;560;2;1;2;2.0;50.0;100.0
VERDANSK;590;VERDANSK;590;1;0;1;3.0;0.0;100.0
VERDANSK;624;VERDANSK;624;1;1;1;1.0;100.0;100.0
VERENNA;574;VERENNA;574;1;1;1;1.0;100.0;100.0
VERENNA;584;VERENNA;584;1;0;0;5.0;0.0;0.0
VERENNA;594;VERENNA;594;2;1;2;1.5;50.0;100.0
VERENNA;600;VERENNA;600;1;0;0;4.0;0.0;0.0
VERITABLE;510;VERITABLE;510;1;0;0;17.0;0.0;0.0
VERITABLE;554;VERITABLE;554;1;0;0;14.0;0.0;0.0
VERITABLE;590;VERITABLE;590;2;0;1;8.0;0.0;50.0
VERITABLE;594;VERITABLE;594;2;0;1;4.0;0.0;50.0
VERITEVRAI;580;VERITE VRAI;580;1;0;0;4.0;0.0;0.0
VERMEER;560;VERMEER;560;1;0;1;3.0;0.0;100.0
VERMEER;564;VERMEER;564;1;0;0;8.0;0.0;0.0
VERMEER;570;VERMEER;570;1;0;0;8.0;0.0;0.0
VERMEER;594;VERMEER;594;1;0;1;3.0;0.0;100.0
VERMILIONTEMPEST;540;VERMILION TEMPEST;540;1;0;0;6.0;0.0;0.0
VERMILIONTEMPEST;584;VERMILION TEMPEST;584;1;0;0;11.0;0.0;0.0
VERMILIONTEMPEST;590;VERMILION TEMPEST;590;2;0;1;5.0;0.0;50.0
VERMILIONTEMPEST;600;VERMILION TEMPEST;600;2;0;0;8.0;0.0;0.0
VERMILIONTEMPEST;610;VERMILION TEMPEST;610;1;0;0;11.0;0.0;0.0
VERMONT;544;VERMONT;544;1;0;1;3.0;0.0;100.0
VERNACULAR;564;VERNACULAR;564;1;0;0;0.0;0.0;0.0
VERNAZZA;570;VERNAZZA;570;1;0;0;4.0;0.0;0.0
VERNON;560;VERNON;560;1;0;0;0.0;0.0;0.0
VERNON;570;VERNON;570;2;0;2;3.0;0.0;100.0
VERNON;580;VERNON;580;3;1;2;1.3333333333333333;33.3;66.7
VERSAILLESGLORY;560;VERSAILLES GLORY;560;1;0;0;0.0;0.0;0.0
VERSAILLESGLORY;580;VERSAILLES GLORY;580;2;0;0;10.5;0.0;0.0
VERSALLES;550;VERSALLES;550;1;0;0;6.0;0.0;0.0
VERSALLES;570;VERSALLES;570;3;0;1;5.333333333333333;0.0;33.3
VERSEBIEN;550;VERSE BIEN;550;1;0;0;10.0;0.0;0.0
VERSEBIEN;570;VERSE BIEN;570;1;0;1;3.0;0.0;100.0
VERSERO;550;VERSERO;550;1;0;1;2.0;0.0;100.0
VERSIONCOX;544;VERSION COX;544;1;0;0;5.0;0.0;0.0
VERSIONCOX;560;VERSION COX;560;1;0;0;9.0;0.0;0.0
VERSIONCOX;580;VERSION COX;580;1;0;1;2.0;0.0;100.0
VERSIONCOX;590;VERSION COX;590;1;0;0;12.0;0.0;0.0
VERSIONCOX;600;VERSION COX;600;1;0;0;5.0;0.0;0.0
VERTETMER;514;VERT ET MER;514;1;0;0;8.0;0.0;0.0
VERTETMER;574;VERT ET MER;574;1;0;0;4.0;0.0;0.0
VERTICESCAT;570;VERTICE SCAT;570;1;0;0;0.0;0.0;0.0
VERTIGOPOMPADOURAA;580;VERTIGO POMPADOUR AA;580;3;0;0;2.3333333333333335;0.0;0.0
VERTIGOPOMPADOURAA;620;VERTIGO POMPADOUR AA;620;1;0;0;4.0;0.0;0.0
VERTIGOPOMPADOURAA;624;VERTIGO POMPADOUR AA;624;1;0;0;4.0;0.0;0.0
VERTIGOPOMPADOURAA;630;VERTIGO POMPADOUR AA;630;1;0;0;6.0;0.0;0.0
VERYDEMURE;514;VERY DEMURE;514;1;0;0;0.0;0.0;0.0
VERYGOODBOY;534;VERY GOOD BOY;534;1;0;0;15.0;0.0;0.0
VERYGRATEFUL;590;VERY GRATEFUL;590;1;0;0;0.0;0.0;0.0
VERYGRATEFUL;594;VERY GRATEFUL;594;2;0;0;7.5;0.0;0.0
VERYGRATEFUL;604;VERY GRATEFUL;604;1;0;0;5.0;0.0;0.0
VERYGRATEFUL;610;VERY GRATEFUL;610;2;0;0;7.0;0.0;0.0
VERYPRETTY;544;VERY PRETTY;544;1;0;1;3.0;0.0;100.0
VERYPRETTY;564;VERY PRETTY;564;1;0;1;2.0;0.0;100.0
VERYPRETTY;580;VERY PRETTY;580;4;0;3;3.0;0.0;75.0
VERYTE;544;VERYTE;544;1;0;0;11.0;0.0;0.0
VERYTE;560;VERYTE;560;1;0;0;7.0;0.0;0.0
VERYTE;594;VERYTE;594;1;0;0;15.0;0.0;0.0
VESCO;560;VESCO;560;2;0;0;8.5;0.0;0.0
VESCO;570;VESCO;570;3;0;0;2.0;0.0;0.0
VESCO;574;VESCO;574;2;0;1;7.5;0.0;50.0
VESCO;590;VESCO;590;1;1;1;1.0;100.0;100.0
VESCO;600;VESCO;600;2;0;0;10.0;0.0;0.0
VESCO;604;VESCO;604;2;0;0;0.0;0.0;0.0
VESCO;610;VESCO;610;1;0;0;7.0;0.0;0.0
VESINABA;534;VESINABA;534;1;0;0;5.0;0.0;0.0
VESINABA;540;VESINABA;540;1;0;0;4.0;0.0;0.0
VESINABA;550;VESINABA;550;1;0;0;4.0;0.0;0.0
VESINABA;554;VESINABA;554;1;0;0;8.0;0.0;0.0
VESINABA;564;VESINABA;564;1;0;0;12.0;0.0;0.0
VESINABA;584;VESINABA;584;1;0;0;14.0;0.0;0.0
VESINABA;594;VESINABA;594;3;1;2;3.6666666666666665;33.3;66.7
VESPASIAN;580;VESPASIAN;580;1;0;0;10.0;0.0;0.0
VESPASIAN;614;VESPASIAN;614;1;0;0;9.0;0.0;0.0
VESUBIO;570;VESUBIO;570;1;0;0;8.0;0.0;0.0
VETIVER;570;VETIVER;570;2;0;1;4.5;0.0;50.0
VETTRIANO;570;VETTRIANO;570;1;0;0;4.0;0.0;0.0
VEULESLESROSES;554;VEULES LES ROSES;554;1;0;0;7.0;0.0;0.0
VEULESLESROSES;564;VEULES LES ROSES;564;2;0;0;5.5;0.0;0.0
VIAAURELIA;544;VIA AURELIA;544;1;0;0;7.0;0.0;0.0
VIABLEASSET;544;VIABLE ASSET;544;1;1;1;1.0;100.0;100.0
VIADABSTER;560;VIA DABSTER;560;1;0;1;3.0;0.0;100.0
VIAJEACARMEL;530;VIAJE A CARMEL;530;3;1;2;3.3333333333333335;33.3;66.7
VIAJEACARMEL;550;VIAJE A CARMEL;550;1;0;0;8.0;0.0;0.0
VIAJEACARMEL;560;VIAJE A CARMEL;560;1;0;0;6.0;0.0;0.0
VIAJEACARMEL;570;VIAJE A CARMEL;570;3;0;1;4.666666666666667;0.0;33.3
VIAJEESTELAR;560;VIAJE ESTELAR;560;2;0;0;7.0;0.0;0.0
VIALE;590;VIALE;590;1;0;0;12.0;0.0;0.0
VIAMONTE;550;VIA MONTE;550;1;0;0;4.0;0.0;0.0
VIANETA;530;VIANETA;530;1;0;0;5.0;0.0;0.0
VIANETA;564;VIANETA;564;1;0;0;6.0;0.0;0.0
VIANETA;570;VIANETA;570;1;1;1;1.0;100.0;100.0
VIANETA;580;VIANETA;580;1;0;1;2.0;0.0;100.0
VIANETA;584;VIANETA;584;1;0;0;16.0;0.0;0.0
VIANETA;590;VIANETA;590;4;2;2;3.5;50.0;50.0
VIANETA;594;VIANETA;594;1;0;0;14.0;0.0;0.0
VIANORTE;560;VIA NORTE;560;1;0;0;0.0;0.0;0.0
VIASPERENZA;560;VIA SPERENZA;560;1;0;1;3.0;0.0;100.0
VIBE;534;VIBE;534;2;0;0;3.5;0.0;0.0
VIBE;550;VIBE;550;1;1;1;1.0;100.0;100.0
VIBRATO;574;VIBRATO;574;1;0;0;11.0;0.0;0.0
VIBRATO;580;VIBRATO;580;7;0;3;4.571428571428571;0.0;42.9
VIBRATO;590;VIBRATO;590;1;0;0;4.0;0.0;0.0
VICAGRINE;624;VICA GRINE;624;1;0;0;8.0;0.0;0.0
VICEPRESIDENT;610;VICE PRESIDENT;610;1;0;1;3.0;0.0;100.0
VICHITO;510;VICHITO;510;2;0;0;4.5;0.0;0.0
VICHITO;520;VICHITO;520;1;0;1;3.0;0.0;100.0
VICHITO;550;VICHITO;550;1;0;0;6.0;0.0;0.0
VICHITO;560;VICHITO;560;1;0;0;7.0;0.0;0.0
VICHITO;580;VICHITO;580;1;0;0;7.0;0.0;0.0
VICHITO;600;VICHITO;600;1;0;1;3.0;0.0;100.0
VICIOUSHARRY;554;VICIOUS HARRY;554;1;0;0;5.0;0.0;0.0
VICIOUSHARRY;570;VICIOUS HARRY;570;1;0;1;3.0;0.0;100.0
VICIOUSHARRY;574;VICIOUS HARRY;574;2;0;2;2.5;0.0;100.0
VICKA;500;VICKA;500;1;0;0;13.0;0.0;0.0
VICKA;580;VICKA;580;1;0;0;10.0;0.0;0.0
VICKY;550;VICKY;550;1;0;1;3.0;0.0;100.0
VICKY;584;VICKY;584;2;0;1;3.5;0.0;50.0
VICKY;590;VICKY;590;1;1;1;1.0;100.0;100.0
VICKY;594;VICKY;594;2;0;0;11.5;0.0;0.0
VICKY;600;VICKY;600;1;0;1;2.0;0.0;100.0
VICOMTDEBELLOUET;640;VICOMT DE BELLOUET;640;1;0;0;11.0;0.0;0.0
VICREAL;570;VIC REAL;570;1;0;0;0.0;0.0;0.0
VICTOIREMAGIQUE;570;VICTOIRE MAGIQUE;570;4;1;2;4.75;25.0;50.0
VICTOIREMAGIQUE;580;VICTOIRE MAGIQUE;580;2;0;1;4.0;0.0;50.0
VICTORIABAYERN;560;VICTORIA BAYERN;560;1;1;1;1.0;100.0;100.0
VICTORIABAYERN;600;VICTORIA BAYERN;600;2;0;2;2.0;0.0;100.0
VICTORIABROWN;520;VICTORIA BROWN;520;1;0;0;7.0;0.0;0.0
VICTORIACOLONIA;564;VICTORIA COLONIA;564;1;0;0;6.0;0.0;0.0
VICTORIACOLONIA;570;VICTORIA COLONIA;570;1;1;1;1.0;100.0;100.0
VICTORIACOLONIA;580;VICTORIA COLONIA;580;2;0;0;6.5;0.0;0.0
VICTORIACOLONIA;584;VICTORIA COLONIA;584;1;0;1;2.0;0.0;100.0
VICTORIANROSE;580;VICTORIAN ROSE;580;1;0;0;8.0;0.0;0.0
VICTORIARYE;540;VICTORIA RYE;540;1;0;0;8.0;0.0;0.0
VICTORIARYE;560;VICTORIA RYE;560;1;1;1;1.0;100.0;100.0
VICTORIASECRET;510;VICTORIA SECRET;510;1;0;0;9.0;0.0;0.0
VICTORIASECRET;530;VICTORIA SECRET;530;1;1;1;1.0;100.0;100.0
VICTORIASECRET;534;VICTORIA SECRET;534;1;0;0;6.0;0.0;0.0
VICTORIASECRET;544;VICTORIA SECRET;544;3;1;2;3.3333333333333335;33.3;66.7
VICTORIASECRET;550;VICTORIA SECRET;550;1;0;1;3.0;0.0;100.0
VICTORIASECRET;554;VICTORIA SECRET;554;1;0;0;8.0;0.0;0.0
VICTORIASECRET;564;VICTORIA SECRET;564;1;0;0;6.0;0.0;0.0
VICTORIASECRET;594;VICTORIA SECRET;594;1;0;0;5.0;0.0;0.0
VICTORIASECRET;600;VICTORIA SECRET;600;1;1;1;1.0;100.0;100.0
VICTORIASECRET;620;VICTORIA SECRET;620;1;0;1;3.0;0.0;100.0
VICTORIASECRET;624;VICTORIA SECRET;624;1;0;0;8.0;0.0;0.0
VICTORIOSAAGUS;570;VICTORIOSA AGUS;570;1;0;1;3.0;0.0;100.0
VICTORIOUS;580;VICTORIOUS;580;1;1;1;1.0;100.0;100.0
VICTORIOUSESCAPE;580;VICTORIOUS ESCAPE;580;1;0;1;2.0;0.0;100.0
VICTORIOUSSTREET;584;VICTORIOUS STREET;584;1;0;0;13.0;0.0;0.0
VICTORSSPIRIT;594;VICTORS SPIRIT;594;1;0;0;6.0;0.0;0.0
VICTORSUPREME;560;VICTOR SUPREME;560;1;0;0;5.0;0.0;0.0
VICTORTHERAPID;594;VICTOR THE RAPID;594;3;0;0;7.666666666666667;0.0;0.0
VICTORTHERAPID;600;VICTOR THE RAPID;600;1;1;1;1.0;100.0;100.0
VICTORTHERAPID;610;VICTOR THE RAPID;610;4;0;2;4.75;0.0;50.0
VICTORTHEWINNER;520;VICTOR THE WINNER;520;1;0;0;11.0;0.0;0.0
VICTORTHEWINNER;534;VICTOR THE WINNER;534;1;1;1;1.0;100.0;100.0
VICTORTHEWINNER;554;VICTOR THE WINNER;554;1;0;0;6.0;0.0;0.0
VICTORTHEWINNER;564;VICTOR THE WINNER;564;1;0;0;8.0;0.0;0.0
VICTORTHEWINNER;570;VICTOR THE WINNER;570;1;0;0;9.0;0.0;0.0
VICTORVALLEY;534;VICTOR VALLEY;534;1;1;1;1.0;100.0;100.0
VICTORVITAE;564;VICTOR VITAE;564;1;0;0;8.0;0.0;0.0
VICTORVITAE;570;VICTOR VITAE;570;2;1;1;4.0;50.0;50.0
VICTORVITAE;590;VICTOR VITAE;590;1;0;0;14.0;0.0;0.0
VICTORVITAE;594;VICTOR VITAE;594;1;0;0;11.0;0.0;0.0
VICTORYCALL;540;VICTORY CALL;540;1;0;1;2.0;0.0;100.0
VICTORYCALL;564;VICTORY CALL;564;2;0;0;6.0;0.0;0.0
VICTORYCALL;574;VICTORY CALL;574;1;0;1;3.0;0.0;100.0
VICTORYCALL;590;VICTORY CALL;590;1;0;0;8.0;0.0;0.0
VICTORYCALL;620;VICTORY CALL;620;1;0;0;4.0;0.0;0.0
VICTORYCHAMPION;554;VICTORY CHAMPION;554;1;0;0;5.0;0.0;0.0
VICTORYCORPS;534;VICTORY CORPS;534;1;0;0;0.0;0.0;0.0
VICTORYDAVID;550;VICTORY DAVID;550;1;0;0;8.0;0.0;0.0
VICTORYDAVID;560;VICTORY DAVID;560;2;0;2;3.0;0.0;100.0
VICTORYDAVID;570;VICTORY DAVID;570;2;0;1;1.0;0.0;50.0
VICTORYDAVID;580;VICTORY DAVID;580;2;1;1;3.0;50.0;50.0
VICTORYFOLIE;544;VICTORY FOLIE;544;1;0;0;5.0;0.0;0.0
VICTORYFOLIE;550;VICTORY FOLIE;550;1;0;0;7.0;0.0;0.0
VICTORYFOLIE;584;VICTORY FOLIE;584;1;0;0;8.0;0.0;0.0
VICTORYGATSBY;564;VICTORY GATSBY;564;2;0;0;8.0;0.0;0.0
VICTORYGOLD;580;VICTORY GOLD;580;1;0;0;16.0;0.0;0.0
VICTORYHALL;554;VICTORY HALL;554;1;0;0;8.0;0.0;0.0
VICTORYNOX;534;VICTORYNOX;534;1;0;0;10.0;0.0;0.0
VICTORYNOX;564;VICTORYNOX;564;1;0;0;8.0;0.0;0.0
VICTORYPACE;554;VICTORY PACE;554;1;0;0;0.0;0.0;0.0
VICTORYPACE;570;VICTORY PACE;570;1;0;0;7.0;0.0;0.0
VICTORYPACE;580;VICTORY PACE;580;5;0;2;4.2;0.0;40.0
VICTORYQUEEN;570;VICTORY QUEEN;570;2;0;0;7.5;0.0;0.0
VICTORYREIGNS;554;VICTORY REIGNS;554;1;0;0;15.0;0.0;0.0
VICTORYSALUTE;574;VICTORY SALUTE;574;2;0;0;13.0;0.0;0.0
VICTORYSALUTE;594;VICTORY SALUTE;594;2;0;0;9.5;0.0;0.0
VICTORYSALUTE;690;VICTORY SALUTE;690;1;0;0;10.0;0.0;0.0
VICTORYSKY;554;VICTORY SKY;554;1;1;1;1.0;100.0;100.0
VICTORYSKY;574;VICTORY SKY;574;1;0;1;2.0;0.0;100.0
VICTORYSKY;584;VICTORY SKY;584;1;1;1;1.0;100.0;100.0
VICTORYSKY;594;VICTORY SKY;594;1;0;0;5.0;0.0;0.0
VICTORYSKY;610;VICTORY SKY;610;1;0;1;2.0;0.0;100.0
VICTORYSPEECH;594;VICTORY SPEECH;594;1;0;1;2.0;0.0;100.0
VICTORYTIP;564;VICTORY TIP;564;1;0;0;0.0;0.0;0.0
VIDABOHEMIA;560;VIDA BOHEMIA;560;3;0;0;5.666666666666667;0.0;0.0
VIDAROSA;530;VIDA ROSA;530;1;0;0;7.0;0.0;0.0
VIDAROSA;580;VIDA ROSA;580;1;0;0;11.0;0.0;0.0
VIDAROSA;600;VIDA ROSA;600;1;1;1;1.0;100.0;100.0
VIDASALVAJE;580;VIDA SALVAJE;580;3;1;1;3.6666666666666665;33.3;33.3
VIDASALVAJE;590;VIDA SALVAJE;590;3;0;1;4.666666666666667;0.0;33.3
