Cheval_clean;Surface;Cheval;Valeur_surface;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
ERNIE'SVALENTINE;GAZON;ERNIE'S VALENTINE;GAZON;1;0;0;7.0;0.0;0.0
ERNNY;GAZON;ERNNY;GAZON;3;1;2;3.0;33.3;66.7
ERNSTBLOFELD;GAZON;ERNST BLOFELD;GAZON;1;0;0;7.0;0.0;0.0
EROL;GAZON;EROL;GAZON;1;0;0;8.0;0.0;0.0
EROSANDPSYCHE;GAZON;EROSANDPSYCHE;GAZON;1;0;0;8.0;0.0;0.0
ERRINA;GAZON;ERRINA;GAZON;2;0;0;8.0;0.0;0.0
ERSELEBEYI;GAZON;ERSELE BEYI;GAZON;1;0;1;3.0;0.0;100.0
ERTUGRUL;GAZON;ERTUGRUL;GAZON;2;0;1;5.5;0.0;50.0
ERUDITE;GAZON;ERUDITE;GAZON;1;0;0;6.0;0.0;0.0
ERYKANTHONY;GAZON;ERYK ANTHONY;GAZON;1;0;0;9.0;0.0;0.0
ERZINDJAN;GAZON;ERZINDJAN;GAZON;1;0;0;0.0;0.0;0.0
ESBRAVALACHICA;GAZON;ES BRAVA LA CHICA;GAZON;5;0;1;4.2;0.0;20.0
ESCALATOR;GAZON;ESCALATOR;GAZON;1;0;0;4.0;0.0;0.0
ESCALIBOR;GAZON;ESCALIBOR;GAZON;1;0;0;11.0;0.0;0.0
ESCALINA;GAZON;ESCALINA;GAZON;2;0;1;3.5;0.0;50.0
ESCAPADAFRANK;GAZON;ESCAPADA FRANK;GAZON;1;0;0;5.0;0.0;0.0
ESCAPADISIMO;GAZON;ESCAPADISIMO;GAZON;1;0;0;10.0;0.0;0.0
ESCAPEGAME;GAZON;ESCAPE GAME;GAZON;1;0;0;5.0;0.0;0.0
ESCAPEPLAN;GAZON;ESCAPE PLAN;GAZON;1;0;0;0.0;0.0;0.0
ESCAPEROOM;GAZON;ESCAPE ROOM;GAZON;3;1;2;2.6666666666666665;33.3;66.7
ESCAPETOTHEMOON;GAZON;ESCAPE TO THE MOON;GAZON;1;0;0;4.0;0.0;0.0
ESCOPETARECORTADA;GAZON;ESCOPETA RECORTADA;GAZON;1;0;0;10.0;0.0;0.0
ESCORAJOSO;GAZON;ES CORAJOSO;GAZON;2;0;0;6.0;0.0;0.0
ESCRACHADO;GAZON;ESCRACHADO;GAZON;1;0;1;3.0;0.0;100.0
ESCUCHALO;GAZON;ESCUCHALO;GAZON;1;0;0;7.0;0.0;0.0
ESCUELADEMUSICA;GAZON;ESCUELA DE MUSICA;GAZON;1;0;0;7.0;0.0;0.0
ESDAILE;GAZON;ESDAILE;GAZON;1;0;0;5.0;0.0;0.0
ESDESEADO;GAZON;ES DESEADO;GAZON;2;1;1;2.5;50.0;50.0
ESDIVINA;GAZON;ES DIVINA;GAZON;1;0;1;2.0;0.0;100.0
ESEGUERRERO;GAZON;ESE GUERRERO;GAZON;4;1;2;2.75;25.0;50.0
ESHBELIA;GAZON;ESHBELIA;GAZON;2;0;2;2.0;0.0;100.0
ESHOWE;GAZON;ESHOWE;GAZON;1;0;0;0.0;0.0;0.0
ESIOL;GAZON;ESIOL;GAZON;3;0;1;5.0;0.0;33.3
ESKANDANI;GAZON;ESKANDANI;GAZON;11;1;3;6.454545454545454;9.1;27.3
ESLAHORA;GAZON;ES LA HORA;GAZON;1;0;0;6.0;0.0;0.0
ESLARITANA;GAZON;ES LA RITANA;GAZON;2;0;2;3.0;0.0;100.0
ESMERALDACOSMICA;GAZON;ESMERALDA COSMICA;GAZON;1;0;0;5.0;0.0;0.0
ESMERCAT;GAZON;ES MERCAT;GAZON;1;0;0;4.0;0.0;0.0
ESNA;GAZON;ESNA;GAZON;1;0;0;11.0;0.0;0.0
ESOOOO;GAZON;ESOOOO;GAZON;1;0;0;6.0;0.0;0.0
ESPADAZO;GAZON;ESPADAZO;GAZON;1;0;0;5.0;0.0;0.0
ESPALDACONELMAR;GAZON;ESPALDA CON EL MAR;GAZON;1;0;0;0.0;0.0;0.0
ESPANITA;GAZON;ESPANITA;GAZON;1;0;0;6.0;0.0;0.0
ESPARTANOHAT;GAZON;ESPARTANO HAT;GAZON;2;0;0;10.0;0.0;0.0
ESPARTINAS;GAZON;ESPARTINAS;GAZON;2;0;0;4.0;0.0;0.0
ESPATRIARCA;GAZON;ES PATRIARCA;GAZON;3;3;3;1.0;100.0;100.0
ESPERADARYE;GAZON;ESPERADA RYE;GAZON;2;0;1;1.0;0.0;50.0
ESPERANCECHAUFOUR;GAZON;ESPERANCE CHAUFOUR;GAZON;4;0;0;7.0;0.0;0.0
ESPERANZADIFENDY;GAZON;ESPERANZA DI FENDY;GAZON;1;0;0;0.0;0.0;0.0
ESPERANZAETERNA;GAZON;ESPERANZA ETERNA;GAZON;2;0;1;3.5;0.0;50.0
ESPERANZAFEVER;GAZON;ESPERANZA FEVER;GAZON;3;0;0;5.666666666666667;0.0;0.0
ESPERANZITO;GAZON;ESPERANZITO;GAZON;1;0;0;6.0;0.0;0.0
ESPERAUNPOQUITO;GAZON;ESPERA UN POQUITO;GAZON;5;0;3;3.2;0.0;60.0
ESPERO;GAZON;ESPERO;GAZON;1;0;0;0.0;0.0;0.0
ESPICHEL;GAZON;ESPICHEL;GAZON;2;0;0;8.0;0.0;0.0
ESPIRITU;GAZON;ESPIRITU;GAZON;1;0;1;3.0;0.0;100.0
ESPLENDIDHIT;GAZON;ESPLENDID HIT;GAZON;2;0;0;4.0;0.0;0.0
ESPLENDORZUN;GAZON;ESPLENDOR ZUN;GAZON;3;0;1;4.333333333333333;0.0;33.3
ESPOIRAVENIR;GAZON;ESPOIR AVENIR;GAZON;5;0;2;4.8;0.0;40.0
ESPONABAY;GAZON;ESPONA BAY;GAZON;3;0;1;2.0;0.0;33.3
ESPORAMOR;GAZON;ES POR AMOR;GAZON;1;1;1;1.0;100.0;100.0
ESPOUSE;GAZON;ESPOUSE;GAZON;2;0;2;2.0;0.0;100.0
ESPRATET;GAZON;ES PRATET;GAZON;3;1;1;4.0;33.3;33.3
ESPRITDELAFORET;GAZON;ESPRIT DE LA FORET;GAZON;2;0;0;12.0;0.0;0.0
ESPRONCEDA;GAZON;ESPRONCEDA;GAZON;10;2;4;3.6;20.0;40.0
ESQUEELEGANCE;GAZON;ESQUE ELEGANCE;GAZON;3;1;2;3.0;33.3;66.7
ESQUINEROSI;GAZON;ESQUINERO SI;GAZON;1;0;0;5.0;0.0;0.0
ESQUIVANDOCHARCOS;GAZON;ESQUIVANDO CHARCOS;GAZON;1;0;0;11.0;0.0;0.0
ESSAITRANSFORME;GAZON;ESSAI TRANSFORME;GAZON;6;1;1;5.5;16.7;16.7
ESSENCELVEE;GAZON;ESSENCE L VEE;GAZON;1;0;0;5.0;0.0;0.0
ESSENCIALCOURT;GAZON;ESSENCIAL COURT;GAZON;1;0;0;12.0;0.0;0.0
ESSENTIALCOFFEE;GAZON;ESSENTIAL COFFEE;GAZON;2;0;0;6.0;0.0;0.0
ESSEX;GAZON;ESSEX;GAZON;1;0;0;12.0;0.0;0.0
ESSTROYANO;GAZON;ES STROYANO;GAZON;1;0;1;2.0;0.0;100.0
ESSUDANI;GAZON;ES SUDANI;GAZON;1;0;0;14.0;0.0;0.0
ESSURENA;GAZON;ES SURENA;GAZON;1;0;0;0.0;0.0;0.0
ESTADIA;GAZON;ESTADIA;GAZON;1;0;0;0.0;0.0;0.0
ESTADOSUNIDOS;GAZON;ESTADOS UNIDOS;GAZON;1;0;1;2.0;0.0;100.0
ESTAFIRME;GAZON;ESTA FIRME;GAZON;2;0;1;1.0;0.0;50.0
ESTAMINET;GAZON;ESTAMINET;GAZON;1;0;0;0.0;0.0;0.0
ESTAMOSENHORA;GAZON;ESTAMOS EN HORA;GAZON;1;0;0;6.0;0.0;0.0
ESTAMOSFELICES;GAZON;ESTAMOS FELICES;GAZON;1;0;0;7.0;0.0;0.0
ESTAQUILLA;GAZON;ESTAQUILLA;GAZON;3;1;1;4.0;33.3;33.3
ESTASDESTAR;GAZON;ESTAS DE STAR;GAZON;1;0;0;8.0;0.0;0.0
ESTEESFAN;GAZON;ESTE ES FAN;GAZON;1;0;0;8.0;0.0;0.0
ESTELADEMAR;GAZON;ESTELA DE MAR;GAZON;2;1;2;1.5;50.0;100.0
ESTELLAMOBRAY;GAZON;ESTELLA MOBRAY;GAZON;4;1;2;0.75;25.0;50.0
ESTENOPASS;GAZON;ESTENO PASS;GAZON;1;0;1;3.0;0.0;100.0
ESTEPAENFLOR;GAZON;ESTEPA EN FLOR;GAZON;1;0;1;2.0;0.0;100.0
ESTEPHANIA;GAZON;ESTEPHANIA;GAZON;2;0;0;9.5;0.0;0.0
ESTEPONA;GAZON;ESTEPONA;GAZON;4;1;3;2.5;25.0;75.0
ESTHETE;GAZON;ESTHETE;GAZON;1;0;0;14.0;0.0;0.0
ESTHETICCHIC;GAZON;ESTHETIC CHIC;GAZON;6;1;4;3.3333333333333335;16.7;66.7
ESTIGMA;GAZON;ESTIGMA;GAZON;2;1;1;0.5;50.0;50.0
ESTIMA;GAZON;ESTIMA;GAZON;1;0;0;6.0;0.0;0.0
ESTIMADOAMIGO;GAZON;ESTIMADO AMIGO;GAZON;1;0;0;0.0;0.0;0.0
ESTISSA;GAZON;ESTISSA;GAZON;1;0;1;3.0;0.0;100.0
ESTIVALE;GAZON;ESTIVALE;GAZON;3;0;2;5.0;0.0;66.7
ESTMRAR;GAZON;ESTMRAR;GAZON;1;0;1;2.0;0.0;100.0
ESTONIAMOON;GAZON;ESTONIA MOON;GAZON;1;0;0;12.0;0.0;0.0
ESTORBO;GAZON;ESTORBO;GAZON;2;0;0;7.0;0.0;0.0
ESTOYAQUI;GAZON;ESTOY AQUI;GAZON;1;0;0;6.0;0.0;0.0
ESTOYENLALUNA;GAZON;ESTOY EN LA LUNA;GAZON;1;0;0;5.0;0.0;0.0
ESTRALIA;GAZON;ESTRALIA;GAZON;3;0;0;8.0;0.0;0.0
ESTRANGE;GAZON;ESTRANGE;GAZON;1;1;1;1.0;100.0;100.0
ESTRELLA;GAZON;ESTRELLA;GAZON;2;0;0;6.5;0.0;0.0
ESTRELLACANDY;GAZON;ESTRELLA CANDY;GAZON;1;0;0;12.0;0.0;0.0
ESTRELLADELSOL;GAZON;ESTRELLA DEL SOL;GAZON;1;1;1;1.0;100.0;100.0
ESTRELLAGUIA;GAZON;ESTRELLA GUIA;GAZON;1;0;0;4.0;0.0;0.0
ESTRELLAPRAI;GAZON;ESTRELLA PRAI;GAZON;1;0;1;3.0;0.0;100.0
ESTRELLONCRUCINO;GAZON;ESTRELLON CRUCINO;GAZON;2;0;1;6.5;0.0;50.0
ESTRICTAMENTE;GAZON;ESTRICTAMENTE;GAZON;1;0;0;0.0;0.0;0.0
ETAMINEVAL;GAZON;ETAMINE VAL;GAZON;1;0;0;13.0;0.0;0.0
ETAPARK;GAZON;ETAPARK;GAZON;3;0;0;8.0;0.0;0.0
ETATIQUE;GAZON;ETATIQUE;GAZON;7;0;2;9.142857142857142;0.0;28.6
ETAWA;GAZON;ETAWA;GAZON;2;0;1;4.5;0.0;50.0
ETCHEBASTER;GAZON;ETCHEBASTER;GAZON;4;0;2;3.75;0.0;50.0
ETCHEDINSTONE;GAZON;ETCHED IN STONE;GAZON;2;0;0;5.0;0.0;0.0
ETENDRE;GAZON;ETENDRE;GAZON;1;1;1;1.0;100.0;100.0
ETERNADELIA;GAZON;ETERNA DELIA;GAZON;1;0;0;6.0;0.0;0.0
ETERNAENAMORADA;GAZON;ETERNA ENAMORADA;GAZON;1;0;1;3.0;0.0;100.0
ETERNALBLESSING;GAZON;ETERNAL BLESSING;GAZON;3;0;1;5.0;0.0;33.3
ETERNALFAITH;GAZON;ETERNAL FAITH;GAZON;1;0;0;7.0;0.0;0.0
ETERNALFORCE;GAZON;ETERNAL FORCE;GAZON;1;0;0;7.0;0.0;0.0
ETERNALFORTUNE;GAZON;ETERNAL FORTUNE;GAZON;4;0;2;5.75;0.0;50.0
ETERNALOCURA;GAZON;ETERNA LOCURA;GAZON;1;0;1;3.0;0.0;100.0
ETERNALRICHNESS;GAZON;ETERNAL RICHNESS;GAZON;2;0;0;5.0;0.0;0.0
ETERNALSOLACE;GAZON;ETERNAL SOLACE;GAZON;1;0;1;3.0;0.0;100.0
ETERNEL;GAZON;ETERNEL;GAZON;10;1;2;5.8;10.0;20.0
ETERNITY;GAZON;ETERNITY;GAZON;2;0;0;6.5;0.0;0.0
ETERNITYSGREY;GAZON;ETERNITYS GREY;GAZON;6;1;3;5.0;16.7;50.0
ETERNOCAT;GAZON;ETERNO CAT;GAZON;2;0;0;6.5;0.0;0.0
ETERNORESPLANDOR;GAZON;ETERNO RESPLANDOR;GAZON;1;1;1;1.0;100.0;100.0
ETHICALDIAMOND;GAZON;ETHICAL DIAMOND;GAZON;2;0;0;7.0;0.0;0.0
ETIENNE;GAZON;ETIENNE;GAZON;1;0;1;2.0;0.0;100.0
ETINCELLE;GAZON;ETINCELLE;GAZON;7;2;3;5.428571428571429;28.6;42.9
ETOILEDARMOR;GAZON;ETOILE D ARMOR;GAZON;2;0;0;6.5;0.0;0.0
ETOILEDELAPREE;GAZON;ETOILE DE LA PREE;GAZON;1;0;0;11.0;0.0;0.0
ETOILEDERIO;GAZON;ETOILE DE RIO;GAZON;4;0;0;10.5;0.0;0.0
ETON;GAZON;ETON;GAZON;1;1;1;1.0;100.0;100.0
ETONNANTE;GAZON;ETONNANTE;GAZON;1;0;0;7.0;0.0;0.0
ETRE;GAZON;ETRE;GAZON;8;0;3;4.0;0.0;37.5
ETREHAM;GAZON;ETREHAM;GAZON;4;0;0;8.75;0.0;0.0
ETTESEIVER;GAZON;ETTE SEIVER;GAZON;1;0;0;0.0;0.0;0.0
EUBOA;GAZON;EUBOA;GAZON;2;0;1;3.5;0.0;50.0
EUFORIAROSARINA;GAZON;EUFORIA ROSARINA;GAZON;1;0;0;7.0;0.0;0.0
EUGENESMITH;GAZON;EUGENE SMITH;GAZON;2;0;1;4.0;0.0;50.0
EULALIE;GAZON;EULALIE;GAZON;1;0;1;2.0;0.0;100.0
EUNOMIA;GAZON;EUNOMIA;GAZON;1;0;1;3.0;0.0;100.0
EUPATOR;GAZON;EUPATOR;GAZON;1;1;1;1.0;100.0;100.0
EUPHONIA;GAZON;EUPHONIA;GAZON;1;0;0;8.0;0.0;0.0
EUREKASPRINGS;GAZON;EUREKA SPRINGS;GAZON;4;0;0;1.25;0.0;0.0
EURIALO;GAZON;EURIALO;GAZON;3;0;0;10.0;0.0;0.0
EUROFEVER;GAZON;EURO FEVER;GAZON;2;0;0;6.0;0.0;0.0
EUROPE;GAZON;EUROPE;GAZON;5;1;2;4.6;20.0;40.0
EUSKADI;GAZON;EUSKADI;GAZON;4;1;1;4.25;25.0;25.0
EUSKERA;GAZON;EUSKERA;GAZON;1;0;0;0.0;0.0;0.0
EVABIN;GAZON;E VA BIN;GAZON;5;1;1;8.8;20.0;20.0
EVANESCO;GAZON;EVANESCO;GAZON;2;0;0;6.0;0.0;0.0
EVANORA;GAZON;EVANORA;GAZON;4;0;0;3.75;0.0;0.0
EVANTON;GAZON;EVANTON;GAZON;1;0;0;8.0;0.0;0.0
EVATHEDEEVA;GAZON;EVA THE DEEVA;GAZON;1;0;0;0.0;0.0;0.0
EVAWOOD;GAZON;EVAWOOD;GAZON;1;0;0;0.0;0.0;0.0
EVE'SBOY;GAZON;EVE'S BOY;GAZON;1;0;0;7.0;0.0;0.0
EVELIA;GAZON;EVELIA;GAZON;1;0;0;10.0;0.0;0.0
EVELYN'SGARDEN;GAZON;EVELYN'S GARDEN;GAZON;2;0;0;9.0;0.0;0.0
EVELYN'SPHOENIX;GAZON;EVELYN'S PHOENIX;GAZON;1;1;1;1.0;100.0;100.0
EVELYNLOUISE;GAZON;EVELYN LOUISE;GAZON;3;0;0;2.6666666666666665;0.0;0.0
EVENINGSAIGON;GAZON;EVENING SAIGON;GAZON;2;1;1;4.0;50.0;50.0
EVENLEGS;GAZON;EVEN LEGS;GAZON;1;0;0;0.0;0.0;0.0
EVEOFDESTRUCTION;GAZON;EVE OF DESTRUCTION;GAZON;1;0;0;6.0;0.0;0.0
EVERBEACH;GAZON;EVER BEACH;GAZON;1;0;0;12.0;0.0;0.0
EVERDANGEROUS;GAZON;EVER DANGEROUS;GAZON;2;0;1;1.0;0.0;50.0
EVERFAST;GAZON;EVER FAST;GAZON;3;0;1;6.333333333333333;0.0;33.3
EVERILLO;GAZON;EVERILLO;GAZON;4;1;1;5.5;25.0;25.0
EVERKATE;GAZON;EVER KATE;GAZON;3;1;1;8.0;33.3;33.3
EVERLUCK;GAZON;EVER LUCK;GAZON;4;1;1;6.75;25.0;25.0
EVEROSE;GAZON;EVEROSE;GAZON;8;0;2;5.625;0.0;25.0
EVERREADY;GAZON;EVER READY;GAZON;3;0;0;4.0;0.0;0.0
EVERSMART;GAZON;EVER SMART;GAZON;2;0;0;10.5;0.0;0.0
EVERSOSWEET;GAZON;EVER SO SWEET;GAZON;1;0;0;7.0;0.0;0.0
EVERSTAR;GAZON;EVERSTAR;GAZON;12;0;2;7.333333333333333;0.0;16.7
EVERSTORM;GAZON;EVERSTORM;GAZON;2;0;0;11.0;0.0;0.0
EVERYDAYSASATURDAY;GAZON;EVERYDAYSASATURDAY;GAZON;1;0;0;7.0;0.0;0.0
EVERYONE'SSTAR;GAZON;EVERYONE'S STAR;GAZON;4;0;1;4.75;0.0;25.0
EVILEMPIRE;GAZON;EVIL EMPIRE;GAZON;2;0;1;3.5;0.0;50.0
EVITA;GAZON;EVITA;GAZON;3;0;2;3.3333333333333335;0.0;66.7
EVITANDOELABLANDE;GAZON;EVITANDO EL ABLANDE;GAZON;2;0;1;3.5;0.0;50.0
EVOCATIVESPARK;GAZON;EVOCATIVE SPARK;GAZON;2;0;0;4.5;0.0;0.0
EVOLUTIONIST;GAZON;EVOLUTIONIST;GAZON;4;1;2;3.75;25.0;50.0
EVRONTE;GAZON;EVRONTE;GAZON;5;1;2;4.2;20.0;40.0
EXACT;GAZON;EXACT;GAZON;3;0;1;7.333333333333333;0.0;33.3
EXACTLYRIGHT;GAZON;EXACTLY RIGHT;GAZON;2;0;0;7.5;0.0;0.0
EXACTMATCH;GAZON;EXACT MATCH;GAZON;1;0;0;6.0;0.0;0.0
EXACTSOUND;GAZON;EXACT SOUND;GAZON;1;0;0;6.0;0.0;0.0
EXALTEDLEADER;GAZON;EXALTED LEADER;GAZON;1;0;0;5.0;0.0;0.0
EXANIMO;GAZON;EX ANIMO;GAZON;3;0;0;8.666666666666666;0.0;0.0
EXCALIBUR;GAZON;EXCALIBUR;GAZON;8;0;0;10.375;0.0;0.0
EXCAVATE;GAZON;EXCAVATE;GAZON;1;0;0;0.0;0.0;0.0
EXCEEDTHELIMIT;GAZON;EXCEED THE LIMIT;GAZON;4;0;1;5.0;0.0;25.0
EXCEEDTHESKY;GAZON;EXCEED THE SKY;GAZON;1;0;0;11.0;0.0;0.0
EXCEEDTHESTARS;GAZON;EXCEED THE STARS;GAZON;3;1;2;3.0;33.3;66.7
EXCEEDTHEWISH;GAZON;EXCEED THE WISH;GAZON;7;0;1;6.428571428571429;0.0;14.3
EXCELLENCEVALUE;GAZON;EXCELLENCE VALUE;GAZON;6;0;0;11.166666666666666;0.0;0.0
EXCELLENTARTIST;GAZON;EXCELLENT ARTIST;GAZON;1;0;1;3.0;0.0;100.0
EXCELLENTBELIEVE;GAZON;EXCELLENT BELIEVE;GAZON;3;0;1;5.333333333333333;0.0;33.3
EXCELLENTBOY;GAZON;EXCELLENT BOY;GAZON;4;0;1;5.5;0.0;25.0
EXCELLENTCHAMP;GAZON;EXCELLENT CHAMP;GAZON;1;0;0;7.0;0.0;0.0
EXCELLENTDADDY;GAZON;EXCELLENT DADDY;GAZON;1;0;0;4.0;0.0;0.0
EXCELLENTMOVIE;GAZON;EXCELLENT MOVIE;GAZON;4;0;1;4.75;0.0;25.0
EXCELLENTWITCH;GAZON;EXCELLENT WITCH;GAZON;1;0;0;7.0;0.0;0.0
EXCELPOWER;GAZON;EXCEL POWER;GAZON;1;0;0;6.0;0.0;0.0
EXCELSIOR;GAZON;EXCELSIOR;GAZON;7;1;3;4.428571428571429;14.3;42.9
EXCELSO;GAZON;EXCELSO;GAZON;1;0;0;11.0;0.0;0.0
EXCELSUMTER;GAZON;EXCELSUM TER;GAZON;1;0;0;6.0;0.0;0.0
EXCEPTIONALLY;GAZON;EXCEPTIONALLY;GAZON;1;0;0;12.0;0.0;0.0
EXCEPTIONALSANTOS;GAZON;EXCEPTIONAL SANTOS;GAZON;1;0;0;12.0;0.0;0.0
EXCESODEALEGRIA;GAZON;EXCESO DE ALEGRIA;GAZON;2;1;1;0.5;50.0;50.0
EXCESSBAGGAGE;GAZON;EXCESS BAGGAGE;GAZON;1;0;0;7.0;0.0;0.0
EXCESSIF;GAZON;EXCESSIF;GAZON;1;0;0;4.0;0.0;0.0
EXCESSIVE;GAZON;EXCESSIVE;GAZON;4;0;1;6.0;0.0;25.0
EXCESSIVENESS;GAZON;EXCESSIVENESS;GAZON;3;1;1;5.666666666666667;33.3;33.3
EXCHANGESQUARE;GAZON;EXCHANGE SQUARE;GAZON;1;0;0;0.0;0.0;0.0
EXCHANGESTUDENT;GAZON;EXCHANGE STUDENT;GAZON;1;0;0;11.0;0.0;0.0
EXCITE;GAZON;EXCITE;GAZON;1;0;0;4.0;0.0;0.0
EXCLAMATION;GAZON;EXCLAMATION;GAZON;2;0;0;4.5;0.0;0.0
EXCLUDE;GAZON;EXCLUDE;GAZON;6;0;1;6.333333333333333;0.0;16.7
EXCLUSIVECODE;GAZON;EXCLUSIVE CODE;GAZON;1;0;0;0.0;0.0;0.0
EXCLUSIVERED;GAZON;EXCLUSIVE RED;GAZON;3;0;2;3.6666666666666665;0.0;66.7
EXCLUSIVESTAR;GAZON;EXCLUSIVE STAR;GAZON;1;0;0;8.0;0.0;0.0
EXCLUSIVOFEVER;GAZON;EXCLUSIVO FEVER;GAZON;3;0;0;9.333333333333334;0.0;0.0
EXCRUTADA;GAZON;EXCRUTADA;GAZON;1;0;0;5.0;0.0;0.0
EXECUTIVE;GAZON;EXECUTIVE;GAZON;2;0;1;5.5;0.0;50.0
EXELMANS;GAZON;EXELMANS;GAZON;4;0;1;3.25;0.0;25.0
EXETER;GAZON;EXETER;GAZON;5;0;1;4.8;0.0;20.0
EXHAUSTING;GAZON;EXHAUSTING;GAZON;3;0;0;9.0;0.0;0.0
EXHIBITIONING;GAZON;EXHIBITIONING;GAZON;2;0;0;10.0;0.0;0.0
EXHIBITIONIST;GAZON;EXHIBITIONIST;GAZON;2;0;1;5.0;0.0;50.0
EXHIBITIONONLY;GAZON;EXHIBITION ONLY;GAZON;2;0;0;5.5;0.0;0.0
EXHIT;GAZON;EXHIT;GAZON;7;2;2;2.4285714285714284;28.6;28.6
EXIJORESPETO;GAZON;EXIJO RESPETO;GAZON;1;0;0;0.0;0.0;0.0
EXISTANT;GAZON;EXISTANT;GAZON;1;0;0;5.0;0.0;0.0
EXISTING;GAZON;EXISTING;GAZON;1;0;0;7.0;0.0;0.0
EXITOROTUNDO;GAZON;EXITO ROTUNDO;GAZON;1;1;1;1.0;100.0;100.0
EXMOOR;GAZON;EXMOOR;GAZON;1;0;0;6.0;0.0;0.0
EXODUS;GAZON;EXODUS;GAZON;1;0;0;8.0;0.0;0.0
EXONERATE;GAZON;EXONERATE;GAZON;1;0;0;4.0;0.0;0.0
EXOTICPLANET;GAZON;EXOTIC PLANET;GAZON;1;0;0;5.0;0.0;0.0
EXPENSIVECUT;GAZON;EXPENSIVE CUT;GAZON;2;0;1;1.0;0.0;50.0
EXPERTADVICE;GAZON;EXPERT ADVICE;GAZON;4;0;2;4.5;0.0;50.0
EXPERTAGENT;GAZON;EXPERT AGENT;GAZON;3;1;1;3.0;33.3;33.3
EXPERTCHOICE;GAZON;EXPERT CHOICE;GAZON;4;0;0;4.75;0.0;0.0
EXPERTISE;GAZON;EXPERTISE;GAZON;9;1;3;6.333333333333333;11.1;33.3
EXPLORAR;GAZON;EXPLORAR;GAZON;4;0;1;7.0;0.0;25.0
EXPLOSIVEFINNISH;GAZON;EXPLOSIVE FINNISH;GAZON;1;0;1;3.0;0.0;100.0
EXPLOTAEXPLOTA;GAZON;EXPLOTA EXPLOTA;GAZON;1;0;0;0.0;0.0;0.0
EXPOSAY;GAZON;EXPOSAY;GAZON;1;0;1;3.0;0.0;100.0
EXPOSURE;GAZON;EXPOSURE;GAZON;1;0;0;4.0;0.0;0.0
EXPRESIVACAT;GAZON;EXPRESIVA CAT;GAZON;1;0;0;0.0;0.0;0.0
EXPRESSIONLESS;GAZON;EXPRESSIONLESS;GAZON;2;0;1;4.0;0.0;50.0
EXPRESSIVEGIRL;GAZON;EXPRESSIVE GIRL;GAZON;2;0;0;6.0;0.0;0.0
EXPRESSWAY;GAZON;EXPRESSWAY;GAZON;2;0;1;4.0;0.0;50.0
EXQUISEITALIENNE;GAZON;EXQUISE ITALIENNE;GAZON;5;0;1;3.8;0.0;20.0
EXQUISITE;GAZON;EXQUISITE;GAZON;1;0;1;2.0;0.0;100.0
EXTRANANDOTE;GAZON;EXTRANANDOTE;GAZON;1;0;0;5.0;0.0;0.0
EXTRAPOL;GAZON;EXTRAPOL;GAZON;3;0;1;7.333333333333333;0.0;33.3
EXTRATERRESTRIAL;GAZON;EXTRATERRESTRIAL;GAZON;1;0;1;3.0;0.0;100.0
EXTRAVAGANTE;GAZON;EXTRAVAGANTE;GAZON;4;0;1;9.5;0.0;25.0
EXTRAVAGANZA;GAZON;EXTRAVAGANZA;GAZON;3;0;1;7.666666666666667;0.0;33.3
EXTRAVAGANZOO;GAZON;EXTRAVAGANZOO;GAZON;1;1;1;1.0;100.0;100.0
EXTREMELOVE;GAZON;EXTREME LOVE;GAZON;1;0;0;7.0;0.0;0.0
EXTROVERTIDA;GAZON;EXTROVERTIDA;GAZON;7;0;0;7.571428571428571;0.0;0.0
EXXPERT;GAZON;EXXPERT;GAZON;2;0;0;10.0;0.0;0.0
EYDON;GAZON;EYDON;GAZON;2;0;0;5.5;0.0;0.0
EYEOFDUBAI;GAZON;EYE OF DUBAI;GAZON;1;0;0;10.0;0.0;0.0
EYEOFTHETIGER;GAZON;EYE OF THE TIGER;GAZON;12;1;3;4.5;8.3;25.0
EYEOFTHEWATER;GAZON;EYE OF THE WATER;GAZON;2;0;0;3.0;0.0;0.0
EYEONTHEPRIZE;GAZON;EYE ON THE PRIZE;GAZON;2;0;0;4.0;0.0;0.0
EYESFRONT;GAZON;EYES FRONT;GAZON;1;0;0;6.0;0.0;0.0
EYESONTHEGROUND;GAZON;EYES ON THE GROUND;GAZON;1;0;0;4.0;0.0;0.0
EYNARD;GAZON;EYNARD;GAZON;3;0;0;2.6666666666666665;0.0;0.0
EYWA;GAZON;EYWA;GAZON;11;0;2;6.0;0.0;18.2
EZAJ;GAZON;EZAJ;GAZON;1;0;0;14.0;0.0;0.0
EZAZUL;GAZON;EZ AZUL;GAZON;1;0;0;0.0;0.0;0.0
EZCONNECT;GAZON;EZ CONNECT;GAZON;1;0;0;0.0;0.0;0.0
EZEQUIEL;GAZON;EZEQUIEL;GAZON;3;1;1;4.333333333333333;33.3;33.3
EZTINA;GAZON;EZ TINA;GAZON;1;0;0;6.0;0.0;0.0
FAATTIK;GAZON;FAATTIK;GAZON;1;0;0;13.0;0.0;0.0
FABELLA;GAZON;FABELLA;GAZON;1;0;0;16.0;0.0;0.0
FABI;GAZON;FABI;GAZON;3;1;1;0.3333333333333333;33.3;33.3
FABICHITA;GAZON;FABI CHITA;GAZON;1;0;0;6.0;0.0;0.0
