Cheval_clean;Jockey_clean;Cheval;Jockey;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
THEYCALLMEALVIN;CHRISTOPHERNICOLL;THEY CALL ME ALVIN;CHRISTOPHER NICOLL;1;0;0;0.0;0.0
THEYNOTLIKEUS;TKINGSLEY;THEY NOT LIKE US;T KINGSLEY;1;0;0;0.0;0.0
THIBERVILLE;ECORALLO;THIBERVILLE;E.CORALLO;2;0;1;0.0;50.0
THIBERVILLE;TBACHELOT;THIBERVILLE;T.BACHELOT;1;0;0;0.0;0.0
THIBERVILLE;TTRULLIER;THIBERVILLE;T.TRULLIER;2;0;0;0.0;0.0
THIMBLE;GEORGIADOBIE;THIMBLE;GEORGIA DOBIE;1;0;0;0.0;0.0
THINDUBAI;NICOLMATHIASROMERO;T. H. INDUBAI;NICOL MATHIAS ROMERO;1;0;1;0.0;100.0
THINGFORTHEHOT;ACRASTUS;THING FOR THE HOT;A.CRASTUS;2;0;1;0.0;50.0
THINGFORTHEHOT;ALEMAITRE;THING FOR THE HOT;A.LEMAITRE;2;0;0;0.0;0.0
THINGFORTHEHOT;AMADAMET;THING FOR THE HOT;A.MADAMET;1;0;1;0.0;100.0
THINGFORTHEHOT;CSOUMILLON;THING FOR THE HOT;C.SOUMILLON;1;1;1;100.0;100.0
THINGFORTHEHOT;MBARZALONA;THING FOR THE HOT;M.BARZALONA;1;0;1;0.0;100.0
THINKQUICK;JARRADNOSKE;THINK QUICK;JARRAD NOSKE;1;0;0;0.0;0.0
THIRDCOAST;JLEZCANO;THIRD COAST;J LEZCANO;1;0;0;0.0;0.0
THIRTYPOUNDTEST;RRMARAGH;THIRTY POUND TEST;R R MARAGH;1;0;0;0.0;0.0
THISFARH;ROWANSCOTT;THIS FARH;ROWAN SCOTT;1;0;0;0.0;0.0
THISSONGISFORYOU;COLINKEANE;THIS SONGISFORYOU;COLIN KEANE;1;0;1;0.0;100.0
THISTOOSHALLPASS;RMARAGH;THISTOOSHALLPASS;R MARAGH;1;0;1;0.0;100.0
THITON;CESARAGUSTINROMAGNOLI;THITON;CESAR AGUSTIN ROMAGNOLI;2;0;0;0.0;0.0
THOMASEQUINAS;DAVIDEGAN;THOMAS EQUINAS;DAVID EGAN;1;0;0;0.0;0.0
THOMASSHELBY;BRIANRODRIGOENRIQUE;THOMAS SHELBY;BRIAN RODRIGO ENRIQUE;1;0;1;0.0;100.0
THORA;TPICCONE;THORA;T.PICCONE;1;0;0;0.0;0.0
THORDIS;PBAZIRE;THORDIS;P.BAZIRE;1;0;0;0.0;0.0
THORGALLE;GGUEDJ-GAY;THORGALLE;G. GUEDJ-GAY;1;0;0;0.0;0.0
THORGALLE;HBOUTIN;THORGALLE;H.BOUTIN;3;0;0;0.0;0.0
THORLIGHTNING;TBACHELOT;THOR LIGHTNING;T.BACHELOT;2;1;1;50.0;50.0
THORMEDINA;IVANMONASTEROLO;THOR MEDINA;IVAN MONASTEROLO;2;0;2;0.0;100.0
THORMEDINA;LAUTAROEMMANUELBALMACEDA;THOR MEDINA;LAUTARO EMMANUEL BALMACEDA;1;0;0;0.0;0.0
THORNABYANNIE;JACKGARRITTY;THORNABY ANNIE;JACK GARRITTY;1;0;0;0.0;0.0
THOTHO;JONATHANANDRESCASTILLOTAPIA;THOTHO;JONATHAN ANDRES CASTILLO TAPIA;1;0;0;0.0;0.0
THOUSANDCUPS;CHUNGYL;THOUSAND CUPS;CHUNG Y.L.;6;0;1;0.0;16.7
THOUSANDCUPS;GUYONM;THOUSAND CUPS;GUYON M.;1;0;0;0.0;0.0
THOUSANDSPIRIT;HEWITSONL;THOUSAND SPIRIT;HEWITSON L.;2;0;0;0.0;0.0
THOUSANDSTICKS;JROSARIO;THOUSANDSTICKS;J ROSARIO;1;0;0;0.0;0.0
THOUSANDSTICKS;LSAEZ;THOUSANDSTICKS;L SAEZ;1;0;0;0.0;0.0
THREEAYEM;HOLLYWATSON;THREE AY EM;HOLLY WATSON;1;0;0;0.0;0.0
THREEB'S;JLORTIZ;THREE B'S;J L ORTIZ;1;0;0;0.0;0.0
THREEB'S;RESERVISTE2;THREE B'S;RESERVISTE 2;1;0;0;0.0;0.0
THREEB'S;RGUTIERREZ;THREE B'S;R GUTIERREZ;1;0;0;0.0;0.0
THREECHEERS;YTORRES;THREE CHEERS;Y TORRES;1;0;0;0.0;0.0
THREEDONS;MYLACOPPINS;THREE DONS;MYLA COPPINS;1;0;0;0.0;0.0
THREEDOTSANDADASH;JEMORELOS;THREEDOTS ANDADASH;J E MORELOS;1;0;0;0.0;0.0
THREEDREAMS;AMADAMET;THREE DREAMS;A.MADAMET;2;0;0;0.0;0.0
THREEDREAMS;AORANI;THREE DREAMS;A.ORANI;3;1;1;33.3;33.3
THREEDREAMS;EHARDOUIN;THREE DREAMS;E.HARDOUIN;1;0;0;0.0;0.0
THREEDREAMS;TTRULLIER;THREE DREAMS;T.TRULLIER;2;0;0;0.0;0.0
THREEGRAND;CHANELCOOPER;THREE GRAND;CHANEL COOPER;1;0;0;0.0;0.0
THREEGRAND;MADIDERRICK;THREE GRAND;MADI DERRICK;2;0;0;0.0;0.0
THREEMILEGOLD;NJUAREZ;THREE MILE GOLD;N JUAREZ;1;0;0;0.0;0.0
THREENONBLONDES;MARCOGHIANI;THREE NON BLONDES;MARCO GHIANI;1;0;0;0.0;0.0
THREENOTRUMPS;HECTORCROUCH;THREE NO TRUMPS;HECTOR CROUCH;1;0;0;0.0;0.0
THREENOTRUMPS;JASONHART;THREE NO TRUMPS;JASON HART;1;0;0;0.0;0.0
THREEONTHURSDAY;HARRYVIGORS;THREE ON THURSDAY;HARRY VIGORS;1;0;1;0.0;100.0
THREETECHNIQUE;EJZAYAS;THREE TECHNIQUE;E J ZAYAS;1;0;1;0.0;100.0
THREETHIRTEEN;SBRIDGMOHAN;THREE THIRTEEN;S BRIDGMOHAN;1;0;0;0.0;0.0
THREETOG;KDAVIS;THREE TO G;K DAVIS;1;0;0;0.0;0.0
THREEYORKSHIREMEN;SEANDYLANBOWEN;THREE YORKSHIREMEN;SEAN DYLAN BOWEN;2;0;0;0.0;0.0
THREEZERO;MAVASQUEZ;THREE ZERO;M A VASQUEZ;1;0;1;0.0;100.0
THREEZERO;SCAMACHO;THREE ZERO;S CAMACHO;1;0;1;0.0;100.0
THRILLOFIT;JRODRIGUEZ;THRILL OF IT;J RODRIGUEZ;1;0;0;0.0;0.0
THRILLOFIT;LRRIVERA,JR;THRILL OF IT;L R RIVERA, JR.;1;0;0;0.0;0.0
THRIVINGBROTHERS;BADELA;THRIVING BROTHERS;BADEL A.;1;0;0;0.0;0.0
THRIVINGBROTHERS;CHADWICKM;THRIVING BROTHERS;CHADWICK M.;6;0;4;0.0;66.7
THRIVINGBROTHERS;TEETANK;THRIVING BROTHERS;TEETAN K.;1;1;1;100.0;100.0
THROCKMORTON;BJHERNANDEZ,JR;THROCKMORTON;B J HERNANDEZ, JR.;1;0;1;0.0;100.0
THROCKMORTON;JBRAVO;THROCKMORTON;J BRAVO;1;0;1;0.0;100.0
THROUGHTHEYEARS;JOHNRVELAZQUEZ;THROUGH THE YEARS;JOHN R. VELAZQUEZ;1;0;0;0.0;0.0
THUNDER;ASSALOUANISALAHEDDINE;THUNDER;ASSALOUANI SALAHE DDINE;2;0;0;0.0;0.0
THUNDERACTION;YEUNGML;THUNDER ACTION;YEUNG M.L.;1;0;0;0.0;0.0
THUNDERBEAR;JAMESJGRYAN;THUNDERBEAR;JAMES J. G. RYAN;1;0;0;0.0;0.0
THUNDERBLAZE;ORMANJ;THUNDER BLAZE;ORMAN J.;1;0;0;0.0;0.0
THUNDERBLAZE;POONMF;THUNDER BLAZE;POON M.F.;1;1;1;100.0;100.0
THUNDERBLINK;PURTONZ;THUNDER BLINK;PURTON Z.;1;1;1;100.0;100.0
THUNDERCALL;TOMMARQUAND;THUNDER CALL;TOM MARQUAND;1;0;1;0.0;100.0
THUNDERCHUCK;DEGAN;THUNDER CHUCK;D EGAN;1;0;1;0.0;100.0
THUNDERHEART;AMADAMET;THUNDERHEART;A.MADAMET;2;0;1;0.0;50.0
THUNDERHEART;CLECOEUVRE;THUNDERHEART;C.LECOEUVRE;1;0;1;0.0;100.0
THUNDERHEART;DBREUX;THUNDERHEART;D.BREUX;2;0;0;0.0;0.0
THUNDERHEART;PBAZIRE;THUNDERHEART;P.BAZIRE;1;0;0;0.0;0.0
THUNDERHEART;TBACHELOT;THUNDERHEART;T.BACHELOT;1;0;0;0.0;0.0
THUNDERING;PLOPEZ;THUNDERING;P LOPEZ;1;0;0;0.0;0.0
THUNDERING;VACLAVJANACEK;THUNDERING;VACLAV JANACEK;2;0;0;0.0;0.0
THUNDERINGON;DYLANBROWNEMCMONAGLE;THUNDERING ON;DYLAN BROWNE MCMONAGLE;3;1;1;33.3;33.3
THUNDERKIT;HOCY;THUNDER KIT;HO C.Y.;4;1;3;25.0;75.0
THUNDERMAN;CARLOSALEJANDROORTEGATAPIA;THUNDERMAN;CARLOS ALEJANDRO ORTEGA TAPIA;1;0;0;0.0;0.0
THUNDERMAN;GUILLERMOANTONIOPEREZASTUDILL;THUNDERMAN;GUILLERMO ANTONIO PEREZ ASTUDILL;1;0;0;0.0;0.0
THUNDERMAN;JORGEIGNACIOBAEZARIVEROS;THUNDERMAN;JORGE IGNACIO BAEZA RIVEROS;2;0;0;0.0;0.0
THUNDEROUSLY;JALVARADO;THUNDEROUSLY;J ALVARADO;1;1;1;100.0;100.0
THUNDERPANTS;OISINMCSWEENEY;THUNDER PANTS;OISIN MCSWEENEY;1;0;0;0.0;0.0
THUNDERPRINCE;BOWMANH;THUNDER PRINCE;BOWMAN H.;1;0;1;0.0;100.0
THUNDERPRINCE;ORMANJ;THUNDER PRINCE;ORMAN J.;2;0;0;0.0;0.0
THUNDERPRINCE;PURTONZ;THUNDER PRINCE;PURTON Z.;3;1;1;33.3;33.3
THUNDERROAR;COLINKEANE;THUNDER ROAR;COLIN KEANE;1;0;0;0.0;0.0
THUNDERROAR;DAVIDNOLAN;THUNDER ROAR;DAVID NOLAN;1;0;0;0.0;0.0
THUNDERROLL;JALVARADO;THUNDER ROLL;J ALVARADO;1;0;0;0.0;0.0
THUNDERROLL;RESERVISTE3;THUNDER ROLL;RESERVISTE 3;1;0;0;0.0;0.0
THUNDERRUN;CLIFFORDLEE;THUNDER RUN;CLIFFORD LEE;1;0;0;0.0;0.0
THUNDERSQUALL;DTUDHOPE;THUNDERSQUALL;D TUDHOPE;1;0;0;0.0;0.0
THUNDERTIME;ROLANDOIVANFRIAS;THUNDER TIME;ROLANDO IVAN FRIAS;1;0;1;0.0;100.0
THURSDAYGIRL;OISINMURPHY;THURSDAY GIRL;OISIN MURPHY;1;0;0;0.0;0.0
TIABAGIG;JAVIEREMANUELPEREZ;TIABAGIG;JAVIER EMANUEL PEREZ;2;1;1;50.0;50.0
TIABAGIG;VAGNERLEAL;TIABAGIG;VAGNER LEAL;1;0;0;0.0;0.0
TIACORAZON;LEONICOLASACUNA;TIA CORAZON;LEO NICOLAS ACUNA;1;1;1;100.0;100.0
TIAGUACOLDA;BENJAMINSANCHO;TIA GUACOLDA;BENJAMIN  SANCHO;1;0;0;0.0;0.0
TIAGUACOLDA;WLADIMIREMILIANOQUINTEROSGONZ;TIA GUACOLDA;WLADIMIR EMILIANO QUINTEROS GONZ;1;0;0;0.0;0.0
TIAHEDY;BENJAMINSANCHO;TIA HEDY;BENJAMIN  SANCHO;1;1;1;100.0;100.0
TIAHEDY;IGNACIOISAIASVALDIVIA;TIA HEDY;IGNACIO ISAIAS VALDIVIA;1;0;0;0.0;0.0
TIAHEDY;JORGEEDUARDOZUNIGA;TIA HEDY;JORGE EDUARDO ZUNIGA;1;0;1;0.0;100.0
TIAHEDY;MIGUELANGELGUTIERREZBADILLA;TIA HEDY;MIGUEL ANGEL GUTIERREZ BADILLA;1;0;0;0.0;0.0
TIAHEDY;NICOLASALEJANDRORAMIREZMUNOZ;TIA HEDY;NICOLAS ALEJANDRO RAMIREZ MUNOZ;1;0;1;0.0;100.0
TIAHEDY;OSCARALEJANDROULLOAPEREZ;TIA HEDY;OSCAR ALEJANDRO ULLOA PEREZ;1;1;1;100.0;100.0
TIAKOS;HJOURNIAC;TIAKOS;H.JOURNIAC;1;0;0;0.0;0.0
TIALUZMIRA;BENJAMINSANCHO;TIA LUZMIRA;BENJAMIN  SANCHO;2;1;2;50.0;100.0
TIAMOBELLO;AORANI;TI AMO BELLO;A.ORANI;1;1;1;100.0;100.0
TIAMOBELLO;APOUCHIN;TI AMO BELLO;A.POUCHIN;1;0;0;0.0;0.0
TIAMOBELLO;CDEMURO;TI AMO BELLO;C.DEMURO;5;1;1;20.0;20.0
TIAMOBELLO;CLECOEUVRE;TI AMO BELLO;C.LECOEUVRE;1;0;0;0.0;0.0
TIAMOWAY;AORANI;TIAMOWAY;A.ORANI;3;1;2;33.3;66.7
TIAMOWAY;APOUCHIN;TIAMOWAY;A.POUCHIN;1;0;0;0.0;0.0
TIAMOWAY;MGRANDIN;TIAMOWAY;M.GRANDIN;1;0;0;0.0;0.0
TIARA;KCARMOUCHE;TIARA;K CARMOUCHE;1;1;1;100.0;100.0
TIBERIANA;AORANI;TIBERIANA;A.ORANI;3;0;1;0.0;33.3
TIBERIANA;CBILLARDELLO;TIBERIANA;C.BILLARDELLO;1;1;1;100.0;100.0
TIBERIANA;CPACAUT;TIBERIANA;C.PACAUT;1;0;1;0.0;100.0
TIBERIANA;DFORTUNA;TIBERIANA;D.FORTUNA;1;0;1;0.0;100.0
TIBERIANA;HBOUTIN;TIBERIANA;H.BOUTIN;1;1;1;100.0;100.0
TIBERIUSTHUNDER;DAVIDEGAN;TIBERIUS THUNDER;DAVID EGAN;1;0;0;0.0;0.0
TIBERIUSTHUNDER;DONAGHO'CONNOR;TIBERIUS THUNDER;DONAGH O'CONNOR;1;0;0;0.0;0.0
TIBETANA;WILSONROSARIOMOREYRA;TIBETANA;WILSON ROSARIO MOREYRA;4;0;1;0.0;25.0
TIBO;AMEROU;TI BO;A.MEROU;1;0;0;0.0;0.0
TIBURONBEACH;HECTOREZEQUIELDYKE;TIBURON BEACH;HECTOR EZEQUIEL DYKE;1;0;0;0.0;0.0
TIBURONBEACH;LUCIANOMATIASRECUERO;TIBURON BEACH;LUCIANO MATIAS RECUERO;1;0;0;0.0;0.0
TICKEA;HJOURNIAC;TICKEA;H.JOURNIAC;2;1;1;50.0;50.0
TICKEA;MGUYON;TICKEA;M.GUYON;4;1;3;25.0;75.0
TICKETGOOD;NICOLASMOLINA;TICKET GOOD;NICOLAS  MOLINA;2;0;0;0.0;0.0
TICKETGOOD;RICARDOANDRESSOLORZAFERNANDEZ;TICKET GOOD;RICARDO ANDRES SOLORZA FERNANDEZ;1;0;0;0.0;0.0
TICKETS;ANDREWMULLEN;TICKETS;ANDREW MULLEN;1;0;1;0.0;100.0
TICKETS;BARRYMCHUGH;TICKETS;BARRY MCHUGH;1;1;1;100.0;100.0
TICKETTOALASKA;DEHENSCHRISTOPHE;TICKET TO ALASKA;DEHENS CHRISTOPHE;1;0;1;0.0;100.0
TICKETTOALASKA;DIELTJENSKAREN;TICKET TO ALASKA;DIELTJENS KAREN;2;0;2;0.0;100.0
TICKETTOALASKA;VANDERBEKEKOBE;TICKET TO ALASKA;VANDERBEKE KOBE;1;0;1;0.0;100.0
TICKETTORIDE;EGONZALEZ;TICKET TO RIDE;E GONZALEZ;1;0;0;0.0;0.0
TICKETTORIDE;SCIVACI;TICKET TO RIDE;S CIVACI;1;0;0;0.0;0.0
TICKHILLFLYER;OISINMCSWEENEY;TICKHILL FLYER;OISIN MCSWEENEY;1;0;0;0.0;0.0
TICKLISH;MCABAL;TICKLISH;M.CABAL;1;0;0;0.0;0.0
TICTAC;ACRASTUS;TIC TAC;A.CRASTUS;1;0;0;0.0;0.0
TICTAC;HJOURNIAC;TIC TAC;H.JOURNIAC;5;1;2;20.0;40.0
TICTAC;MMARQUETTE;TIC TAC;M.MARQUETTE;1;0;0;0.0;0.0
TICTICTICBOOM;MAVASQUEZ;TIC TIC TIC BOOM;M A VASQUEZ;1;0;0;0.0;0.0
TICTICTICBOOM;RMARAGH;TIC TIC TIC BOOM;R MARAGH;1;0;0;0.0;0.0
TIDEOFFORTUNE;GARYCARROLL;TIDE OF FORTUNE;GARY CARROLL;1;0;0;0.0;0.0
TIDEOFTIME;JRUIZ;TIDEOFTIME;J RUIZ;1;0;0;0.0;0.0
TIDEWATER;JBARBOSA;TIDEWATER;J BARBOSA;1;0;0;0.0;0.0
TIDREAM;FABIOHERIBERTOGUEDES;TIDREAM;FABIO HERIBERTO GUEDES;1;0;0;0.0;0.0
TIEGOTHEFIRST;MGUYON;TIEGO THE FIRST;M.GUYON;4;0;1;0.0;25.0
TIEITWITHABOW;WRENGIFO;TIE IT WITH A BOW;W RENGIFO;1;0;1;0.0;100.0
TIEMPOMAGICO;LAUTAROEMMANUELBALMACEDA;TIEMPO MAGICO;LAUTARO EMMANUEL BALMACEDA;1;0;1;0.0;100.0
TIEMPOSSONADOS;JAVIEREMANUELPEREZ;TIEMPOS SONADOS;JAVIER EMANUEL PEREZ;1;0;1;0.0;100.0
TIENEPASTA;JAIROFLORES;TIENE PASTA;JAIRO FLORES;1;0;0;0.0;0.0
TIENEPASTA;WILSONROSARIOMOREYRA;TIENE PASTA;WILSON ROSARIO MOREYRA;1;0;1;0.0;100.0
TIENESMISONRISA;DIEGOANDRESCARVACHOAZUA;TIENES MI SONRISA;DIEGO ANDRES CARVACHO AZUA;1;0;1;0.0;100.0
TIENESMISONRISA;JORGEEDUARDOZUNIGA;TIENES MI SONRISA;JORGE EDUARDO ZUNIGA;1;0;0;0.0;0.0
TIENESMISONRISA;RONALDFABIANOFOURNET;TIENES MI SONRISA;RONALD FABIANO FOURNET;3;0;0;0.0;0.0
TIENESMISONRISA;SEBASTIANEDUARDOGONZALEZ;TIENES MI SONRISA;SEBASTIAN EDUARDO GONZALEZ;1;0;0;0.0;0.0
TIERGAT;CARLOSANDRESROMERO;TIERGAT;CARLOS ANDRES ROMERO;1;0;0;0.0;0.0
TIERNAESTRELLITA;SIBYLLEVOGT;TIERNA ESTRELLITA;SIBYLLE VOGT;1;0;0;0.0;0.0
TIERNANOGUE;RSANTANA,JR;TIERNANOGUE;R SANTANA, JR.;1;0;0;0.0;0.0
TIERNANOGUE;TGAFFALIONE;TIERNANOGUE;T GAFFALIONE;1;0;1;0.0;100.0
TIERRADELOLVIDO;CESARLEONORCUELLAR;TIERRA DEL OLVIDO;CESAR LEONOR CUELLAR;3;0;1;0.0;33.3
TIERRADELOLVIDO;MARIANOGABRIELREY;TIERRA DEL OLVIDO;MARIANO GABRIEL REY;1;0;0;0.0;0.0
TIERRADELTORO;JAMESDOYLE;TIERRA DEL TORO;JAMES DOYLE;1;0;0;0.0;0.0
TIERRANUEVA;JPLATEAUX;TIERRA NUEVA;J.PLATEAUX;2;0;0;0.0;0.0
TIERRANUEVA;NONPARTANT;TIERRA NUEVA;NON PARTANT;1;0;0;0.0;0.0
TIERRITA;JOSEIGNACIOGUERRA;TIERRITA;JOSE IGNACIO GUERRA;1;0;0;0.0;0.0
TIESTRELLA;LDUPELINLALUNG;TI ESTRELLA;L.DUPELIN LALUNG;1;0;0;0.0;0.0
TIFF'SLAD;HOLLYWATSON;TIFF'S LAD;HOLLY WATSON;1;0;0;0.0;0.0
TIFFANY;LMORRIS;TIFFANY;L.MORRIS;1;0;1;0.0;100.0
TIFFANY'SGEM;EJZAYAS;TIFFANY'S GEM;E J ZAYAS;1;0;1;0.0;100.0
TIFFANYTWISTED;MARTINSEIDL;TIFFANY TWISTED;MARTIN SEIDL;6;2;3;33.3;50.0
TIFFONYMO;RODRIGODANIELBASCUNAN;TIFFONY MO;RODRIGO DANIEL BASCUNAN;2;2;2;100.0;100.0
TIGER;JACKDACE;TIGER;JACK DACE;1;0;0;0.0;0.0
TIGERCRUSADE;CALLUMSHEPHERD;TIGER CRUSADE;CALLUM SHEPHERD;1;0;0;0.0;0.0
TIGERCRUSADE;DANIELMUSCUTT;TIGER CRUSADE;DANIEL MUSCUTT;1;0;0;0.0;0.0
TIGERCRUSADE;LUKEMORRIS;TIGER CRUSADE;LUKE MORRIS;1;0;0;0.0;0.0
TIGERISH;JTORREALBA;TIGERISH;J TORREALBA;1;0;0;0.0;0.0
TIGERLINE;RESERVISTE1;TIGER LINE;RESERVISTE 1;1;0;0;0.0;0.0
TIGERROCK;CLECOEUVRE;TIGER ROCK;C.LECOEUVRE;1;0;0;0.0;0.0
TIGERROCK;RTHOMAS;TIGER ROCK;R.THOMAS;4;0;1;0.0;25.0
TIGERTHALFAL;MOUSSAMOHAMMEDBENAHMED;TIGER THAL FAL;MOUSSA MOHAMMED BEN AHMED;2;0;1;0.0;50.0
TIGERWHITE;TPICCONE;TIGER WHITE;T.PICCONE;1;0;0;0.0;0.0
TIGRE;JRUIZ;TIGRE;J RUIZ;1;0;1;0.0;100.0
TIGREDEFUEGO;ALVAROIGNACIOAPABLAZAESPINOZA;TIGRE DE FUEGO;ALVARO IGNACIO APABLAZA ESPINOZA;1;0;0;0.0;0.0
TIGREDEFUEGO;PEDROROBERTOROBLES;TIGRE DE FUEGO;PEDRO ROBERTO ROBLES;1;0;0;0.0;0.0
TIGREDELLLANO;WILLIAMPEREYRA;TIGRE DEL LLANO;WILLIAM PEREYRA;3;0;1;0.0;33.3
TIGREDORE;TTRULLIER;TIGRE DORE;T.TRULLIER;3;0;0;0.0;0.0
TIGREROUGE;MFOULON;TIGRE ROUGE;M.FOULON;3;0;1;0.0;33.3
TIGRESASPIRIT;BENJAMINDIAZ;TIGRESA SPIRIT;BENJAMIN  DIAZ;1;0;0;0.0;0.0
TIGRESASPIRIT;CARLOSPAVEZ;TIGRESA SPIRIT;CARLOS  PAVEZ;1;0;0;0.0;0.0
TIGRESASPIRIT;JUANACAMPOS;TIGRESA SPIRIT;JUAN A. CAMPOS;2;0;0;0.0;0.0
TIGRO;FELIPEALBERTOHENRIQUEZ;TIGRO;FELIPE ALBERTO HENRIQUEZ;2;0;1;0.0;50.0
TIGRO;KEVINDANESPINALAZO;TIGRO;KEVIN DAN ESPINA LAZO;1;0;0;0.0;0.0
TIGRO;MIGUELANGELGUTIERREZBADILLA;TIGRO;MIGUEL ANGEL GUTIERREZ BADILLA;1;0;0;0.0;0.0
TIGRO;TOMASALEXANDERSEITH;TIGRO;TOMAS ALEXANDER SEITH;1;1;1;100.0;100.0
TIGUARDA;ROBERTORODRIGOAVILACONTRERAS;TIGUARDA;ROBERTO RODRIGO AVILA CONTRERAS;1;0;1;0.0;100.0
TIKIDREAMS;ALEMAITRE;TIKI DREAMS;A.LEMAITRE;3;0;0;0.0;0.0
TIKIDREAMS;LBOISSEAU;TIKI DREAMS;L.BOISSEAU;2;0;0;0.0;0.0
TIKVADULCE;MARTINMONTOYA;TIKVA DULCE;MARTIN MONTOYA;1;0;0;0.0;0.0
TILLMOUTH;ECRUBLET;TILLMOUTH;E.CRUBLET;1;0;0;0.0;0.0
TILLMOUTH;MZSAHEBJAN;TILLMOUTH;M.Z .SAHEBJAN;1;0;0;0.0;0.0
TILSWORTHMAX;JONNYPEATE;TILSWORTH MAX;JONNY PEATE;1;0;0;0.0;0.0
TILSWORTHSILVER;OLIVERCARMICHAEL;TILSWORTH SILVER;OLIVER CARMICHAEL;1;0;0;0.0;0.0
TILTATWIRL;GSAEZ;TILT A TWIRL;G SAEZ;1;0;1;0.0;100.0
TILUNGA;JESUSGABRIELPRESTES;TILUNGA;JESUS GABRIEL PRESTES;1;0;0;0.0;0.0
TIMAEUS;HKHARKIE;TIMAEUS;H K. HARKIE;1;0;0;0.0;0.0
TIMAYYYY;EMORALES;TIMAYYYY;E MORALES;1;0;0;0.0;0.0
TIMBALERO;ERICACOSTA;TIMBALERO;ERIC ACOSTA;6;1;4;16.7;66.7
TIMBALLINA;AMADAMET;TIMBALLINA;A.MADAMET;1;0;0;0.0;0.0
TIMBALLINA;AORANI;TIMBALLINA;A.ORANI;1;0;0;0.0;0.0
TIMBALLINA;APOUCHIN;TIMBALLINA;A.POUCHIN;4;1;1;25.0;25.0
TIMBALLINA;CLECOEUVRE;TIMBALLINA;C.LECOEUVRE;1;0;0;0.0;0.0
TIMBALLINA;EPUILLET-RODA;TIMBALLINA;E.PUILLET-RODA;2;0;0;0.0;0.0
TIMBALLINA;MWALDHAUSER;TIMBALLINA;M.WALDHAUSER;1;0;1;0.0;100.0
TIMBALLINA;PBAZIRE;TIMBALLINA;P.BAZIRE;1;0;1;0.0;100.0
TIMBALLINA;TTRULLIER;TIMBALLINA;T.TRULLIER;1;0;0;0.0;0.0
TIMBERCIRCLE;ACRASTUS;TIMBER CIRCLE;A.CRASTUS;1;0;0;0.0;0.0
TIMBERCIRCLE;AMOLINS;TIMBER CIRCLE;A.MOLINS;2;0;0;0.0;0.0
TIMBERCIRCLE;HBOUTIN;TIMBER CIRCLE;H.BOUTIN;2;0;0;0.0;0.0
TIMBERCIRCLE;HJOURNIAC;TIMBER CIRCLE;H.JOURNIAC;1;0;0;0.0;0.0
TIMBERCIRCLE;IMENDIZABAL;TIMBER CIRCLE;I.MENDIZABAL;2;0;0;0.0;0.0
TIMBERCIRCLE;MGRANDIN;TIMBER CIRCLE;M.GRANDIN;1;0;0;0.0;0.0
TIMBERLAY;BRIANRODRIGOENRIQUE;TIMBERLAY;BRIAN RODRIGO ENRIQUE;1;0;0;0.0;0.0
TIMBERLAY;MARTINJAVIERVALLE;TIMBERLAY;MARTIN JAVIER VALLE;1;0;1;0.0;100.0
TIMBERLIGHT;ABARON;TIMBER LIGHT;A.BARON;1;0;0;0.0;0.0
TIMBERLIGHT;JGUILLOCHON;TIMBER LIGHT;J.GUILLOCHON;2;0;1;0.0;50.0
TIMBERLIGHT;TPICCONE;TIMBER LIGHT;T.PICCONE;1;0;0;0.0;0.0
TIMBERO;CARLOSANDRESROMERO;TIMBERO;CARLOS ANDRES ROMERO;2;0;0;0.0;0.0
TIMBRADO;ANIBALJOSECABRERA;TIMBRADO;ANIBAL JOSE CABRERA;2;1;1;50.0;50.0
TIMBROTHERS;EVERTONRODRIGUES;TIMBROTHERS;EVERTON RODRIGUES;1;0;0;0.0;0.0
TIMBROTHERS;PABLORODRIGUEZ;TIMBROTHERS;PABLO RODRIGUEZ;1;0;0;0.0;0.0
TIMEA;AMADAMET;TIMEA;A.MADAMET;1;0;1;0.0;100.0
TIMEA;MFAVRIAUX;TIMEA;M.FAVRIAUX;4;0;1;0.0;25.0
TIMEANDEFFORT;SILVESTREDESOUSA;TIME AND EFFORT;SILVESTRE DE SOUSA;1;0;0;0.0;0.0
TIMEBANDIT;ERICACOSTA;TIME BANDIT;ERIC ACOSTA;1;0;0;0.0;0.0
TIMECONNECTION;LUCYFIORE;TIME CONNECTION;LUCY FIORE;1;0;0;0.0;0.0
TIMEFORAMERICA;JROCCO,JR;TIME FOR AMERICA;J ROCCO, JR.;1;0;1;0.0;100.0
TIMEFORAMERICA;KCARMOUCHE;TIME FOR AMERICA;K CARMOUCHE;1;0;0;0.0;0.0
TIMEFORPEACE;JMORELOS;TIMEFORPEACE;J MORELOS;1;0;0;0.0;0.0
TIMEFORSANDALS;RICHARDKINGSCOTE;TIME FOR SANDALS;RICHARD KINGSCOTE;2;0;0;0.0;0.0
TIMEFORSHOWCASING;BILLYLOUGHNANE;TIMEFORSHOWCASING;BILLY LOUGHNANE;1;0;0;0.0;0.0
TIMEFORSHOWCASING;JACKMITCHELL;TIMEFORSHOWCASING;JACK MITCHELL;1;1;1;100.0;100.0
