Cheval_clean;Hippo;Cheval;Hippodrome;Courses;Victoires;Podiums;Moyenne_classement;Derniere_course;Taux_victoire;Taux_podium;Jours_depuis
ACAPULCO;SAN ISIDRO;ACAPULCO;SAN ISIDRO;2;0;0;8.0;2026-06-30;0.0;0.0;21.0
ACAPULCOBAY;MEYDAN (E.A.U);ACAPULCO BAY;MEYDAN (E.A.U);2;0;0;12.0;2026-02-20;0.0;0.0;151.0
ACARY;CHANTILLY;ACARY;CHANTILLY;1;0;0;4.0;2026-02-12;0.0;0.0;159.0
ACARY;ParisLongchamp;ACARY;ParisLongchamp;1;0;0;13.0;2026-04-23;0.0;0.0;89.0
ACARY;SAINT-CLOUD;ACARY;SAINT-CLOUD;2;1;1;3.5;2026-05-22;50.0;50.0;60.0
ACATANA;COMPIEGNE;ACATANA;COMPIEGNE;1;0;0;7.0;2026-06-13;0.0;0.0;38.0
ACATANA;VITTEL;ACATANA;VITTEL;1;0;1;2.0;2026-07-06;0.0;100.0;15.0
ACCELERANDO;GULFSTREAM PARK;ACCELERANDO;GULFSTREAM PARK;2;0;0;9.0;2026-02-13;0.0;0.0;158.0
ACCELERATEME;GULFSTREAM PARK;ACCELERATE ME;GULFSTREAM PARK;1;0;0;7.0;2026-01-30;0.0;0.0;172.0
ACCENT;LAUREL PARK USA;ACCENT;LAUREL PARK USA;1;0;0;5.0;2026-05-16;0.0;0.0;66.0
ACCENT;SARATOGA;ACCENT;SARATOGA;1;0;1;2.0;2026-07-04;0.0;100.0;17.0
ACCEPTANCE;ARGENTAN;ACCEPTANCE;ARGENTAN;1;0;0;7.0;2026-06-10;0.0;0.0;41.0
ACCEPTANCE;DEAUVILLE;ACCEPTANCE;DEAUVILLE;1;0;0;4.0;2026-01-09;0.0;0.0;193.0
ACCEPTANCE;FONTAINEBLEAU;ACCEPTANCE;FONTAINEBLEAU;1;0;0;12.0;2026-03-13;0.0;0.0;130.0
ACCEPTANCE;LE CROISE LAROCHE;ACCEPTANCE;LE CROISE LAROCHE;1;0;0;7.0;2026-05-17;0.0;0.0;65.0
ACCEPTANCE;NANTES;ACCEPTANCE;NANTES;1;0;0;11.0;2026-06-16;0.0;0.0;35.0
ACCLAIMEDFREEDOM;KEMPTON PARK;ACCLAIMED FREEDOM;KEMPTON PARK;1;0;0;8.0;2026-03-18;0.0;0.0;125.0
ACCLAIMEDFREEDOM;WINDSOR;ACCLAIMED FREEDOM;WINDSOR;1;0;1;2.0;2026-06-08;0.0;100.0;43.0
ACCLAM;CAGNES/MER;ACCLAM;CAGNES/MER;2;0;0;8.0;2026-02-11;0.0;0.0;160.0
ACCLAM;CHANTILLY;ACCLAM;CHANTILLY;4;0;0;8.25;2026-06-24;0.0;0.0;27.0
ACCLAM;COMPIEGNE;ACCLAM;COMPIEGNE;1;0;0;14.0;2026-06-09;0.0;0.0;42.0
ACCLAM;DEAUVILLE;ACCLAM;DEAUVILLE;1;0;0;13.0;2026-07-12;0.0;0.0;9.0
ACCLAM;LE CROISE LAROCHE;ACCLAM;LE CROISE LAROCHE;1;0;0;8.0;2026-05-17;0.0;0.0;65.0
ACCLAM;LYON LA SOIE;ACCLAM;LYON LA SOIE;1;0;1;3.0;2026-03-21;0.0;100.0;122.0
ACCLAM;PONT DE VIVAUX;ACCLAM;PONT DE VIVAUX;1;0;0;8.0;2026-01-04;0.0;0.0;198.0
ACCLAM;ParisLongchamp;ACCLAM;ParisLongchamp;1;0;0;6.0;2026-04-23;0.0;0.0;89.0
ACCLAMATIONSTAR;ASCOT;ACCLAMATION STAR;ASCOT;1;0;0;10.0;2026-06-19;0.0;0.0;32.0
ACCLAMATIONSTAR;NEWMARKET;ACCLAMATION STAR;NEWMARKET;1;0;0;6.0;2026-07-10;0.0;0.0;11.0
ACCREDIT;ASCOT;ACCREDIT;ASCOT;1;0;0;0.0;2026-06-20;0.0;0.0;31.0
ACCREDITED;CURRAGH;ACCREDITED;CURRAGH;1;0;0;0.0;2026-06-28;0.0;0.0;23.0
ACE;CHANTILLY;ACE;CHANTILLY;2;0;0;4.0;2026-02-05;0.0;0.0;166.0
ACE;SHA TIN (HONG KONG);ACE;SHA TIN (HONG KONG);4;0;0;6.25;2026-05-17;0.0;0.0;65.0
ACECHAMPION;HAPPY VALLEY;ACE CHAMPION;HAPPY VALLEY;5;0;2;5.8;2026-06-30;0.0;40.0;21.0
ACECHAMPION;SHA TIN (HONG KONG);ACE CHAMPION;SHA TIN (HONG KONG);1;0;0;6.0;2026-05-09;0.0;0.0;73.0
ACEEAGLE;SHA TIN (HONG KONG);ACE EAGLE;SHA TIN (HONG KONG);1;0;1;2.0;2026-06-21;0.0;100.0;30.0
ACEFROMSPACE;GULFSTREAM PARK;ACE FROM SPACE;GULFSTREAM PARK;1;0;0;6.0;2026-04-18;0.0;0.0;94.0
ACEJACKDEUCE;GULFSTREAM PARK;ACE JACK DEUCE;GULFSTREAM PARK;1;0;1;3.0;2026-01-10;0.0;100.0;192.0
ACENTOFINAL;SAN ISIDRO;ACENTO FINAL;SAN ISIDRO;1;0;0;8.0;2026-02-07;0.0;0.0;164.0
ACEOFSPADES;DORTMUND;ACE OF SPADES;DORTMUND;1;0;0;7.0;2026-06-21;0.0;0.0;30.0
ACEPOWER;HAPPY VALLEY;ACE POWER;HAPPY VALLEY;5;0;1;6.4;2026-07-08;0.0;20.0;13.0
ACEPOWER;SHA TIN (HONG KONG);ACE POWER;SHA TIN (HONG KONG);1;0;0;6.0;2026-04-10;0.0;0.0;102.0
ACEROCAT;PALERMO;ACERO CAT;PALERMO;1;0;0;6.0;2026-04-20;0.0;0.0;92.0
ACEROSOFISTICADO;SAN ISIDRO;ACERO SOFISTICADO;SAN ISIDRO;1;0;0;10.0;2026-04-08;0.0;0.0;104.0
ACEVENTURA;GULFSTREAM PARK;ACE VENTURA;GULFSTREAM PARK;1;0;1;2.0;2026-05-22;0.0;100.0;60.0
ACEWAR;HAPPY VALLEY;ACE WAR;HAPPY VALLEY;6;2;6;2.0;2026-05-13;33.3;100.0;69.0
ACHALUGO;KEMPTON PARK;ACHALUGO;KEMPTON PARK;1;0;0;6.0;2026-02-11;0.0;0.0;160.0
ACHAPLINA;SANTIAGO;ACHAPLINA;SANTIAGO;2;0;0;9.5;2026-02-20;0.0;0.0;151.0
ACHERON;GULFSTREAM PARK;ACHERON;GULFSTREAM PARK;2;0;2;3.0;2026-03-26;0.0;100.0;117.0
ACHIEVE;GULFSTREAM PARK;ACHIEVE;GULFSTREAM PARK;1;1;1;1.0;2026-04-18;100.0;100.0;94.0
ACHILEACHOPE;CHANTILLY;ACHILEA CHOPE;CHANTILLY;1;0;0;12.0;2026-01-10;0.0;0.0;192.0
ACHILEACHOPE;EVREUX;ACHILEA CHOPE;EVREUX;1;0;0;11.0;2026-04-15;0.0;0.0;97.0
ACHILEACHOPE;LE CROISE LAROCHE;ACHILEA CHOPE;LE CROISE LAROCHE;1;0;0;10.0;2026-04-04;0.0;0.0;108.0
ACHISPADA;SAN ISIDRO;ACHISPADA;SAN ISIDRO;1;0;0;11.0;2026-05-25;0.0;0.0;57.0
ACHRAFZEMMOUR;CASABLANCA;ACHRAF ZEMMOUR;CASABLANCA;1;0;0;5.0;2026-06-22;0.0;0.0;29.0
ACHTER;PALERMO;ACHTER;PALERMO;1;0;0;10.0;2026-06-13;0.0;0.0;38.0
ACIREALE;SAN ISIDRO;ACIREALE;SAN ISIDRO;3;0;2;2.6666666666666665;2026-05-30;0.0;66.7;52.0
ACLIS;SANTIAGO;ACLIS;SANTIAGO;6;0;2;7.333333333333333;2026-05-04;0.0;33.3;78.0
ACME;DEAUVILLE;ACME;DEAUVILLE;1;0;0;12.0;2026-01-30;0.0;0.0;172.0
ACME;LA TESTE;ACME;LA TESTE;1;0;0;14.0;2026-03-21;0.0;0.0;122.0
ACME;LIGNIERES;ACME;LIGNIERES;1;0;0;7.0;2026-04-07;0.0;0.0;105.0
ACME;LYON LA SOIE;ACME;LYON LA SOIE;1;0;0;8.0;2026-03-20;0.0;0.0;123.0
ACOSTADETODO;PALERMO;A COSTA DE TODO;PALERMO;2;2;2;1.0;2026-02-23;100.0;100.0;148.0
ACOTANGO;CAGNES/MER;ACOTANGO;CAGNES/MER;2;0;0;6.0;2026-02-11;0.0;0.0;160.0
ACOTANGO;COMPIEGNE;ACOTANGO;COMPIEGNE;1;1;1;1.0;2026-03-27;100.0;100.0;116.0
ACOTANGO;EVREUX;ACOTANGO;EVREUX;1;0;1;2.0;2026-04-15;0.0;100.0;97.0
ACOTANGO;FONTAINEBLEAU;ACOTANGO;FONTAINEBLEAU;2;0;1;4.0;2026-03-06;0.0;50.0;137.0
ACOTANGO;MOULINS;ACOTANGO;MOULINS;1;1;1;1.0;2026-04-09;100.0;100.0;103.0
ACOTANGO;PAU;ACOTANGO;PAU;1;0;1;2.0;2026-01-09;0.0;100.0;193.0
ACOTANGO;SAINT-CLOUD;ACOTANGO;SAINT-CLOUD;1;1;1;1.0;2026-03-15;100.0;100.0;128.0
ACOUNTACH;DORTMUND;A COUNTACH;DORTMUND;2;0;0;6.0;2026-02-22;0.0;0.0;149.0
ACOUNTACH;HAMBOURG HORN;A COUNTACH;HAMBOURG HORN;2;0;0;3.0;2026-07-04;0.0;0.0;17.0
ACOUNTACH;HOPPEGARTEN;A COUNTACH;HOPPEGARTEN;1;0;1;3.0;2026-05-10;0.0;100.0;72.0
ACOUNTACH;KREFELD;A COUNTACH;KREFELD;1;0;0;12.0;2026-04-26;0.0;0.0;86.0
ACOUSTICAVE;AQUEDUCT;ACOUSTIC AVE;AQUEDUCT;1;0;0;5.0;2026-04-04;0.0;0.0;108.0
ACOUSTICAVE;SARATOGA;ACOUSTIC AVE;SARATOGA;1;0;0;0.0;2026-06-06;0.0;0.0;45.0
ACQUAROSA;AGEN LA GARENNE;ACQUA ROSA;AGEN LA GARENNE;1;0;0;4.0;2026-04-26;0.0;0.0;86.0
ACQUAROSA;TARBES;ACQUA ROSA;TARBES;1;0;0;10.0;2026-04-05;0.0;0.0;107.0
ACREGATE;CHANTILLY;ACREGATE;CHANTILLY;1;0;0;0.0;2026-02-19;0.0;0.0;152.0
ACREGATE;MONS (GHLIN);ACREGATE;MONS (GHLIN);1;0;0;0.0;2026-02-09;0.0;0.0;162.0
ACTAFOOL;GULFSTREAM PARK;ACT A FOOL;GULFSTREAM PARK;1;0;1;2.0;2026-04-30;0.0;100.0;82.0
ACTINGLADY;NEWMARKET;ACTING LADY;NEWMARKET;1;1;1;1.0;2026-07-10;100.0;100.0;11.0
ACTINGUP;SAN ISIDRO;ACTING UP;SAN ISIDRO;1;0;0;0.0;2026-03-10;0.0;0.0;133.0
ACTION;CURRAGH;ACTION;CURRAGH;1;0;0;7.0;2026-06-28;0.0;0.0;23.0
ACTION;EPSOM DOWNS;ACTION;EPSOM DOWNS;1;0;0;12.0;2026-06-06;0.0;0.0;45.0
ACTIONDELIGHT;GULFSTREAM PARK;ACTION DELIGHT;GULFSTREAM PARK;1;0;1;3.0;2026-06-26;0.0;100.0;25.0
ACTIONPOINT;MEYDAN (E.A.U);ACTION POINT;MEYDAN (E.A.U);5;0;1;8.8;2026-03-06;0.0;20.0;137.0
ACTIONREACTION;WOLVERHAMPTON;ACTION REACTION;WOLVERHAMPTON;1;0;0;8.0;2026-04-04;0.0;0.0;108.0
ACTIUS;PALERMO;ACTIUS;PALERMO;1;0;1;3.0;2026-05-09;0.0;100.0;73.0
ACTO;COMPIEGNE;ACTO;COMPIEGNE;1;0;0;13.0;2026-04-25;0.0;0.0;87.0
ACTO;EVREUX;ACTO;EVREUX;1;0;1;3.0;2026-05-26;0.0;100.0;56.0
ACTO;LYON-PARILLY;ACTO;LYON-PARILLY;1;0;0;13.0;2026-05-08;0.0;0.0;74.0
ACTO;ParisLongchamp;ACTO;ParisLongchamp;2;0;0;7.5;2026-06-15;0.0;0.0;36.0
ACTO;SAINT-CLOUD;ACTO;SAINT-CLOUD;1;0;0;12.0;2026-03-24;0.0;0.0;119.0
ACTOFKINDNESS;SANDOWN PARK;ACT OF KINDNESS;SANDOWN PARK;1;0;0;6.0;2026-07-04;0.0;0.0;17.0
ACTRIZCITY;PALERMO;ACTRIZ CITY;PALERMO;2;0;0;7.0;2026-06-15;0.0;0.0;36.0
ACURRUCAO;SANTIAGO;ACURRUCAO;SANTIAGO;1;0;0;0.0;2026-06-21;0.0;0.0;30.0
ADAAYOFSCARLETT;ASCOT;ADAAY OF SCARLETT;ASCOT;1;0;1;2.0;2026-06-16;0.0;100.0;35.0
ADAAYOFSCARLETT;NEWMARKET;ADAAY OF SCARLETT;NEWMARKET;1;0;1;2.0;2026-07-09;0.0;100.0;12.0
ADACE;KEMPTON PARK;ADACE;KEMPTON PARK;1;0;0;6.0;2026-01-28;0.0;0.0;174.0
ADAIYAD'OR;FONTAINEBLEAU;ADAIYA D'OR;FONTAINEBLEAU;1;0;0;9.0;2026-02-28;0.0;0.0;143.0
ADAIYAD'OR;MONT DE MARSAN;ADAIYA D'OR;MONT DE MARSAN;1;0;0;8.0;2026-03-23;0.0;0.0;120.0
ADALIDA;KEMPTON PARK;ADALIDA;KEMPTON PARK;1;0;0;4.0;2026-01-07;0.0;0.0;195.0
ADALIE;TOOWOOMBA;ADALIE;TOOWOOMBA;1;0;0;4.0;2026-05-09;0.0;0.0;73.0
ADAR;MUNICH-RIEM;ADAR;MUNICH-RIEM;1;0;0;10.0;2026-04-19;0.0;0.0;93.0
ADAROSE;WOLVERHAMPTON;ADA ROSE;WOLVERHAMPTON;1;0;0;7.0;2026-01-26;0.0;0.0;176.0
ADAUGHTERSLOVE;FFOS LAS;A DAUGHTERS LOVE;FFOS LAS;1;0;1;3.0;2026-06-23;0.0;100.0;28.0
ADDAGIRLADDIE;AQUEDUCT;ADDAGIRL ADDIE;AQUEDUCT;2;0;0;6.5;2026-06-25;0.0;0.0;26.0
ADDAOU;CASABLANCA;ADDAOU;CASABLANCA;1;0;0;10.0;2026-04-20;0.0;0.0;92.0
ADDEBEL;LE BOUSCAT;AD DEBEL;LE BOUSCAT;1;0;1;2.0;2026-06-15;0.0;100.0;36.0
ADDEDTOUCH;GULFSTREAM PARK;ADDED TOUCH;GULFSTREAM PARK;1;0;0;5.0;2026-02-19;0.0;0.0;152.0
ADDICTEDTOLOVE;SAN ISIDRO;ADDICTED TO LOVE;SAN ISIDRO;1;0;1;2.0;2026-04-11;0.0;100.0;101.0
ADELA;LA CEPIERE;ADELA;LA CEPIERE;1;0;0;9.0;2026-05-21;0.0;0.0;61.0
ADELA;LA TESTE;ADELA;LA TESTE;2;0;1;5.0;2026-07-15;0.0;50.0;6.0
ADELA;TARBES;ADELA;TARBES;1;0;0;9.0;2026-07-30;0.0;0.0;-9.0
ADELAIDE;MUNICH-RIEM;ADELAIDE;MUNICH-RIEM;1;0;1;2.0;2026-06-22;0.0;100.0;29.0
ADELAIDEBAY;WOLVERHAMPTON;ADELAIDE BAY;WOLVERHAMPTON;2;0;0;9.5;2026-01-26;0.0;0.0;176.0
ADELAIDERIVER;ASCOT;ADELAIDE RIVER;ASCOT;1;0;0;15.0;2026-06-16;0.0;0.0;35.0
ADELSUN;MARTINIQUE;ADEL SUN;MARTINIQUE;1;0;0;4.0;2026-05-16;0.0;0.0;66.0
ADESANYA;MARONAS;ADESANYA;MARONAS;2;0;0;3.0;2026-03-22;0.0;0.0;121.0
ADICCION;BORELY;ADICCION;BORELY;1;0;0;6.0;2026-04-30;0.0;0.0;82.0
ADICCION;CAGNES/MER;ADICCION;CAGNES/MER;2;0;0;10.0;2026-01-26;0.0;0.0;176.0
ADICCION;LYON-PARILLY;ADICCION;LYON-PARILLY;1;0;1;3.0;2026-06-22;0.0;100.0;29.0
ADICCION;PONT DE VIVAUX;ADICCION;PONT DE VIVAUX;5;1;2;4.2;2026-06-06;20.0;40.0;45.0
ADICCION;ParisLongchamp;ADICCION;ParisLongchamp;1;0;0;8.0;2026-07-20;0.0;0.0;1.0
ADICTA;LA TESTE;ADICTA;LA TESTE;1;0;1;2.0;2026-07-15;0.0;100.0;6.0
ADIL;LA TESTE;ADIL;LA TESTE;1;0;1;2.0;2026-07-10;0.0;100.0;11.0
ADINA;HAMBOURG HORN;ADINA;HAMBOURG HORN;1;0;0;5.0;2026-07-20;0.0;0.0;1.0
ADIO;HAMBOURG HORN;ADIO;HAMBOURG HORN;1;0;0;4.0;2026-07-04;0.0;0.0;17.0
ADIOS;VALPARAISO;ADIOS;VALPARAISO;3;0;0;10.0;2026-02-22;0.0;0.0;149.0
ADIOSAMOR;BAD HARZBURG;ADIOS AMOR;BAD HARZBURG;1;0;0;8.0;2026-07-18;0.0;0.0;3.0
ADIOSAMOR;MUNICH-RIEM;ADIOS AMOR;MUNICH-RIEM;1;1;1;1.0;2026-06-22;100.0;100.0;29.0
ADIOSCOLE;GULFSTREAM PARK;ADIOS COLE;GULFSTREAM PARK;2;0;1;5.5;2026-04-25;0.0;50.0;87.0
ADIOSSKY;PALERMO;ADIOS SKY;PALERMO;1;0;0;8.0;2026-06-29;0.0;0.0;22.0
ADISHAKTI;PALERMO;ADI SHAKTI;PALERMO;1;1;1;1.0;2026-04-19;100.0;100.0;93.0
ADISHAKTI;SAN ISIDRO;ADI SHAKTI;SAN ISIDRO;2;0;1;5.5;2026-06-14;0.0;50.0;37.0
ADJOE;DORTMUND;ADJOE;DORTMUND;3;0;1;5.666666666666667;2026-06-21;0.0;33.3;30.0
ADJOE;DUSSELDORF;ADJOE;DUSSELDORF;1;1;1;1.0;2026-05-31;100.0;100.0;51.0
ADJOE;MULHEIM;ADJOE;MULHEIM;2;0;0;5.0;2026-07-12;0.0;0.0;9.0
ADLANSENORA;DEAUVILLE;ADLAN SENORA;DEAUVILLE;2;1;1;3.5;2026-02-06;50.0;50.0;165.0
ADLANSENORA;FONTAINEBLEAU;ADLAN SENORA;FONTAINEBLEAU;1;0;0;12.0;2026-03-31;0.0;0.0;112.0
ADLANSENORA;ParisLongchamp;ADLAN SENORA;ParisLongchamp;1;0;0;11.0;2026-05-07;0.0;0.0;75.0
ADLANSENORA;SAINT-CLOUD;ADLAN SENORA;SAINT-CLOUD;2;0;0;3.0;2026-06-20;0.0;0.0;31.0
ADMIRALDENNIS;CHURCHILL DOWNS;ADMIRAL DENNIS;CHURCHILL DOWNS;1;0;0;6.0;2026-05-09;0.0;0.0;73.0
ADMIRALJOY;PALERMO;ADMIRAL JOY;PALERMO;2;0;0;4.5;2026-05-23;0.0;0.0;59.0
ADMIREDBEAUTY;CURRAGH;ADMIRED BEAUTY;CURRAGH;1;0;1;2.0;2026-07-19;0.0;100.0;2.0
ADONATA;PALERMO;ADONATA;PALERMO;2;0;0;2.5;2026-06-10;0.0;0.0;41.0
ADONIDE;CHANTILLY;ADONIDE;CHANTILLY;1;0;0;9.0;2026-03-16;0.0;0.0;127.0
ADONIDE;ParisLongchamp;ADONIDE;ParisLongchamp;2;0;0;13.5;2026-06-11;0.0;0.0;40.0
ADONIDE;SAINT-CLOUD;ADONIDE;SAINT-CLOUD;2;0;1;4.0;2026-05-05;0.0;50.0;77.0
ADORA;CHANTILLY;ADORA;CHANTILLY;1;0;0;4.0;2026-02-19;0.0;0.0;152.0
ADORA;DEAUVILLE;ADORA;DEAUVILLE;1;0;0;4.0;2026-02-06;0.0;0.0;165.0
ADORA;EVREUX;ADORA;EVREUX;1;0;0;0.0;2026-04-15;0.0;0.0;97.0
ADORABLE;PORNICHET;ADORABLE;PORNICHET;1;0;0;14.0;2026-03-25;0.0;0.0;118.0
ADORADORIM;SAN ISIDRO;ADORADO RIM;SAN ISIDRO;2;0;0;5.5;2026-06-27;0.0;0.0;24.0
ADORAEMOTION;SAN ISIDRO;ADORA EMOTION;SAN ISIDRO;1;0;0;4.0;2026-04-05;0.0;0.0;107.0
ADRASTEIA;CHURCHILL DOWNS;ADRASTEIA;CHURCHILL DOWNS;1;0;0;0.0;2026-05-10;0.0;0.0;72.0
ADRASTINA;HYERES;ADRASTINA;HYERES;1;0;0;8.0;2026-04-06;0.0;0.0;106.0
ADRIAN;SARATOGA;ADRIAN;SARATOGA;1;0;0;0.0;2026-06-04;0.0;0.0;47.0
ADROIT;AQUEDUCT;ADROIT;AQUEDUCT;1;0;0;6.0;2026-06-20;0.0;0.0;31.0
ADVANCED;GULFSTREAM PARK;ADVANCED;GULFSTREAM PARK;1;1;1;1.0;2026-06-28;100.0;100.0;23.0
ADVANCING;KEMPTON PARK;ADVANCING;KEMPTON PARK;1;1;1;1.0;2026-03-04;100.0;100.0;139.0
ADVENTURA;ARGENTAN;ADVENTURA;ARGENTAN;2;0;2;3.0;2026-06-10;0.0;100.0;41.0
ADVENTURA;DEAUVILLE;ADVENTURA;DEAUVILLE;1;0;0;4.0;2026-06-27;0.0;0.0;24.0
ADVENTURA;DIEPPE;ADVENTURA;DIEPPE;1;0;0;10.0;2026-07-13;0.0;0.0;8.0
ADVENTURA;LE LION D'ANGERS;ADVENTURA;LE LION D'ANGERS;1;0;0;4.0;2026-05-07;0.0;0.0;75.0
ADVENTURA;PORNICHET;ADVENTURA;PORNICHET;2;0;0;7.0;2026-03-25;0.0;0.0;118.0
ADVENTURIST;AQUEDUCT;ADVENTURIST;AQUEDUCT;1;0;0;0.0;2026-04-04;0.0;0.0;108.0
ADVERSARY;COMPIEGNE;ADVERSARY;COMPIEGNE;1;0;0;7.0;2026-06-09;0.0;0.0;42.0
ADVERSARY;DIEPPE;ADVERSARY;DIEPPE;1;0;0;8.0;2026-07-09;0.0;0.0;12.0
ADVERSARY;EVREUX;ADVERSARY;EVREUX;1;0;0;10.0;2026-05-26;0.0;0.0;56.0
ADVERSARY;GULFSTREAM PARK;ADVERSARY;GULFSTREAM PARK;3;2;2;2.6666666666666665;2026-04-20;66.7;66.7;92.0
ADVERTISED;NEWMARKET;ADVERTISED;NEWMARKET;1;0;0;0.0;2026-07-09;0.0;0.0;12.0
ADVOKAAT;SAN ISIDRO;ADVOKAAT;SAN ISIDRO;1;0;0;0.0;2026-03-18;0.0;0.0;125.0
ADWAN;CAGNES/MER;ADWAN;CAGNES/MER;4;0;0;7.0;2026-02-21;0.0;0.0;150.0
ADWAN;SAINT-CLOUD;ADWAN;SAINT-CLOUD;2;0;0;7.5;2026-07-05;0.0;0.0;16.0
ADWAN;STRASBOURG;ADWAN;STRASBOURG;3;0;0;11.333333333333334;2026-05-27;0.0;0.0;55.0
ADWAN;VITTEL;ADWAN;VITTEL;1;0;0;13.0;2026-07-19;0.0;0.0;2.0
AEDION;CHANTILLY;AEDION;CHANTILLY;3;0;1;7.333333333333333;2026-04-20;0.0;33.3;92.0
AEDION;ParisLongchamp;AEDION;ParisLongchamp;1;0;0;15.0;2026-05-21;0.0;0.0;61.0
AEDION;SAINT-CLOUD;AEDION;SAINT-CLOUD;1;0;0;5.0;2026-05-05;0.0;0.0;77.0
AEGISPOWER;KREFELD;AEGIS POWER;KREFELD;1;0;1;2.0;2026-04-26;0.0;100.0;86.0
AEGONTARGARYEN;GULFSTREAM PARK;AEGON TARGARYEN;GULFSTREAM PARK;1;0;1;2.0;2026-06-19;0.0;100.0;32.0
AEIH;CAGNES/MER;AEIH;CAGNES/MER;3;0;0;12.333333333333334;2026-02-22;0.0;0.0;149.0
AEIH;PONT DE VIVAUX;AEIH;PONT DE VIVAUX;1;0;0;0.0;2026-01-04;0.0;0.0;198.0
AEOLIAN;AQUEDUCT;AEOLIAN;AQUEDUCT;1;1;1;1.0;2026-06-27;100.0;100.0;24.0
AERIALAFFAIR;SARATOGA;AERIAL AFFAIR;SARATOGA;1;0;1;3.0;2026-07-11;0.0;100.0;10.0
AERIALIST;GULFSTREAM PARK;AERIALIST;GULFSTREAM PARK;5;0;1;3.2;2026-06-12;0.0;20.0;39.0
AEROCHAMPION;MARONAS;AERO CHAMPION;MARONAS;1;0;0;4.0;2026-03-10;0.0;0.0;133.0
AERODYNAMICS;HAPPY VALLEY;AERODYNAMICS;HAPPY VALLEY;1;0;0;6.0;2026-07-08;0.0;0.0;13.0
AERODYNAMICS;SHA TIN (HONG KONG);AERODYNAMICS;SHA TIN (HONG KONG);4;0;0;9.75;2026-05-24;0.0;0.0;58.0
AEROINVINCIBLE;HAPPY VALLEY;AEROINVINCIBLE;HAPPY VALLEY;1;0;0;6.0;2026-01-07;0.0;0.0;195.0
AEROINVINCIBLE;SHA TIN (HONG KONG);AEROINVINCIBLE;SHA TIN (HONG KONG);1;0;0;4.0;2026-04-26;0.0;0.0;86.0
AERONAUTIC;ASCOT;AERONAUTIC;ASCOT;1;0;0;4.0;2026-06-16;0.0;0.0;35.0
AERONAUTIC;MEYDAN (E.A.U);AERONAUTIC;MEYDAN (E.A.U);2;0;1;4.5;2026-02-20;0.0;50.0;151.0
AERONEF;SAINT-CLOUD;AERONEF;SAINT-CLOUD;2;2;2;1.0;2026-04-17;100.0;100.0;95.0
AEROPOSTAL;PALERMO;AEROPOSTAL;PALERMO;1;0;1;2.0;2026-06-29;0.0;100.0;22.0
AEROVOLANIC;SHA TIN (HONG KONG);AEROVOLANIC;SHA TIN (HONG KONG);3;1;1;5.0;2026-04-19;33.3;33.3;93.0
AESTHETICISM;HAPPY VALLEY;AESTHETICISM;HAPPY VALLEY;6;0;0;6.833333333333333;2026-05-20;0.0;0.0;62.0
AESTHETICISM;SHA TIN (HONG KONG);AESTHETICISM;SHA TIN (HONG KONG);1;0;0;6.0;2026-05-31;0.0;0.0;51.0
AETHELWIND;SHA TIN (HONG KONG);AETHELWIND;SHA TIN (HONG KONG);2;0;0;13.0;2026-07-12;0.0;0.0;9.0
AFANDY;CAGNES/MER;AFANDY;CAGNES/MER;2;1;2;1.5;2026-02-22;50.0;100.0;149.0
AFANDY;DEAUVILLE;AFANDY;DEAUVILLE;1;1;1;1.0;2026-04-07;100.0;100.0;105.0
AFANDY;ParisLongchamp;AFANDY;ParisLongchamp;1;0;0;4.0;2026-06-07;0.0;0.0;44.0
AFESTATHA;MEYDAN (E.A.U);AF ESTATHA;MEYDAN (E.A.U);1;0;0;0.0;2026-02-06;0.0;0.0;165.0
AFFAIRISTE;CHANTILLY;AFFAIRISTE;CHANTILLY;1;0;0;11.0;2026-02-20;0.0;0.0;151.0
AFFAIRISTE;FONTAINEBLEAU;AFFAIRISTE;FONTAINEBLEAU;1;0;0;10.0;2026-03-13;0.0;0.0;130.0
AFFECTION;CAGNES/MER;AFFECTION;CAGNES/MER;2;0;1;5.0;2026-02-21;0.0;50.0;150.0
AFFECTION;LYON LA SOIE;AFFECTION;LYON LA SOIE;1;1;1;1.0;2026-03-11;100.0;100.0;132.0
AFFECTION;SALON DE PROVENCE;AFFECTION;SALON DE PROVENCE;1;1;1;1.0;2026-04-16;100.0;100.0;96.0
AFFIRMATIF;CHANTILLY;AFFIRMATIF;CHANTILLY;1;0;0;7.0;2026-07-07;0.0;0.0;14.0
AFFIRMATIF;LA TESTE;AFFIRMATIF;LA TESTE;1;0;0;0.0;2026-06-25;0.0;0.0;26.0
AFGHAYYAR;MEYDAN (E.A.U);AF GHAYYAR;MEYDAN (E.A.U);2;0;0;6.5;2026-02-13;0.0;0.0;158.0
AFIRMATEGATO;VALPARAISO;AFIRMATE GATO;VALPARAISO;6;0;1;4.5;2026-06-30;0.0;16.7;21.0
AFJAN;CHANTILLY;AFJAN;CHANTILLY;4;0;3;3.25;2026-06-24;0.0;75.0;27.0
AFJAN;ParisLongchamp;AFJAN;ParisLongchamp;1;0;1;2.0;2026-05-10;0.0;100.0;72.0
AFLAYTH;MEYDAN (E.A.U);AF LAYTH;MEYDAN (E.A.U);3;0;0;11.333333333333334;2026-03-06;0.0;0.0;137.0
