Cheval_clean;Terrain_clean;Cheval;Terrain;Courses;Victoires;Podiums;Moyenne_classement;Taux_victoire;Taux_podium
ABRAHAMLINCOLN;HERBE;ABRAHAM LINCOLN;HERBE;1;0;1;2.0;0.0;100.0
ABRAKADABRA;HERBE;ABRAKADABRA;HERBE;1;0;0;13.0;0.0;0.0
ABRAMSCREEK;TROIS_ANS_ET_PLUS;ABRAMS CREEK;TROIS_ANS_ET_PLUS;2;0;0;4.0;0.0;0.0
ABRASSO;GAZON;ABRASSO;GAZON;2;0;1;4.0;0.0;50.0
ABRASSO;HERBE;ABRASSO;HERBE;8;1;3;4.875;12.5;37.5
ABRAZOOLVIDADO;TROIS_ANS;ABRAZO OLVIDADO;TROIS_ANS;1;0;0;10.0;0.0;0.0
ABRAZOS;CINQ_ANS_ET_PLUS;ABRAZOS;CINQ_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
ABRAZOSETERNOS;QUATRE_ANS;ABRAZOS ETERNOS;QUATRE_ANS;2;0;0;6.5;0.0;0.0
ABRILENOFEVER;DEUX_ANS;ABRILENO FEVER;DEUX_ANS;3;0;3;2.6666666666666665;0.0;100.0
ABRILENOFEVER;TROIS_ANS;ABRILENO FEVER;TROIS_ANS;1;0;1;2.0;0.0;100.0
ABRINDAR;TROIS_ANS;A BRINDAR;TROIS_ANS;1;0;1;3.0;0.0;100.0
ABRONZAL;HERBE;ABRONZAL;HERBE;5;0;2;4.6;0.0;40.0
ABSACAR;GAZON;AB SACAR;GAZON;1;0;0;12.0;0.0;0.0
ABSACKER;HERBE;ABSACKER;HERBE;1;0;1;3.0;0.0;100.0
ABSHREK;HERBE;ABSHREK;HERBE;2;0;0;7.0;0.0;0.0
ABSOLUTE;GAZON;ABSOLUTE;GAZON;4;0;0;8.25;0.0;0.0
ABSOLUTEASSIGNMENT;HERBE;ABSOLUTEASSIGNMENT;HERBE;1;0;0;17.0;0.0;0.0
ABSOLUTEAWAKENED;HERBE;ABSOLUTE AWAKENED;HERBE;4;0;0;7.0;0.0;0.0
ABSOLUTEAWAKENED;TROIS_ANS_ET_PLUS;ABSOLUTE AWAKENED;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
ABSOLUTEHEART;HERBE;ABSOLUTE HEART;HERBE;1;1;1;1.0;100.0;100.0
ABSOLUTEHONOR;GAZON;ABSOLUTE HONOR;GAZON;1;0;0;7.0;0.0;0.0
ABSOLUTEHONOR;QUATRE_ANS_ET_PLUS;ABSOLUTE HONOR;QUATRE_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
ABSOLUTEHONOUR;HERBE;ABSOLUTE HONOUR;HERBE;1;0;0;4.0;0.0;0.0
ABSOLUTEHONOUR;TROIS_ANS_ET_PLUS;ABSOLUTE HONOUR;TROIS_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
ABSOLUTO;HERBE;ABSOLUTO;HERBE;3;0;0;10.0;0.0;0.0
ABUELAMARUCA;QUATRE_ANS_ET_PLUS;ABUELA MARUCA;QUATRE_ANS_ET_PLUS;2;0;0;6.0;0.0;0.0
ABUELAMARUCA;TROIS_ANS_ET_PLUS;ABUELA MARUCA;TROIS_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
ABUELANATA;GAZON;ABUELA NATA;GAZON;1;1;1;1.0;100.0;100.0
ABUENPUERTO;QUATRE_ANS;A BUEN PUERTO;QUATRE_ANS;2;0;1;1.0;0.0;50.0
ABUROYAL;QUATRE_ANS_ET_PLUS;ABU ROYAL;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
ABUSADA;GAZON;ABUSADA;GAZON;1;0;0;0.0;0.0;0.0
ABYWAY;HERBE;ABYWAY;HERBE;1;0;0;0.0;0.0;0.0
ACACUS;GAZON;ACACUS;GAZON;2;0;0;12.5;0.0;0.0
ACADEMIA;HERBE;ACADEMIA;HERBE;1;0;0;6.0;0.0;0.0
ACADEMUS;TROIS_ANS_ET_PLUS;ACADEMUS;TROIS_ANS_ET_PLUS;1;0;0;7.0;0.0;0.0
ACAFAST;HERBE;ACA FAST;HERBE;1;0;0;12.0;0.0;0.0
ACAPULCO;GAZON;ACAPULCO;GAZON;1;0;0;9.0;0.0;0.0
ACAPULCO;TROIS_ANS;ACAPULCO;TROIS_ANS;1;0;0;7.0;0.0;0.0
ACAPULCOBAY;HERBE;ACAPULCO BAY;HERBE;2;0;0;12.0;0.0;0.0
ACARY;GAZON;ACARY;GAZON;1;0;0;4.0;0.0;0.0
ACARY;HERBE;ACARY;HERBE;3;1;1;6.666666666666667;33.3;33.3
ACATANA;HERBE;ACATANA;HERBE;2;0;1;4.5;0.0;50.0
ACCELERANDO;HERBE;ACCELERANDO;HERBE;2;0;0;9.0;0.0;0.0
ACCELERATEME;GAZON;ACCELERATE ME;GAZON;1;0;0;7.0;0.0;0.0
ACCENT;HERBE;ACCENT;HERBE;2;0;1;3.5;0.0;50.0
ACCEPTANCE;GAZON;ACCEPTANCE;GAZON;1;0;0;4.0;0.0;0.0
ACCEPTANCE;HERBE;ACCEPTANCE;HERBE;4;0;0;9.25;0.0;0.0
ACCLAIMEDFREEDOM;GAZON;ACCLAIMED FREEDOM;GAZON;1;0;0;8.0;0.0;0.0
ACCLAIMEDFREEDOM;HERBE;ACCLAIMED FREEDOM;HERBE;1;0;1;2.0;0.0;100.0
ACCLAM;GAZON;ACCLAM;GAZON;8;0;1;8.25;0.0;12.5
ACCLAM;HERBE;ACCLAM;HERBE;4;0;0;8.75;0.0;0.0
ACCLAMATIONSTAR;DEUX_ANS;ACCLAMATION STAR;DEUX_ANS;1;0;0;10.0;0.0;0.0
ACCLAMATIONSTAR;HERBE;ACCLAMATION STAR;HERBE;1;0;0;6.0;0.0;0.0
ACCREDIT;HERBE;ACCREDIT;HERBE;1;0;0;0.0;0.0;0.0
ACCREDITED;HERBE;ACCREDITED;HERBE;1;0;0;0.0;0.0;0.0
ACE;GAZON;ACE;GAZON;2;0;0;4.0;0.0;0.0
ACE;TROIS_ANS_ET_PLUS;ACE;TROIS_ANS_ET_PLUS;4;0;0;6.25;0.0;0.0
ACECHAMPION;HERBE;ACE CHAMPION;HERBE;4;0;1;6.75;0.0;25.0
ACECHAMPION;TROIS_ANS_ET_PLUS;ACE CHAMPION;TROIS_ANS_ET_PLUS;2;0;1;4.0;0.0;50.0
ACEEAGLE;HERBE;ACE EAGLE;HERBE;1;0;1;2.0;0.0;100.0
ACEFROMSPACE;GAZON;ACE FROM SPACE;GAZON;1;0;0;6.0;0.0;0.0
ACEJACKDEUCE;GAZON;ACE JACK DEUCE;GAZON;1;0;1;3.0;0.0;100.0
ACENTOFINAL;TROIS_ANS_ET_PLUS;ACENTO FINAL;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
ACEOFSPADES;HERBE;ACE OF SPADES;HERBE;1;0;0;7.0;0.0;0.0
ACEPOWER;GAZON;ACE POWER;GAZON;1;0;0;6.0;0.0;0.0
ACEPOWER;HERBE;ACE POWER;HERBE;5;0;1;6.4;0.0;20.0
ACEROCAT;QUATRE_ANS;ACERO CAT;QUATRE_ANS;1;0;0;6.0;0.0;0.0
ACEROSOFISTICADO;CINQ_ANS_ET_PLUS;ACERO SOFISTICADO;CINQ_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
ACEVENTURA;QUATRE_ANS_ET_PLUS;ACE VENTURA;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
ACEWAR;HERBE;ACE WAR;HERBE;6;2;6;2.0;33.3;100.0
ACHALUGO;GAZON;ACHALUGO;GAZON;1;0;0;6.0;0.0;0.0
ACHAPLINA;GAZON;ACHAPLINA;GAZON;2;0;0;9.5;0.0;0.0
ACHERON;HERBE;ACHERON;HERBE;2;0;2;3.0;0.0;100.0
ACHIEVE;HERBE;ACHIEVE;HERBE;1;1;1;1.0;100.0;100.0
ACHILEACHOPE;GAZON;ACHILEA CHOPE;GAZON;1;0;0;12.0;0.0;0.0
ACHILEACHOPE;HERBE;ACHILEA CHOPE;HERBE;2;0;0;10.5;0.0;0.0
ACHISPADA;HERBE;ACHISPADA;HERBE;1;0;0;11.0;0.0;0.0
ACHRAFZEMMOUR;SABLE;ACHRAF ZEMMOUR;SABLE;1;0;0;5.0;0.0;0.0
ACHTER;CINQ_SIX_ANS;ACHTER;CINQ_SIX_ANS;1;0;0;10.0;0.0;0.0
ACIREALE;GAZON;ACIREALE;GAZON;1;0;1;2.0;0.0;100.0
ACIREALE;HERBE;ACIREALE;HERBE;1;0;0;4.0;0.0;0.0
ACIREALE;TROIS_ANS;ACIREALE;TROIS_ANS;1;0;1;2.0;0.0;100.0
ACLIS;GAZON;ACLIS;GAZON;3;0;0;9.666666666666666;0.0;0.0
ACLIS;TROIS_ANS_ET_PLUS;ACLIS;TROIS_ANS_ET_PLUS;3;0;2;5.0;0.0;66.7
ACME;GAZON;ACME;GAZON;2;0;0;10.0;0.0;0.0
ACME;HERBE;ACME;HERBE;2;0;0;10.5;0.0;0.0
ACOSTADETODO;GAZON;A COSTA DE TODO;GAZON;1;1;1;1.0;100.0;100.0
ACOSTADETODO;TROIS_ANS;A COSTA DE TODO;TROIS_ANS;1;1;1;1.0;100.0;100.0
ACOTANGO;GAZON;ACOTANGO;GAZON;2;0;1;3.5;0.0;50.0
ACOTANGO;HERBE;ACOTANGO;HERBE;7;3;5;2.857142857142857;42.9;71.4
ACOUNTACH;HERBE;A COUNTACH;HERBE;1;0;0;6.0;0.0;0.0
ACOUNTACH;QUATRE_ANS_ET_PLUS;A COUNTACH;QUATRE_ANS_ET_PLUS;2;0;0;6.0;0.0;0.0
ACOUNTACH;TROIS_ANS_ET_PLUS;A COUNTACH;TROIS_ANS_ET_PLUS;3;0;1;5.0;0.0;33.3
ACOUSTICAVE;GAZON;ACOUSTIC AVE;GAZON;2;0;0;2.5;0.0;0.0
ACQUAROSA;HERBE;ACQUA ROSA;HERBE;2;0;0;7.0;0.0;0.0
ACREGATE;GAZON;ACREGATE;GAZON;2;0;0;0.0;0.0;0.0
ACTAFOOL;HERBE;ACT A FOOL;HERBE;1;0;1;2.0;0.0;100.0
ACTINGLADY;HERBE;ACTING LADY;HERBE;1;1;1;1.0;100.0;100.0
ACTINGUP;QUATRE_ANS;ACTING UP;QUATRE_ANS;1;0;0;0.0;0.0;0.0
ACTION;HERBE;ACTION;HERBE;2;0;0;9.5;0.0;0.0
ACTIONDELIGHT;GAZON;ACTION DELIGHT;GAZON;1;0;1;3.0;0.0;100.0
ACTIONPOINT;GAZON;ACTION POINT;GAZON;4;0;1;7.5;0.0;25.0
ACTIONPOINT;HERBE;ACTION POINT;HERBE;1;0;0;14.0;0.0;0.0
ACTIONREACTION;GAZON;ACTION REACTION;GAZON;1;0;0;8.0;0.0;0.0
ACTIUS;GAZON;ACTIUS;GAZON;1;0;1;3.0;0.0;100.0
ACTO;HERBE;ACTO;HERBE;6;0;1;9.333333333333334;0.0;16.7
ACTOFKINDNESS;HERBE;ACT OF KINDNESS;HERBE;1;0;0;6.0;0.0;0.0
ACTRIZCITY;SIX_ANS_ET_PLUS;ACTRIZ CITY;SIX_ANS_ET_PLUS;2;0;0;7.0;0.0;0.0
ACURRUCAO;TROIS_ANS;ACURRUCAO;TROIS_ANS;1;0;0;0.0;0.0;0.0
ADAAYOFSCARLETT;HERBE;ADAAY OF SCARLETT;HERBE;2;0;2;2.0;0.0;100.0
ADACE;GAZON;ADACE;GAZON;1;0;0;6.0;0.0;0.0
ADAIYAD'OR;HERBE;ADAIYA D'OR;HERBE;2;0;0;8.5;0.0;0.0
ADALIDA;GAZON;ADALIDA;GAZON;1;0;0;4.0;0.0;0.0
ADALIE;HERBE;ADALIE;HERBE;1;0;0;4.0;0.0;0.0
ADAR;TROIS_ANS_ET_PLUS;ADAR;TROIS_ANS_ET_PLUS;1;0;0;10.0;0.0;0.0
ADAROSE;GAZON;ADA ROSE;GAZON;1;0;0;7.0;0.0;0.0
ADAUGHTERSLOVE;TROIS_ANS_ET_PLUS;A DAUGHTERS LOVE;TROIS_ANS_ET_PLUS;1;0;1;3.0;0.0;100.0
ADDAGIRLADDIE;HERBE;ADDAGIRL ADDIE;HERBE;2;0;0;6.5;0.0;0.0
ADDAOU;GAZON;ADDAOU;GAZON;1;0;0;10.0;0.0;0.0
ADDEBEL;HERBE;AD DEBEL;HERBE;1;0;1;2.0;0.0;100.0
ADDEDTOUCH;HERBE;ADDED TOUCH;HERBE;1;0;0;5.0;0.0;0.0
ADDICTEDTOLOVE;DEUX_ANS;ADDICTED TO LOVE;DEUX_ANS;1;0;1;2.0;0.0;100.0
ADELA;HERBE;ADELA;HERBE;4;0;1;7.0;0.0;25.0
ADELAIDE;HERBE;ADELAIDE;HERBE;1;0;1;2.0;0.0;100.0
ADELAIDEBAY;GAZON;ADELAIDE BAY;GAZON;2;0;0;9.5;0.0;0.0
ADELAIDERIVER;HERBE;ADELAIDE RIVER;HERBE;1;0;0;15.0;0.0;0.0
ADELSUN;HERBE;ADEL SUN;HERBE;1;0;0;4.0;0.0;0.0
ADESANYA;GAZON;ADESANYA;GAZON;1;0;0;0.0;0.0;0.0
ADESANYA;TROIS_ANS;ADESANYA;TROIS_ANS;1;0;0;6.0;0.0;0.0
ADICCION;GAZON;ADICCION;GAZON;7;1;2;5.857142857142857;14.3;28.6
ADICCION;HERBE;ADICCION;HERBE;3;0;1;5.666666666666667;0.0;33.3
ADICTA;HERBE;ADICTA;HERBE;1;0;1;2.0;0.0;100.0
ADIL;HERBE;ADIL;HERBE;1;0;1;2.0;0.0;100.0
ADINA;TROIS_ANS_ET_PLUS;ADINA;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
ADIO;HERBE;ADIO;HERBE;1;0;0;4.0;0.0;0.0
ADIOS;HERBE;ADIOS;HERBE;2;0;0;11.0;0.0;0.0
ADIOS;TROIS_ANS_ET_PLUS;ADIOS;TROIS_ANS_ET_PLUS;1;0;0;8.0;0.0;0.0
ADIOSAMOR;HERBE;ADIOS AMOR;HERBE;2;1;1;4.5;50.0;50.0
ADIOSCOLE;HERBE;ADIOS COLE;HERBE;2;0;1;5.5;0.0;50.0
ADIOSSKY;GAZON;ADIOS SKY;GAZON;1;0;0;8.0;0.0;0.0
ADISHAKTI;HERBE;ADI SHAKTI;HERBE;1;0;0;9.0;0.0;0.0
ADISHAKTI;QUATRE_ANS_ET_PLUS;ADI SHAKTI;QUATRE_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
ADISHAKTI;TROIS_ANS_ET_PLUS;ADI SHAKTI;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
ADJOE;HERBE;ADJOE;HERBE;2;1;1;5.0;50.0;50.0
ADJOE;QUATRE_ANS_ET_PLUS;ADJOE;QUATRE_ANS_ET_PLUS;2;0;1;4.0;0.0;50.0
ADJOE;TROIS_ANS_ET_PLUS;ADJOE;TROIS_ANS_ET_PLUS;2;0;0;5.0;0.0;0.0
ADLANSENORA;GAZON;ADLAN SENORA;GAZON;2;1;1;3.5;50.0;50.0
ADLANSENORA;HERBE;ADLAN SENORA;HERBE;4;0;0;7.25;0.0;0.0
ADMIRALDENNIS;GAZON;ADMIRAL DENNIS;GAZON;1;0;0;6.0;0.0;0.0
ADMIRALJOY;DEUX_ANS;ADMIRAL JOY;DEUX_ANS;1;0;0;4.0;0.0;0.0
ADMIRALJOY;GAZON;ADMIRAL JOY;GAZON;1;0;0;5.0;0.0;0.0
ADMIREDBEAUTY;DEUX_ANS;ADMIRED BEAUTY;DEUX_ANS;1;0;1;2.0;0.0;100.0
ADONATA;GAZON;ADONATA;GAZON;1;0;0;5.0;0.0;0.0
ADONATA;QUATRE_ANS;ADONATA;QUATRE_ANS;1;0;0;0.0;0.0;0.0
ADONIDE;GAZON;ADONIDE;GAZON;1;0;0;9.0;0.0;0.0
ADONIDE;HERBE;ADONIDE;HERBE;4;0;1;8.75;0.0;25.0
ADORA;GAZON;ADORA;GAZON;2;0;0;4.0;0.0;0.0
ADORA;HERBE;ADORA;HERBE;1;0;0;0.0;0.0;0.0
ADORABLE;GAZON;ADORABLE;GAZON;1;0;0;14.0;0.0;0.0
ADORADORIM;HERBE;ADORADO RIM;HERBE;1;0;0;6.0;0.0;0.0
ADORADORIM;TROIS_ANS_ET_PLUS;ADORADO RIM;TROIS_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
ADORAEMOTION;HERBE;ADORA EMOTION;HERBE;1;0;0;4.0;0.0;0.0
ADRASTEIA;HERBE;ADRASTEIA;HERBE;1;0;0;0.0;0.0;0.0
ADRASTINA;HERBE;ADRASTINA;HERBE;1;0;0;8.0;0.0;0.0
ADRIAN;HERBE;ADRIAN;HERBE;1;0;0;0.0;0.0;0.0
ADROIT;HERBE;ADROIT;HERBE;1;0;0;6.0;0.0;0.0
ADVANCED;GAZON;ADVANCED;GAZON;1;1;1;1.0;100.0;100.0
ADVANCING;GAZON;ADVANCING;GAZON;1;1;1;1.0;100.0;100.0
ADVENTURA;GAZON;ADVENTURA;GAZON;3;0;0;6.0;0.0;0.0
ADVENTURA;HERBE;ADVENTURA;HERBE;4;0;2;5.0;0.0;50.0
ADVENTURIST;GAZON;ADVENTURIST;GAZON;1;0;0;0.0;0.0;0.0
ADVERSARY;GAZON;ADVERSARY;GAZON;2;2;2;1.0;100.0;100.0
ADVERSARY;HERBE;ADVERSARY;HERBE;3;0;0;8.333333333333334;0.0;0.0
ADVERSARY;QUATRE_ANS_ET_PLUS;ADVERSARY;QUATRE_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
ADVERTISED;HERBE;ADVERTISED;HERBE;1;0;0;0.0;0.0;0.0
ADVOKAAT;GAZON;ADVOKAAT;GAZON;1;0;0;0.0;0.0;0.0
ADWAN;GAZON;ADWAN;GAZON;4;0;0;7.0;0.0;0.0
ADWAN;HERBE;ADWAN;HERBE;6;0;0;10.333333333333334;0.0;0.0
AEDION;GAZON;AEDION;GAZON;2;0;1;3.5;0.0;50.0
AEDION;HERBE;AEDION;HERBE;3;0;0;11.666666666666666;0.0;0.0
AEGISPOWER;TROIS_ANS_ET_PLUS;AEGIS POWER;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
AEGONTARGARYEN;TROIS_ANS_ET_PLUS;AEGON TARGARYEN;TROIS_ANS_ET_PLUS;1;0;1;2.0;0.0;100.0
AEIH;GAZON;AEIH;GAZON;2;0;0;6.5;0.0;0.0
AEIH;HERBE;AEIH;HERBE;2;0;0;12.0;0.0;0.0
AEOLIAN;GAZON;AEOLIAN;GAZON;1;1;1;1.0;100.0;100.0
AERIALAFFAIR;GAZON;AERIAL AFFAIR;GAZON;1;0;1;3.0;0.0;100.0
AERIALIST;GAZON;AERIALIST;GAZON;4;0;1;3.0;0.0;25.0
AERIALIST;HERBE;AERIALIST;HERBE;1;0;0;4.0;0.0;0.0
AEROCHAMPION;GAZON;AERO CHAMPION;GAZON;1;0;0;4.0;0.0;0.0
AERODYNAMICS;HERBE;AERODYNAMICS;HERBE;1;0;0;6.0;0.0;0.0
AERODYNAMICS;TROIS_ANS_ET_PLUS;AERODYNAMICS;TROIS_ANS_ET_PLUS;4;0;0;9.75;0.0;0.0
AEROINVINCIBLE;HERBE;AEROINVINCIBLE;HERBE;1;0;0;6.0;0.0;0.0
AEROINVINCIBLE;TROIS_ANS_ET_PLUS;AEROINVINCIBLE;TROIS_ANS_ET_PLUS;1;0;0;4.0;0.0;0.0
AERONAUTIC;HERBE;AERONAUTIC;HERBE;3;0;1;4.333333333333333;0.0;33.3
AERONEF;HERBE;AERONEF;HERBE;2;2;2;1.0;100.0;100.0
AEROPOSTAL;GAZON;AEROPOSTAL;GAZON;1;0;1;2.0;0.0;100.0
AEROVOLANIC;TROIS_ANS_ET_PLUS;AEROVOLANIC;TROIS_ANS_ET_PLUS;3;1;1;5.0;33.3;33.3
AESTHETICISM;HERBE;AESTHETICISM;HERBE;6;0;0;6.833333333333333;0.0;0.0
AESTHETICISM;TROIS_ANS_ET_PLUS;AESTHETICISM;TROIS_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
AETHELWIND;HERBE;AETHELWIND;HERBE;2;0;0;13.0;0.0;0.0
AFANDY;HERBE;AFANDY;HERBE;4;2;3;2.0;50.0;75.0
AFESTATHA;GAZON;AF ESTATHA;GAZON;1;0;0;0.0;0.0;0.0
AFFAIRISTE;GAZON;AFFAIRISTE;GAZON;1;0;0;11.0;0.0;0.0
AFFAIRISTE;HERBE;AFFAIRISTE;HERBE;1;0;0;10.0;0.0;0.0
AFFECTION;GAZON;AFFECTION;GAZON;3;1;2;3.6666666666666665;33.3;66.7
AFFECTION;HERBE;AFFECTION;HERBE;1;1;1;1.0;100.0;100.0
AFFIRMATIF;DEUX_ANS;AFFIRMATIF;DEUX_ANS;1;0;0;0.0;0.0;0.0
AFFIRMATIF;HERBE;AFFIRMATIF;HERBE;1;0;0;7.0;0.0;0.0
AFGHAYYAR;GAZON;AF GHAYYAR;GAZON;2;0;0;6.5;0.0;0.0
AFIRMATEGATO;GAZON;AFIRMATE GATO;GAZON;2;0;0;5.0;0.0;0.0
AFIRMATEGATO;QUATRE_ANS_ET_PLUS;AFIRMATE GATO;QUATRE_ANS_ET_PLUS;1;0;0;5.0;0.0;0.0
AFIRMATEGATO;TROIS_ANS_ET_PLUS;AFIRMATE GATO;TROIS_ANS_ET_PLUS;3;0;1;4.0;0.0;33.3
AFJAN;HERBE;AFJAN;HERBE;5;0;4;3.0;0.0;80.0
AFLAYTH;GAZON;AF LAYTH;GAZON;2;0;0;12.0;0.0;0.0
AFLAYTH;HERBE;AF LAYTH;HERBE;1;0;0;10.0;0.0;0.0
AFMARMUQ;GAZON;AF MARMUQ;GAZON;1;0;0;0.0;0.0;0.0
AFMEZAN;HERBE;AF MEZAN;HERBE;2;0;0;4.0;0.0;0.0
AFMUHEM;GAZON;AF MUHEM;GAZON;1;0;0;4.0;0.0;0.0
AFMUKHREJ;GAZON;AF MUKHREJ;GAZON;1;0;0;0.0;0.0;0.0
AFOGADO;HERBE;AFOGADO;HERBE;4;0;0;7.75;0.0;0.0
AFRAJ;HERBE;AFRAJ;HERBE;1;0;1;3.0;0.0;100.0
AFRICA;GAZON;AFRICA;GAZON;1;0;0;11.0;0.0;0.0
AFRICA;TROIS_ANS;AFRICA;TROIS_ANS;1;0;0;18.0;0.0;0.0
AFRICANCANDY;GAZON;AFRICAN CANDY;GAZON;1;0;0;8.0;0.0;0.0
AFRICANGREY;HERBE;AFRICAN GREY;HERBE;7;0;1;8.857142857142858;0.0;14.3
AFRICANGREY;QUATRE_ANS_ET_PLUS;AFRICAN GREY;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
AFRIKAANS;TROIS_ANS;AFRIKAANS;TROIS_ANS;1;0;1;3.0;0.0;100.0
AFRIKASALVAJE;GAZON;AFRIKA SALVAJE;GAZON;1;0;0;7.0;0.0;0.0
AFRODITA;HERBE;AFRODITA;HERBE;1;0;0;0.0;0.0;0.0
AFTERGLOW;GAZON;AFTERGLOW;GAZON;1;0;0;9.0;0.0;0.0
AFTERGLOW;HERBE;AFTERGLOW;HERBE;8;1;3;4.875;12.5;37.5
AFTERTAXES;HERBE;AFTER TAXES;HERBE;2;2;2;1.0;100.0;100.0
AFTERTIME;GAZON;AFTER TIME;GAZON;3;0;2;2.6666666666666665;0.0;66.7
AFTERTIME;HERBE;AFTER TIME;HERBE;2;0;0;7.0;0.0;0.0
AFTERTIME;QUATRE_ANS_ET_PLUS;AFTER TIME;QUATRE_ANS_ET_PLUS;2;0;0;6.0;0.0;0.0
AFYATWA'AD;GAZON;AF YATWA'AD;GAZON;1;0;0;6.0;0.0;0.0
AFYON;GAZON;AFYON;GAZON;1;0;0;7.0;0.0;0.0
AFYON;HERBE;AFYON;HERBE;1;0;0;8.0;0.0;0.0
AGAINAGAIN;CINQ_ANS_ET_PLUS;AGAIN AGAIN;CINQ_ANS_ET_PLUS;2;0;1;4.0;0.0;50.0
AGAINSTALLODDS;QUATRE_ANS_ET_PLUS;AGAINST ALL ODDS;QUATRE_ANS_ET_PLUS;1;0;0;6.0;0.0;0.0
AGAINSTTHETIME;GAZON;AGAINST THE TIME;GAZON;1;0;0;0.0;0.0;0.0
AGAMEMNON;GAZON;AGAMEMNON;GAZON;4;1;1;7.0;25.0;25.0
AGAMEMNON;HERBE;AGAMEMNON;HERBE;5;0;0;7.2;0.0;0.0
AGANDJIR;GAZON;AGANDJIR;GAZON;1;0;0;10.0;0.0;0.0
AGANDJIR;HERBE;AGANDJIR;HERBE;2;0;0;4.5;0.0;0.0
AGATHA;TROIS_ANS;AGATHA;TROIS_ANS;1;0;0;12.0;0.0;0.0
AGATHASENORA;GAZON;AGATHA SENORA;GAZON;1;0;0;10.0;0.0;0.0
AGATHASENORA;HERBE;AGATHA SENORA;HERBE;6;2;2;5.333333333333333;33.3;33.3
AGBULLET;HERBE;AG BULLET;HERBE;1;0;1;2.0;0.0;100.0
AGELESSLIPS;HERBE;AGELESS LIPS;HERBE;1;0;1;3.0;0.0;100.0
AGELESSLIPS;TROIS_ANS_ET_PLUS;AGELESS LIPS;TROIS_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
AGELKA;HERBE;AGELKA;HERBE;4;0;2;5.5;0.0;50.0
AGELKA;QUATRE_ANS_ET_PLUS;AGELKA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
AGENDA;HERBE;AGENDA;HERBE;1;0;0;11.0;0.0;0.0
AGENDA;TROIS_ANS_ET_PLUS;AGENDA;TROIS_ANS_ET_PLUS;2;0;0;7.0;0.0;0.0
AGENTSIM;GAZON;AGENT SIM;GAZON;1;0;0;11.0;0.0;0.0
AGENTSIM;HERBE;AGENT SIM;HERBE;4;0;0;4.75;0.0;0.0
AGEOFAQUARIUS;TROIS_ANS;AGE OF AQUARIUS;TROIS_ANS;1;0;0;8.0;0.0;0.0
AGEOFTIME;GAZON;AGE OF TIME;GAZON;1;0;0;8.0;0.0;0.0
AGGENSTEIN;TROIS_ANS_ET_PLUS;AGGENSTEIN;TROIS_ANS_ET_PLUS;1;0;0;9.0;0.0;0.0
AGGRESSIVELIME;HERBE;AGGRESSIVE LIME;HERBE;1;0;0;5.0;0.0;0.0
AGILE;HERBE;AGILE;HERBE;2;0;0;7.5;0.0;0.0
AGIOTA;HERBE;AGIOTA;HERBE;3;1;1;3.3333333333333335;33.3;33.3
AGITATOR;HERBE;AGITATOR;HERBE;1;0;0;24.0;0.0;0.0
AGLAIA;QUATRE_ANS_ET_PLUS;AGLAIA;QUATRE_ANS_ET_PLUS;1;0;0;0.0;0.0;0.0
AGNESE;HERBE;AGNESE;HERBE;2;0;1;3.0;0.0;50.0
AGNESE;QUATRE_ANS_ET_PLUS;AGNESE;QUATRE_ANS_ET_PLUS;1;1;1;1.0;100.0;100.0
AGNESI;GAZON;AGNESI;GAZON;2;0;0;5.5;0.0;0.0
AGNESI;HERBE;AGNESI;HERBE;3;0;1;4.333333333333333;0.0;33.3
AGNESIT'A;GAZON;AGNESIT'A;GAZON;4;0;1;5.5;0.0;25.0
AGNESIT'A;HERBE;AGNESIT'A;HERBE;4;0;1;5.75;0.0;25.0
AGNUSDEI;HERBE;AGNUS DEI;HERBE;2;0;0;11.5;0.0;0.0
AGOO;GAZON;AGOO;GAZON;1;0;0;0.0;0.0;0.0
AGOO;HERBE;AGOO;HERBE;1;0;0;0.0;0.0;0.0
AGOSTINA;GAZON;AGOSTINA;GAZON;1;0;1;2.0;0.0;100.0
AGOSTINA;TROIS_ANS_ET_PLUS;AGOSTINA;TROIS_ANS_ET_PLUS;2;0;2;2.0;0.0;100.0
