Hippo;Dist_groupe;Corde;Hippodrome;Distance;Valeur_corde;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
SAINT-CLOUD;1200;7;SAINT-CLOUD;1200;7;15;0;3;0.0;20.0
SAINT-CLOUD;1200;8;SAINT-CLOUD;1200;8;14;0;2;0.0;14.3
SAINT-CLOUD;1200;9;SAINT-CLOUD;1200;9;12;1;3;8.3;25.0
SAINT-CLOUD;1200;10;SAINT-CLOUD;1200;10;11;0;3;0.0;27.3
SAINT-CLOUD;1200;11;SAINT-CLOUD;1200;11;7;1;1;14.3;14.3
SAINT-CLOUD;1200;12;SAINT-CLOUD;1200;12;7;0;2;0.0;28.6
SAINT-CLOUD;1200;13;SAINT-CLOUD;1200;13;5;0;0;0.0;0.0
SAINT-CLOUD;1200;14;SAINT-CLOUD;1200;14;3;0;1;0.0;33.3
SAINT-CLOUD;1200;15;SAINT-CLOUD;1200;15;2;0;0;0.0;0.0
SAINT-CLOUD;1200;16;SAINT-CLOUD;1200;16;2;0;0;0.0;0.0
SAINT-CLOUD;1400;1;SAINT-CLOUD;1400;1;28;1;7;3.6;25.0
SAINT-CLOUD;1400;2;SAINT-CLOUD;1400;2;28;5;5;17.9;17.9
SAINT-CLOUD;1400;3;SAINT-CLOUD;1400;3;28;1;12;3.6;42.9
SAINT-CLOUD;1400;4;SAINT-CLOUD;1400;4;28;5;10;17.9;35.7
SAINT-CLOUD;1400;5;SAINT-CLOUD;1400;5;28;4;12;14.3;42.9
SAINT-CLOUD;1400;6;SAINT-CLOUD;1400;6;28;0;2;0.0;7.1
SAINT-CLOUD;1400;7;SAINT-CLOUD;1400;7;28;3;9;10.7;32.1
SAINT-CLOUD;1400;8;SAINT-CLOUD;1400;8;27;2;7;7.4;25.9
SAINT-CLOUD;1400;9;SAINT-CLOUD;1400;9;26;0;1;0.0;3.8
SAINT-CLOUD;1400;10;SAINT-CLOUD;1400;10;21;2;6;9.5;28.6
SAINT-CLOUD;1400;11;SAINT-CLOUD;1400;11;17;1;6;5.9;35.3
SAINT-CLOUD;1400;12;SAINT-CLOUD;1400;12;14;1;2;7.1;14.3
SAINT-CLOUD;1400;13;SAINT-CLOUD;1400;13;11;2;4;18.2;36.4
SAINT-CLOUD;1400;14;SAINT-CLOUD;1400;14;11;0;0;0.0;0.0
SAINT-CLOUD;1400;15;SAINT-CLOUD;1400;15;9;0;1;0.0;11.1
SAINT-CLOUD;1400;16;SAINT-CLOUD;1400;16;9;1;1;11.1;11.1
SAINT-CLOUD;1600;1;SAINT-CLOUD;1600;1;32;4;9;12.5;28.1
SAINT-CLOUD;1600;2;SAINT-CLOUD;1600;2;32;5;13;15.6;40.6
SAINT-CLOUD;1600;3;SAINT-CLOUD;1600;3;32;2;6;6.2;18.8
SAINT-CLOUD;1600;4;SAINT-CLOUD;1600;4;32;1;4;3.1;12.5
SAINT-CLOUD;1600;5;SAINT-CLOUD;1600;5;32;2;9;6.2;28.1
SAINT-CLOUD;1600;6;SAINT-CLOUD;1600;6;32;4;13;12.5;40.6
SAINT-CLOUD;1600;7;SAINT-CLOUD;1600;7;32;3;10;9.4;31.2
SAINT-CLOUD;1600;8;SAINT-CLOUD;1600;8;27;2;5;7.4;18.5
SAINT-CLOUD;1600;9;SAINT-CLOUD;1600;9;25;3;9;12.0;36.0
SAINT-CLOUD;1600;10;SAINT-CLOUD;1600;10;22;0;1;0.0;4.5
SAINT-CLOUD;1600;11;SAINT-CLOUD;1600;11;20;2;5;10.0;25.0
SAINT-CLOUD;1600;12;SAINT-CLOUD;1600;12;17;1;4;5.9;23.5
SAINT-CLOUD;1600;13;SAINT-CLOUD;1600;13;17;3;3;17.6;17.6
SAINT-CLOUD;1600;14;SAINT-CLOUD;1600;14;14;0;2;0.0;14.3
SAINT-CLOUD;1600;15;SAINT-CLOUD;1600;15;7;0;2;0.0;28.6
SAINT-CLOUD;1600;16;SAINT-CLOUD;1600;16;6;0;0;0.0;0.0
SAINT-CLOUD;1600;17;SAINT-CLOUD;1600;17;1;0;1;0.0;100.0
SAINT-CLOUD;2000;1;SAINT-CLOUD;2000;1;45;6;11;13.3;24.4
SAINT-CLOUD;2000;2;SAINT-CLOUD;2000;2;45;8;13;17.8;28.9
SAINT-CLOUD;2000;3;SAINT-CLOUD;2000;3;45;6;15;13.3;33.3
SAINT-CLOUD;2000;4;SAINT-CLOUD;2000;4;45;1;9;2.2;20.0
SAINT-CLOUD;2000;5;SAINT-CLOUD;2000;5;43;4;10;9.3;23.3
SAINT-CLOUD;2000;6;SAINT-CLOUD;2000;6;43;1;13;2.3;30.2
SAINT-CLOUD;2000;7;SAINT-CLOUD;2000;7;41;3;12;7.3;29.3
SAINT-CLOUD;2000;8;SAINT-CLOUD;2000;8;37;2;10;5.4;27.0
SAINT-CLOUD;2000;9;SAINT-CLOUD;2000;9;35;5;6;14.3;17.1
SAINT-CLOUD;2000;10;SAINT-CLOUD;2000;10;34;2;9;5.9;26.5
SAINT-CLOUD;2000;11;SAINT-CLOUD;2000;11;29;1;6;3.4;20.7
SAINT-CLOUD;2000;12;SAINT-CLOUD;2000;12;25;2;9;8.0;36.0
SAINT-CLOUD;2000;13;SAINT-CLOUD;2000;13;22;2;5;9.1;22.7
SAINT-CLOUD;2000;14;SAINT-CLOUD;2000;14;20;1;3;5.0;15.0
SAINT-CLOUD;2000;15;SAINT-CLOUD;2000;15;17;1;3;5.9;17.6
SAINT-CLOUD;2000;16;SAINT-CLOUD;2000;16;14;0;1;0.0;7.1
SAINT-CLOUD;2400;1;SAINT-CLOUD;2400;1;33;3;15;9.1;45.5
SAINT-CLOUD;2400;2;SAINT-CLOUD;2400;2;33;3;10;9.1;30.3
SAINT-CLOUD;2400;3;SAINT-CLOUD;2400;3;33;2;10;6.1;30.3
SAINT-CLOUD;2400;4;SAINT-CLOUD;2400;4;33;4;5;12.1;15.2
SAINT-CLOUD;2400;5;SAINT-CLOUD;2400;5;33;1;9;3.0;27.3
SAINT-CLOUD;2400;6;SAINT-CLOUD;2400;6;33;0;5;0.0;15.2
SAINT-CLOUD;2400;7;SAINT-CLOUD;2400;7;33;5;10;15.2;30.3
SAINT-CLOUD;2400;8;SAINT-CLOUD;2400;8;31;6;9;19.4;29.0
SAINT-CLOUD;2400;9;SAINT-CLOUD;2400;9;28;3;7;10.7;25.0
SAINT-CLOUD;2400;10;SAINT-CLOUD;2400;10;26;1;8;3.8;30.8
SAINT-CLOUD;2400;11;SAINT-CLOUD;2400;11;22;4;5;18.2;22.7
SAINT-CLOUD;2400;12;SAINT-CLOUD;2400;12;21;0;4;0.0;19.0
SAINT-CLOUD;2400;13;SAINT-CLOUD;2400;13;14;1;1;7.1;7.1
SAINT-CLOUD;2400;14;SAINT-CLOUD;2400;14;11;0;1;0.0;9.1
SAINT-CLOUD;2400;15;SAINT-CLOUD;2400;15;10;0;0;0.0;0.0
SAINT-CLOUD;2400;16;SAINT-CLOUD;2400;16;10;0;1;0.0;10.0
SAINT-CLOUD;3000;1;SAINT-CLOUD;3000;1;5;2;3;40.0;60.0
SAINT-CLOUD;3000;2;SAINT-CLOUD;3000;2;5;0;0;0.0;0.0
SAINT-CLOUD;3000;3;SAINT-CLOUD;3000;3;5;0;1;0.0;20.0
SAINT-CLOUD;3000;4;SAINT-CLOUD;3000;4;5;1;3;20.0;60.0
SAINT-CLOUD;3000;5;SAINT-CLOUD;3000;5;5;1;3;20.0;60.0
SAINT-CLOUD;3000;6;SAINT-CLOUD;3000;6;5;0;0;0.0;0.0
SAINT-CLOUD;3000;7;SAINT-CLOUD;3000;7;5;0;2;0.0;40.0
SAINT-CLOUD;3000;8;SAINT-CLOUD;3000;8;3;1;1;33.3;33.3
SAINT-CLOUD;3000;9;SAINT-CLOUD;3000;9;2;0;1;0.0;50.0
SAINT-CLOUD;3000;10;SAINT-CLOUD;3000;10;1;0;0;0.0;0.0
SAINT-CLOUD;3000;11;SAINT-CLOUD;3000;11;1;0;1;0.0;100.0
SAINT-CLOUD;3000;12;SAINT-CLOUD;3000;12;1;0;0;0.0;0.0
SAINT-CLOUD;3000;13;SAINT-CLOUD;3000;13;1;0;0;0.0;0.0
SALON DE PROVENCE;1000;1;SALON DE PROVENCE;1000;1;4;0;1;0.0;25.0
SALON DE PROVENCE;1000;2;SALON DE PROVENCE;1000;2;4;0;3;0.0;75.0
SALON DE PROVENCE;1000;3;SALON DE PROVENCE;1000;3;4;0;1;0.0;25.0
SALON DE PROVENCE;1000;4;SALON DE PROVENCE;1000;4;4;2;2;50.0;50.0
SALON DE PROVENCE;1000;5;SALON DE PROVENCE;1000;5;4;0;2;0.0;50.0
SALON DE PROVENCE;1000;6;SALON DE PROVENCE;1000;6;3;1;1;33.3;33.3
SALON DE PROVENCE;1000;7;SALON DE PROVENCE;1000;7;3;1;2;33.3;66.7
SALON DE PROVENCE;1000;8;SALON DE PROVENCE;1000;8;2;0;0;0.0;0.0
SALON DE PROVENCE;1000;9;SALON DE PROVENCE;1000;9;1;0;0;0.0;0.0
SALON DE PROVENCE;1800;1;SALON DE PROVENCE;1800;1;6;0;3;0.0;50.0
SALON DE PROVENCE;1800;2;SALON DE PROVENCE;1800;2;6;1;3;16.7;50.0
SALON DE PROVENCE;1800;3;SALON DE PROVENCE;1800;3;6;1;2;16.7;33.3
SALON DE PROVENCE;1800;4;SALON DE PROVENCE;1800;4;6;2;3;33.3;50.0
SALON DE PROVENCE;1800;5;SALON DE PROVENCE;1800;5;6;0;2;0.0;33.3
SALON DE PROVENCE;1800;6;SALON DE PROVENCE;1800;6;5;0;0;0.0;0.0
SALON DE PROVENCE;1800;7;SALON DE PROVENCE;1800;7;4;0;0;0.0;0.0
SALON DE PROVENCE;1800;8;SALON DE PROVENCE;1800;8;4;1;3;25.0;75.0
SALON DE PROVENCE;1800;9;SALON DE PROVENCE;1800;9;4;0;0;0.0;0.0
SALON DE PROVENCE;1800;10;SALON DE PROVENCE;1800;10;3;0;1;0.0;33.3
SALON DE PROVENCE;1800;11;SALON DE PROVENCE;1800;11;2;1;1;50.0;50.0
SALON DE PROVENCE;1800;12;SALON DE PROVENCE;1800;12;1;0;0;0.0;0.0
SALON DE PROVENCE;1800;13;SALON DE PROVENCE;1800;13;1;0;0;0.0;0.0
SALON DE PROVENCE;1800;14;SALON DE PROVENCE;1800;14;1;0;0;0.0;0.0
SALON DE PROVENCE;2000;1;SALON DE PROVENCE;2000;1;4;0;0;0.0;0.0
SALON DE PROVENCE;2000;2;SALON DE PROVENCE;2000;2;4;1;1;25.0;25.0
SALON DE PROVENCE;2000;3;SALON DE PROVENCE;2000;3;4;1;2;25.0;50.0
SALON DE PROVENCE;2000;4;SALON DE PROVENCE;2000;4;4;2;3;50.0;75.0
SALON DE PROVENCE;2000;5;SALON DE PROVENCE;2000;5;4;0;2;0.0;50.0
SALON DE PROVENCE;2000;6;SALON DE PROVENCE;2000;6;4;0;2;0.0;50.0
SALON DE PROVENCE;2000;7;SALON DE PROVENCE;2000;7;4;0;2;0.0;50.0
SALON DE PROVENCE;2000;8;SALON DE PROVENCE;2000;8;4;0;0;0.0;0.0
SALON DE PROVENCE;2000;9;SALON DE PROVENCE;2000;9;3;0;0;0.0;0.0
SALON DE PROVENCE;2000;10;SALON DE PROVENCE;2000;10;2;0;0;0.0;0.0
SALON DE PROVENCE;2000;11;SALON DE PROVENCE;2000;11;2;0;0;0.0;0.0
SALON DE PROVENCE;2000;12;SALON DE PROVENCE;2000;12;1;0;0;0.0;0.0
SALON DE PROVENCE;2400;1;SALON DE PROVENCE;2400;1;9;3;3;33.3;33.3
SALON DE PROVENCE;2400;2;SALON DE PROVENCE;2400;2;9;1;4;11.1;44.4
SALON DE PROVENCE;2400;3;SALON DE PROVENCE;2400;3;9;1;3;11.1;33.3
SALON DE PROVENCE;2400;4;SALON DE PROVENCE;2400;4;9;1;2;11.1;22.2
SALON DE PROVENCE;2400;5;SALON DE PROVENCE;2400;5;9;0;2;0.0;22.2
SALON DE PROVENCE;2400;6;SALON DE PROVENCE;2400;6;8;1;3;12.5;37.5
SALON DE PROVENCE;2400;7;SALON DE PROVENCE;2400;7;8;1;4;12.5;50.0
SALON DE PROVENCE;2400;8;SALON DE PROVENCE;2400;8;7;1;2;14.3;28.6
SALON DE PROVENCE;2400;9;SALON DE PROVENCE;2400;9;6;0;3;0.0;50.0
SALON DE PROVENCE;2400;10;SALON DE PROVENCE;2400;10;4;0;1;0.0;25.0
SALON DE PROVENCE;2400;11;SALON DE PROVENCE;2400;11;2;0;0;0.0;0.0
SAN ISIDRO;1000;1;SAN ISIDRO;1000;1;52;7;23;13.5;44.2
SAN ISIDRO;1000;2;SAN ISIDRO;1000;2;52;9;18;17.3;34.6
SAN ISIDRO;1000;3;SAN ISIDRO;1000;3;52;3;13;5.8;25.0
SAN ISIDRO;1000;4;SAN ISIDRO;1000;4;52;6;19;11.5;36.5
SAN ISIDRO;1000;5;SAN ISIDRO;1000;5;51;2;22;3.9;43.1
SAN ISIDRO;1000;6;SAN ISIDRO;1000;6;49;9;17;18.4;34.7
SAN ISIDRO;1000;7;SAN ISIDRO;1000;7;44;5;12;11.4;27.3
SAN ISIDRO;1000;8;SAN ISIDRO;1000;8;38;4;10;10.5;26.3
SAN ISIDRO;1000;9;SAN ISIDRO;1000;9;24;3;6;12.5;25.0
SAN ISIDRO;1000;10;SAN ISIDRO;1000;10;18;4;8;22.2;44.4
SAN ISIDRO;1000;11;SAN ISIDRO;1000;11;10;1;7;10.0;70.0
SAN ISIDRO;1000;12;SAN ISIDRO;1000;12;5;0;0;0.0;0.0
SAN ISIDRO;1000;13;SAN ISIDRO;1000;13;3;0;1;0.0;33.3
SAN ISIDRO;1000;14;SAN ISIDRO;1000;14;1;0;0;0.0;0.0
SAN ISIDRO;1000;15;SAN ISIDRO;1000;15;1;0;0;0.0;0.0
SAN ISIDRO;1000;16;SAN ISIDRO;1000;16;1;0;0;0.0;0.0
SAN ISIDRO;1200;1;SAN ISIDRO;1200;1;82;9;33;11.0;40.2
SAN ISIDRO;1200;2;SAN ISIDRO;1200;2;82;6;19;7.3;23.2
SAN ISIDRO;1200;3;SAN ISIDRO;1200;3;82;5;36;6.1;43.9
SAN ISIDRO;1200;4;SAN ISIDRO;1200;4;82;10;26;12.2;31.7
SAN ISIDRO;1200;5;SAN ISIDRO;1200;5;82;10;25;12.2;30.5
SAN ISIDRO;1200;6;SAN ISIDRO;1200;6;79;10;24;12.7;30.4
SAN ISIDRO;1200;7;SAN ISIDRO;1200;7;77;9;19;11.7;24.7
SAN ISIDRO;1200;8;SAN ISIDRO;1200;8;73;9;28;12.3;38.4
SAN ISIDRO;1200;9;SAN ISIDRO;1200;9;55;7;14;12.7;25.5
SAN ISIDRO;1200;10;SAN ISIDRO;1200;10;43;3;10;7.0;23.3
SAN ISIDRO;1200;11;SAN ISIDRO;1200;11;29;1;5;3.4;17.2
SAN ISIDRO;1200;12;SAN ISIDRO;1200;12;19;2;5;10.5;26.3
SAN ISIDRO;1200;13;SAN ISIDRO;1200;13;7;1;1;14.3;14.3
SAN ISIDRO;1200;14;SAN ISIDRO;1200;14;5;1;1;20.0;20.0
SAN ISIDRO;1200;15;SAN ISIDRO;1200;15;1;0;0;0.0;0.0
SAN ISIDRO;1200;16;SAN ISIDRO;1200;16;1;0;0;0.0;0.0
SAN ISIDRO;1400;1;SAN ISIDRO;1400;1;70;8;25;11.4;35.7
SAN ISIDRO;1400;2;SAN ISIDRO;1400;2;70;4;18;5.7;25.7
SAN ISIDRO;1400;3;SAN ISIDRO;1400;3;70;10;31;14.3;44.3
SAN ISIDRO;1400;4;SAN ISIDRO;1400;4;70;13;25;18.6;35.7
SAN ISIDRO;1400;5;SAN ISIDRO;1400;5;69;8;23;11.6;33.3
SAN ISIDRO;1400;6;SAN ISIDRO;1400;6;68;7;25;10.3;36.8
SAN ISIDRO;1400;7;SAN ISIDRO;1400;7;61;5;19;8.2;31.1
SAN ISIDRO;1400;8;SAN ISIDRO;1400;8;47;3;14;6.4;29.8
SAN ISIDRO;1400;9;SAN ISIDRO;1400;9;35;7;16;20.0;45.7
SAN ISIDRO;1400;10;SAN ISIDRO;1400;10;27;2;9;7.4;33.3
SAN ISIDRO;1400;11;SAN ISIDRO;1400;11;14;2;4;14.3;28.6
SAN ISIDRO;1400;12;SAN ISIDRO;1400;12;8;0;0;0.0;0.0
SAN ISIDRO;1400;13;SAN ISIDRO;1400;13;4;0;0;0.0;0.0
SAN ISIDRO;1400;14;SAN ISIDRO;1400;14;2;0;0;0.0;0.0
SAN ISIDRO;1400;15;SAN ISIDRO;1400;15;2;0;0;0.0;0.0
SAN ISIDRO;1400;16;SAN ISIDRO;1400;16;1;1;1;100.0;100.0
SAN ISIDRO;1600;1;SAN ISIDRO;1600;1;64;7;26;10.9;40.6
SAN ISIDRO;1600;2;SAN ISIDRO;1600;2;64;6;17;9.4;26.6
SAN ISIDRO;1600;3;SAN ISIDRO;1600;3;64;10;25;15.6;39.1
SAN ISIDRO;1600;4;SAN ISIDRO;1600;4;64;8;24;12.5;37.5
SAN ISIDRO;1600;5;SAN ISIDRO;1600;5;64;4;24;6.2;37.5
SAN ISIDRO;1600;6;SAN ISIDRO;1600;6;63;7;16;11.1;25.4
SAN ISIDRO;1600;7;SAN ISIDRO;1600;7;56;7;22;12.5;39.3
SAN ISIDRO;1600;8;SAN ISIDRO;1600;8;41;8;17;19.5;41.5
SAN ISIDRO;1600;9;SAN ISIDRO;1600;9;29;1;10;3.4;34.5
SAN ISIDRO;1600;10;SAN ISIDRO;1600;10;24;5;8;20.8;33.3
SAN ISIDRO;1600;11;SAN ISIDRO;1600;11;16;0;3;0.0;18.8
SAN ISIDRO;1600;12;SAN ISIDRO;1600;12;8;1;1;12.5;12.5
SAN ISIDRO;1600;13;SAN ISIDRO;1600;13;6;0;0;0.0;0.0
SAN ISIDRO;1600;14;SAN ISIDRO;1600;14;3;0;0;0.0;0.0
SAN ISIDRO;1600;15;SAN ISIDRO;1600;15;3;0;0;0.0;0.0
SAN ISIDRO;1600;16;SAN ISIDRO;1600;16;1;0;0;0.0;0.0
SAN ISIDRO;1600;17;SAN ISIDRO;1600;17;1;0;0;0.0;0.0
SAN ISIDRO;1600;18;SAN ISIDRO;1600;18;1;0;0;0.0;0.0
SAN ISIDRO;1600;19;SAN ISIDRO;1600;19;1;0;0;0.0;0.0
SAN ISIDRO;1600;20;SAN ISIDRO;1600;20;1;0;0;0.0;0.0
SAN ISIDRO;1800;1;SAN ISIDRO;1800;1;7;0;3;0.0;42.9
SAN ISIDRO;1800;2;SAN ISIDRO;1800;2;7;2;3;28.6;42.9
SAN ISIDRO;1800;3;SAN ISIDRO;1800;3;7;1;5;14.3;71.4
SAN ISIDRO;1800;4;SAN ISIDRO;1800;4;7;2;3;28.6;42.9
SAN ISIDRO;1800;5;SAN ISIDRO;1800;5;7;1;2;14.3;28.6
SAN ISIDRO;1800;6;SAN ISIDRO;1800;6;7;1;2;14.3;28.6
SAN ISIDRO;1800;7;SAN ISIDRO;1800;7;5;0;1;0.0;20.0
SAN ISIDRO;1800;8;SAN ISIDRO;1800;8;4;0;1;0.0;25.0
SAN ISIDRO;1800;9;SAN ISIDRO;1800;9;3;0;1;0.0;33.3
SAN ISIDRO;1800;10;SAN ISIDRO;1800;10;2;0;0;0.0;0.0
SAN ISIDRO;1800;11;SAN ISIDRO;1800;11;1;0;0;0.0;0.0
SAN ISIDRO;1800;12;SAN ISIDRO;1800;12;1;0;0;0.0;0.0
SAN ISIDRO;2000;1;SAN ISIDRO;2000;1;14;0;2;0.0;14.3
SAN ISIDRO;2000;2;SAN ISIDRO;2000;2;14;1;3;7.1;21.4
SAN ISIDRO;2000;3;SAN ISIDRO;2000;3;14;3;9;21.4;64.3
SAN ISIDRO;2000;4;SAN ISIDRO;2000;4;14;2;6;14.3;42.9
SAN ISIDRO;2000;5;SAN ISIDRO;2000;5;14;4;8;28.6;57.1
SAN ISIDRO;2000;6;SAN ISIDRO;2000;6;14;3;7;21.4;50.0
SAN ISIDRO;2000;7;SAN ISIDRO;2000;7;11;1;2;9.1;18.2
SAN ISIDRO;2000;8;SAN ISIDRO;2000;8;10;1;4;10.0;40.0
SAN ISIDRO;2000;9;SAN ISIDRO;2000;9;7;0;1;0.0;14.3
SAN ISIDRO;2000;10;SAN ISIDRO;2000;10;5;0;0;0.0;0.0
SAN ISIDRO;2000;11;SAN ISIDRO;2000;11;2;0;0;0.0;0.0
SAN ISIDRO;2200;1;SAN ISIDRO;2200;1;1;0;0;0.0;0.0
SAN ISIDRO;2200;2;SAN ISIDRO;2200;2;1;1;1;100.0;100.0
SAN ISIDRO;2200;3;SAN ISIDRO;2200;3;1;0;0;0.0;0.0
SAN ISIDRO;2200;4;SAN ISIDRO;2200;4;1;0;1;0.0;100.0
SAN ISIDRO;2200;5;SAN ISIDRO;2200;5;1;0;1;0.0;100.0
SAN ISIDRO;2200;6;SAN ISIDRO;2200;6;1;0;0;0.0;0.0
SAN ISIDRO;2400;1;SAN ISIDRO;2400;1;4;1;2;25.0;50.0
SAN ISIDRO;2400;2;SAN ISIDRO;2400;2;4;0;1;0.0;25.0
SAN ISIDRO;2400;3;SAN ISIDRO;2400;3;4;1;2;25.0;50.0
SAN ISIDRO;2400;4;SAN ISIDRO;2400;4;4;1;3;25.0;75.0
SAN ISIDRO;2400;5;SAN ISIDRO;2400;5;4;0;1;0.0;25.0
SAN ISIDRO;2400;6;SAN ISIDRO;2400;6;3;0;0;0.0;0.0
SAN ISIDRO;2400;7;SAN ISIDRO;2400;7;2;0;0;0.0;0.0
SAN ISIDRO;2400;8;SAN ISIDRO;2400;8;2;1;1;50.0;50.0
SAN ISIDRO;2400;9;SAN ISIDRO;2400;9;2;0;2;0.0;100.0
SAN ISIDRO;2400;10;SAN ISIDRO;2400;10;1;0;0;0.0;0.0
SAN ISIDRO;2400;11;SAN ISIDRO;2400;11;1;0;0;0.0;0.0
SAN ISIDRO;2400;12;SAN ISIDRO;2400;12;1;0;0;0.0;0.0
SAN SEBASTIAN;1200;1;SAN SEBASTIAN;1200;1;1;0;0;0.0;0.0
SAN SEBASTIAN;1200;2;SAN SEBASTIAN;1200;2;1;0;1;0.0;100.0
SAN SEBASTIAN;1200;3;SAN SEBASTIAN;1200;3;1;0;0;0.0;0.0
SAN SEBASTIAN;1200;4;SAN SEBASTIAN;1200;4;1;1;1;100.0;100.0
SAN SEBASTIAN;1200;5;SAN SEBASTIAN;1200;5;1;0;0;0.0;0.0
SAN SEBASTIAN;1200;6;SAN SEBASTIAN;1200;6;1;0;1;0.0;100.0
SAN SEBASTIAN;1200;7;SAN SEBASTIAN;1200;7;1;0;0;0.0;0.0
SAN SEBASTIAN;1400;1;SAN SEBASTIAN;1400;1;2;0;0;0.0;0.0
SAN SEBASTIAN;1400;2;SAN SEBASTIAN;1400;2;2;1;1;50.0;50.0
SAN SEBASTIAN;1400;3;SAN SEBASTIAN;1400;3;2;1;1;50.0;50.0
SAN SEBASTIAN;1400;4;SAN SEBASTIAN;1400;4;2;0;1;0.0;50.0
SAN SEBASTIAN;1400;5;SAN SEBASTIAN;1400;5;2;0;1;0.0;50.0
SAN SEBASTIAN;1400;6;SAN SEBASTIAN;1400;6;2;0;1;0.0;50.0
SAN SEBASTIAN;1400;7;SAN SEBASTIAN;1400;7;1;0;1;0.0;100.0
SAN SEBASTIAN;1400;8;SAN SEBASTIAN;1400;8;1;0;0;0.0;0.0
SAN SEBASTIAN;1400;9;SAN SEBASTIAN;1400;9;1;0;0;0.0;0.0
SAN SEBASTIAN;1600;1;SAN SEBASTIAN;1600;1;5;0;1;0.0;20.0
SAN SEBASTIAN;1600;2;SAN SEBASTIAN;1600;2;5;2;5;40.0;100.0
SAN SEBASTIAN;1600;3;SAN SEBASTIAN;1600;3;5;1;1;20.0;20.0
SAN SEBASTIAN;1600;4;SAN SEBASTIAN;1600;4;5;0;1;0.0;20.0
SAN SEBASTIAN;1600;5;SAN SEBASTIAN;1600;5;5;0;1;0.0;20.0
SAN SEBASTIAN;1600;6;SAN SEBASTIAN;1600;6;5;0;2;0.0;40.0
SAN SEBASTIAN;1600;7;SAN SEBASTIAN;1600;7;4;1;2;25.0;50.0
SAN SEBASTIAN;1600;8;SAN SEBASTIAN;1600;8;4;0;1;0.0;25.0
SAN SEBASTIAN;1600;9;SAN SEBASTIAN;1600;9;1;1;1;100.0;100.0
SAN SEBASTIAN;1600;10;SAN SEBASTIAN;1600;10;1;0;0;0.0;0.0
SAN SEBASTIAN;1600;11;SAN SEBASTIAN;1600;11;1;0;0;0.0;0.0
SAN SEBASTIAN;2000;1;SAN SEBASTIAN;2000;1;3;0;1;0.0;33.3
SAN SEBASTIAN;2000;2;SAN SEBASTIAN;2000;2;3;1;1;33.3;33.3
SAN SEBASTIAN;2000;3;SAN SEBASTIAN;2000;3;3;0;0;0.0;0.0
SAN SEBASTIAN;2000;4;SAN SEBASTIAN;2000;4;3;0;0;0.0;0.0
SAN SEBASTIAN;2000;5;SAN SEBASTIAN;2000;5;3;1;1;33.3;33.3
SAN SEBASTIAN;2000;6;SAN SEBASTIAN;2000;6;3;0;2;0.0;66.7
SAN SEBASTIAN;2000;7;SAN SEBASTIAN;2000;7;3;0;0;0.0;0.0
SAN SEBASTIAN;2000;8;SAN SEBASTIAN;2000;8;2;0;0;0.0;0.0
SAN SEBASTIAN;2000;9;SAN SEBASTIAN;2000;9;2;0;1;0.0;50.0
SAN SEBASTIAN;2000;10;SAN SEBASTIAN;2000;10;2;1;1;50.0;50.0
SAN SEBASTIAN;2000;11;SAN SEBASTIAN;2000;11;2;0;0;0.0;0.0
SAN SEBASTIAN;2000;12;SAN SEBASTIAN;2000;12;2;0;0;0.0;0.0
SAN SEBASTIAN;2000;13;SAN SEBASTIAN;2000;13;1;0;1;0.0;100.0
SAN SEBASTIAN;2000;14;SAN SEBASTIAN;2000;14;1;0;1;0.0;100.0
SAN SEBASTIAN;2200;1;SAN SEBASTIAN;2200;1;4;1;1;25.0;25.0
SAN SEBASTIAN;2200;2;SAN SEBASTIAN;2200;2;4;1;3;25.0;75.0
SAN SEBASTIAN;2200;3;SAN SEBASTIAN;2200;3;4;1;1;25.0;25.0
SAN SEBASTIAN;2200;4;SAN SEBASTIAN;2200;4;4;0;2;0.0;50.0
SAN SEBASTIAN;2200;5;SAN SEBASTIAN;2200;5;4;0;0;0.0;0.0
SAN SEBASTIAN;2200;6;SAN SEBASTIAN;2200;6;4;0;2;0.0;50.0
SAN SEBASTIAN;2200;7;SAN SEBASTIAN;2200;7;3;0;1;0.0;33.3
SAN SEBASTIAN;2200;8;SAN SEBASTIAN;2200;8;2;0;0;0.0;0.0
SAN SEBASTIAN;2200;9;SAN SEBASTIAN;2200;9;2;1;2;50.0;100.0
SAN SEBASTIAN;2200;10;SAN SEBASTIAN;2200;10;2;0;0;0.0;0.0
SAN SEBASTIAN;2200;11;SAN SEBASTIAN;2200;11;2;0;0;0.0;0.0
SAN SIRO (MILAN);1800;1;SAN SIRO (MILAN);1800;1;1;0;1;0.0;100.0
SAN SIRO (MILAN);1800;2;SAN SIRO (MILAN);1800;2;1;0;0;0.0;0.0
SAN SIRO (MILAN);1800;3;SAN SIRO (MILAN);1800;3;1;0;0;0.0;0.0
SAN SIRO (MILAN);1800;4;SAN SIRO (MILAN);1800;4;1;0;1;0.0;100.0
SAN SIRO (MILAN);1800;5;SAN SIRO (MILAN);1800;5;1;0;0;0.0;0.0
SAN SIRO (MILAN);1800;6;SAN SIRO (MILAN);1800;6;1;1;1;100.0;100.0
SAN SIRO (MILAN);2200;1;SAN SIRO (MILAN);2200;1;1;0;0;0.0;0.0
