Hippo;Dist_groupe;Corde;Hippodrome;Distance;Valeur_corde;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
AGEN LA GARENNE;1200;1;AGEN LA GARENNE;1200;1;2;1;1;50.0;50.0
AGEN LA GARENNE;1200;2;AGEN LA GARENNE;1200;2;2;0;0;0.0;0.0
AGEN LA GARENNE;1200;3;AGEN LA GARENNE;1200;3;2;0;0;0.0;0.0
AGEN LA GARENNE;1200;4;AGEN LA GARENNE;1200;4;2;0;1;0.0;50.0
AGEN LA GARENNE;1200;5;AGEN LA GARENNE;1200;5;2;0;2;0.0;100.0
AGEN LA GARENNE;1200;6;AGEN LA GARENNE;1200;6;2;0;0;0.0;0.0
AGEN LA GARENNE;1200;7;AGEN LA GARENNE;1200;7;2;0;1;0.0;50.0
AGEN LA GARENNE;1200;8;AGEN LA GARENNE;1200;8;1;1;1;100.0;100.0
AGEN LA GARENNE;1200;9;AGEN LA GARENNE;1200;9;1;0;0;0.0;0.0
AGEN LA GARENNE;1200;10;AGEN LA GARENNE;1200;10;1;0;0;0.0;0.0
AGEN LA GARENNE;1800;1;AGEN LA GARENNE;1800;1;4;0;2;0.0;50.0
AGEN LA GARENNE;1800;2;AGEN LA GARENNE;1800;2;4;0;1;0.0;25.0
AGEN LA GARENNE;1800;3;AGEN LA GARENNE;1800;3;4;0;1;0.0;25.0
AGEN LA GARENNE;1800;4;AGEN LA GARENNE;1800;4;4;2;2;50.0;50.0
AGEN LA GARENNE;1800;5;AGEN LA GARENNE;1800;5;4;0;1;0.0;25.0
AGEN LA GARENNE;1800;6;AGEN LA GARENNE;1800;6;4;0;0;0.0;0.0
AGEN LA GARENNE;1800;7;AGEN LA GARENNE;1800;7;4;0;2;0.0;50.0
AGEN LA GARENNE;1800;8;AGEN LA GARENNE;1800;8;4;1;2;25.0;50.0
AGEN LA GARENNE;1800;9;AGEN LA GARENNE;1800;9;4;0;0;0.0;0.0
AGEN LA GARENNE;1800;10;AGEN LA GARENNE;1800;10;3;1;1;33.3;33.3
AGEN LA GARENNE;1800;11;AGEN LA GARENNE;1800;11;3;0;0;0.0;0.0
AGEN LA GARENNE;1800;12;AGEN LA GARENNE;1800;12;2;0;0;0.0;0.0
AGEN LA GARENNE;1800;13;AGEN LA GARENNE;1800;13;1;0;0;0.0;0.0
AGEN LA GARENNE;1800;14;AGEN LA GARENNE;1800;14;1;0;0;0.0;0.0
AGEN LA GARENNE;2400;1;AGEN LA GARENNE;2400;1;3;0;0;0.0;0.0
AGEN LA GARENNE;2400;2;AGEN LA GARENNE;2400;2;3;1;3;33.3;100.0
AGEN LA GARENNE;2400;3;AGEN LA GARENNE;2400;3;3;2;2;66.7;66.7
AGEN LA GARENNE;2400;4;AGEN LA GARENNE;2400;4;3;0;1;0.0;33.3
AGEN LA GARENNE;2400;5;AGEN LA GARENNE;2400;5;3;0;1;0.0;33.3
AGEN LA GARENNE;2400;6;AGEN LA GARENNE;2400;6;3;0;0;0.0;0.0
AGEN LA GARENNE;2400;7;AGEN LA GARENNE;2400;7;2;0;1;0.0;50.0
AGEN LA GARENNE;2400;8;AGEN LA GARENNE;2400;8;2;0;1;0.0;50.0
AGEN LA GARENNE;2400;9;AGEN LA GARENNE;2400;9;1;0;0;0.0;0.0
AGEN LA GARENNE;2400;10;AGEN LA GARENNE;2400;10;1;0;0;0.0;0.0
AGEN LA GARENNE;2400;11;AGEN LA GARENNE;2400;11;1;0;0;0.0;0.0
AGEN LA GARENNE;2400;12;AGEN LA GARENNE;2400;12;1;0;0;0.0;0.0
AGEN LA GARENNE;3200;1;AGEN LA GARENNE;3200;1;1;0;0;0.0;0.0
AGEN LA GARENNE;3200;2;AGEN LA GARENNE;3200;2;1;0;1;0.0;100.0
AGEN LA GARENNE;3200;3;AGEN LA GARENNE;3200;3;1;0;0;0.0;0.0
AGEN LA GARENNE;3200;4;AGEN LA GARENNE;3200;4;1;0;0;0.0;0.0
AGEN LA GARENNE;3200;5;AGEN LA GARENNE;3200;5;1;0;1;0.0;100.0
AGEN LA GARENNE;3200;6;AGEN LA GARENNE;3200;6;1;1;1;100.0;100.0
AIX LES BAINS;1200;1;AIX LES BAINS;1200;1;4;0;2;0.0;50.0
AIX LES BAINS;1200;2;AIX LES BAINS;1200;2;4;1;1;25.0;25.0
AIX LES BAINS;1200;3;AIX LES BAINS;1200;3;4;0;1;0.0;25.0
AIX LES BAINS;1200;4;AIX LES BAINS;1200;4;4;2;2;50.0;50.0
AIX LES BAINS;1200;5;AIX LES BAINS;1200;5;4;0;3;0.0;75.0
AIX LES BAINS;1200;6;AIX LES BAINS;1200;6;3;0;0;0.0;0.0
AIX LES BAINS;1200;7;AIX LES BAINS;1200;7;3;0;1;0.0;33.3
AIX LES BAINS;1200;8;AIX LES BAINS;1200;8;2;0;0;0.0;0.0
AIX LES BAINS;1200;9;AIX LES BAINS;1200;9;2;0;1;0.0;50.0
AIX LES BAINS;1200;10;AIX LES BAINS;1200;10;1;1;1;100.0;100.0
AIX LES BAINS;1800;1;AIX LES BAINS;1800;1;6;1;3;16.7;50.0
AIX LES BAINS;1800;2;AIX LES BAINS;1800;2;6;0;2;0.0;33.3
AIX LES BAINS;1800;3;AIX LES BAINS;1800;3;6;0;1;0.0;16.7
AIX LES BAINS;1800;4;AIX LES BAINS;1800;4;6;0;3;0.0;50.0
AIX LES BAINS;1800;5;AIX LES BAINS;1800;5;6;2;2;33.3;33.3
AIX LES BAINS;1800;6;AIX LES BAINS;1800;6;6;1;1;16.7;16.7
AIX LES BAINS;1800;7;AIX LES BAINS;1800;7;5;1;2;20.0;40.0
AIX LES BAINS;1800;8;AIX LES BAINS;1800;8;3;0;1;0.0;33.3
AIX LES BAINS;1800;9;AIX LES BAINS;1800;9;2;0;0;0.0;0.0
AIX LES BAINS;1800;10;AIX LES BAINS;1800;10;2;0;2;0.0;100.0
AIX LES BAINS;1800;11;AIX LES BAINS;1800;11;1;1;1;100.0;100.0
AIX LES BAINS;2000;1;AIX LES BAINS;2000;1;5;0;0;0.0;0.0
AIX LES BAINS;2000;2;AIX LES BAINS;2000;2;5;1;1;20.0;20.0
AIX LES BAINS;2000;3;AIX LES BAINS;2000;3;5;1;2;20.0;40.0
AIX LES BAINS;2000;4;AIX LES BAINS;2000;4;5;0;2;0.0;40.0
AIX LES BAINS;2000;5;AIX LES BAINS;2000;5;5;2;2;40.0;40.0
AIX LES BAINS;2000;6;AIX LES BAINS;2000;6;5;0;1;0.0;20.0
AIX LES BAINS;2000;7;AIX LES BAINS;2000;7;5;1;2;20.0;40.0
AIX LES BAINS;2000;8;AIX LES BAINS;2000;8;5;0;1;0.0;20.0
AIX LES BAINS;2000;9;AIX LES BAINS;2000;9;4;0;0;0.0;0.0
AIX LES BAINS;2000;10;AIX LES BAINS;2000;10;3;0;1;0.0;33.3
AIX LES BAINS;2000;11;AIX LES BAINS;2000;11;3;0;1;0.0;33.3
AIX LES BAINS;2000;12;AIX LES BAINS;2000;12;2;0;1;0.0;50.0
AIX LES BAINS;2000;13;AIX LES BAINS;2000;13;2;0;1;0.0;50.0
AIX LES BAINS;2400;1;AIX LES BAINS;2400;1;5;0;2;0.0;40.0
AIX LES BAINS;2400;2;AIX LES BAINS;2400;2;5;0;0;0.0;0.0
AIX LES BAINS;2400;3;AIX LES BAINS;2400;3;5;2;2;40.0;40.0
AIX LES BAINS;2400;4;AIX LES BAINS;2400;4;5;2;3;40.0;60.0
AIX LES BAINS;2400;5;AIX LES BAINS;2400;5;5;0;1;0.0;20.0
AIX LES BAINS;2400;6;AIX LES BAINS;2400;6;5;0;1;0.0;20.0
AIX LES BAINS;2400;7;AIX LES BAINS;2400;7;5;0;2;0.0;40.0
AIX LES BAINS;2400;8;AIX LES BAINS;2400;8;3;0;2;0.0;66.7
AIX LES BAINS;2400;9;AIX LES BAINS;2400;9;2;0;1;0.0;50.0
AIX LES BAINS;2400;10;AIX LES BAINS;2400;10;1;0;0;0.0;0.0
AIX LES BAINS;2400;11;AIX LES BAINS;2400;11;1;1;1;100.0;100.0
AIX LES BAINS;2400;12;AIX LES BAINS;2400;12;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;1;ALBANY AUSTRALIE;1000;1;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;2;ALBANY AUSTRALIE;1000;2;1;0;1;0.0;100.0
ALBANY AUSTRALIE;1000;3;ALBANY AUSTRALIE;1000;3;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;4;ALBANY AUSTRALIE;1000;4;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;5;ALBANY AUSTRALIE;1000;5;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;6;ALBANY AUSTRALIE;1000;6;1;1;1;100.0;100.0
ALBANY AUSTRALIE;1000;7;ALBANY AUSTRALIE;1000;7;1;0;1;0.0;100.0
ALBANY AUSTRALIE;1000;8;ALBANY AUSTRALIE;1000;8;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;9;ALBANY AUSTRALIE;1000;9;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1000;10;ALBANY AUSTRALIE;1000;10;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;1;ALBANY AUSTRALIE;1200;1;4;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;2;ALBANY AUSTRALIE;1200;2;4;0;1;0.0;25.0
ALBANY AUSTRALIE;1200;3;ALBANY AUSTRALIE;1200;3;4;1;2;25.0;50.0
ALBANY AUSTRALIE;1200;4;ALBANY AUSTRALIE;1200;4;4;0;2;0.0;50.0
ALBANY AUSTRALIE;1200;5;ALBANY AUSTRALIE;1200;5;4;0;1;0.0;25.0
ALBANY AUSTRALIE;1200;6;ALBANY AUSTRALIE;1200;6;4;0;2;0.0;50.0
ALBANY AUSTRALIE;1200;7;ALBANY AUSTRALIE;1200;7;4;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;8;ALBANY AUSTRALIE;1200;8;4;1;1;25.0;25.0
ALBANY AUSTRALIE;1200;9;ALBANY AUSTRALIE;1200;9;4;1;1;25.0;25.0
ALBANY AUSTRALIE;1200;10;ALBANY AUSTRALIE;1200;10;3;1;1;33.3;33.3
ALBANY AUSTRALIE;1200;11;ALBANY AUSTRALIE;1200;11;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;12;ALBANY AUSTRALIE;1200;12;2;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;13;ALBANY AUSTRALIE;1200;13;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;14;ALBANY AUSTRALIE;1200;14;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1200;15;ALBANY AUSTRALIE;1200;15;1;0;1;0.0;100.0
ALBANY AUSTRALIE;1200;16;ALBANY AUSTRALIE;1200;16;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;1;ALBANY AUSTRALIE;1400;1;3;1;1;33.3;33.3
ALBANY AUSTRALIE;1400;2;ALBANY AUSTRALIE;1400;2;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;3;ALBANY AUSTRALIE;1400;3;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;4;ALBANY AUSTRALIE;1400;4;3;0;1;0.0;33.3
ALBANY AUSTRALIE;1400;5;ALBANY AUSTRALIE;1400;5;3;0;1;0.0;33.3
ALBANY AUSTRALIE;1400;6;ALBANY AUSTRALIE;1400;6;3;0;2;0.0;66.7
ALBANY AUSTRALIE;1400;7;ALBANY AUSTRALIE;1400;7;3;1;1;33.3;33.3
ALBANY AUSTRALIE;1400;8;ALBANY AUSTRALIE;1400;8;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;9;ALBANY AUSTRALIE;1400;9;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;10;ALBANY AUSTRALIE;1400;10;3;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;11;ALBANY AUSTRALIE;1400;11;3;1;2;33.3;66.7
ALBANY AUSTRALIE;1400;12;ALBANY AUSTRALIE;1400;12;3;0;1;0.0;33.3
ALBANY AUSTRALIE;1400;13;ALBANY AUSTRALIE;1400;13;2;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;14;ALBANY AUSTRALIE;1400;14;2;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;15;ALBANY AUSTRALIE;1400;15;2;0;0;0.0;0.0
ALBANY AUSTRALIE;1400;16;ALBANY AUSTRALIE;1400;16;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;1;ALBANY AUSTRALIE;1600;1;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;2;ALBANY AUSTRALIE;1600;2;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;3;ALBANY AUSTRALIE;1600;3;1;0;1;0.0;100.0
ALBANY AUSTRALIE;1600;4;ALBANY AUSTRALIE;1600;4;1;0;1;0.0;100.0
ALBANY AUSTRALIE;1600;5;ALBANY AUSTRALIE;1600;5;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;6;ALBANY AUSTRALIE;1600;6;1;1;1;100.0;100.0
ALBANY AUSTRALIE;1600;7;ALBANY AUSTRALIE;1600;7;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;8;ALBANY AUSTRALIE;1600;8;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;9;ALBANY AUSTRALIE;1600;9;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;10;ALBANY AUSTRALIE;1600;10;1;0;0;0.0;0.0
ALBANY AUSTRALIE;1600;11;ALBANY AUSTRALIE;1600;11;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;1;ALBANY AUSTRALIE;3000;1;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;2;ALBANY AUSTRALIE;3000;2;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;3;ALBANY AUSTRALIE;3000;3;1;1;1;100.0;100.0
ALBANY AUSTRALIE;3000;4;ALBANY AUSTRALIE;3000;4;1;0;1;0.0;100.0
ALBANY AUSTRALIE;3000;5;ALBANY AUSTRALIE;3000;5;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;6;ALBANY AUSTRALIE;3000;6;1;0;1;0.0;100.0
ALBANY AUSTRALIE;3000;7;ALBANY AUSTRALIE;3000;7;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;8;ALBANY AUSTRALIE;3000;8;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;9;ALBANY AUSTRALIE;3000;9;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;10;ALBANY AUSTRALIE;3000;10;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;11;ALBANY AUSTRALIE;3000;11;1;0;0;0.0;0.0
ALBANY AUSTRALIE;3000;12;ALBANY AUSTRALIE;3000;12;1;0;0;0.0;0.0
ANGERS;1200;1;ANGERS;1200;1;1;0;0;0.0;0.0
ANGERS;1200;2;ANGERS;1200;2;1;0;1;0.0;100.0
ANGERS;1200;3;ANGERS;1200;3;1;0;0;0.0;0.0
ANGERS;1200;4;ANGERS;1200;4;1;0;0;0.0;0.0
ANGERS;1200;5;ANGERS;1200;5;1;1;1;100.0;100.0
ANGERS;1200;6;ANGERS;1200;6;1;0;0;0.0;0.0
ANGERS;1200;7;ANGERS;1200;7;1;0;1;0.0;100.0
ANGERS;1200;8;ANGERS;1200;8;1;0;0;0.0;0.0
ANGERS;1200;9;ANGERS;1200;9;1;0;0;0.0;0.0
ANGERS;1600;1;ANGERS;1600;1;4;0;2;0.0;50.0
ANGERS;1600;2;ANGERS;1600;2;4;0;2;0.0;50.0
ANGERS;1600;3;ANGERS;1600;3;4;0;1;0.0;25.0
ANGERS;1600;4;ANGERS;1600;4;4;0;1;0.0;25.0
ANGERS;1600;5;ANGERS;1600;5;4;1;1;25.0;25.0
ANGERS;1600;6;ANGERS;1600;6;4;0;1;0.0;25.0
ANGERS;1600;7;ANGERS;1600;7;4;1;2;25.0;50.0
ANGERS;1600;8;ANGERS;1600;8;4;0;0;0.0;0.0
ANGERS;1600;9;ANGERS;1600;9;4;1;1;25.0;25.0
ANGERS;1600;10;ANGERS;1600;10;4;1;1;25.0;25.0
ANGERS;1600;11;ANGERS;1600;11;3;0;0;0.0;0.0
ANGERS;2000;1;ANGERS;2000;1;2;0;0;0.0;0.0
ANGERS;2000;2;ANGERS;2000;2;2;0;0;0.0;0.0
ANGERS;2000;3;ANGERS;2000;3;2;0;0;0.0;0.0
ANGERS;2000;4;ANGERS;2000;4;2;1;1;50.0;50.0
ANGERS;2000;5;ANGERS;2000;5;2;1;2;50.0;100.0
ANGERS;2000;6;ANGERS;2000;6;2;0;2;0.0;100.0
ANGERS;2000;7;ANGERS;2000;7;2;0;0;0.0;0.0
ANGERS;2000;8;ANGERS;2000;8;2;0;1;0.0;50.0
ANGERS;2000;9;ANGERS;2000;9;2;0;0;0.0;0.0
ANGERS;2000;10;ANGERS;2000;10;2;0;0;0.0;0.0
ANGERS;2000;11;ANGERS;2000;11;1;0;0;0.0;0.0
ANGERS;2000;12;ANGERS;2000;12;1;0;0;0.0;0.0
ANGERS;2200;1;ANGERS;2200;1;8;2;4;25.0;50.0
ANGERS;2200;2;ANGERS;2200;2;8;0;0;0.0;0.0
ANGERS;2200;3;ANGERS;2200;3;8;0;2;0.0;25.0
ANGERS;2200;4;ANGERS;2200;4;8;2;3;25.0;37.5
ANGERS;2200;5;ANGERS;2200;5;8;0;1;0.0;12.5
ANGERS;2200;6;ANGERS;2200;6;8;0;1;0.0;12.5
ANGERS;2200;7;ANGERS;2200;7;8;1;2;12.5;25.0
ANGERS;2200;8;ANGERS;2200;8;8;0;4;0.0;50.0
ANGERS;2200;9;ANGERS;2200;9;8;2;2;25.0;25.0
ANGERS;2200;10;ANGERS;2200;10;7;0;1;0.0;14.3
ANGERS;2200;11;ANGERS;2200;11;7;0;1;0.0;14.3
ANGERS;2200;12;ANGERS;2200;12;7;0;1;0.0;14.3
ANGERS;2200;13;ANGERS;2200;13;7;1;2;14.3;28.6
ANGERS;2200;14;ANGERS;2200;14;5;0;0;0.0;0.0
ANGERS;2200;15;ANGERS;2200;15;4;0;0;0.0;0.0
ANGERS;2200;16;ANGERS;2200;16;2;0;1;0.0;50.0
ANGERS;3000;1;ANGERS;3000;1;3;0;1;0.0;33.3
ANGERS;3000;2;ANGERS;3000;2;3;0;1;0.0;33.3
ANGERS;3000;3;ANGERS;3000;3;3;0;1;0.0;33.3
ANGERS;3000;4;ANGERS;3000;4;3;0;0;0.0;0.0
ANGERS;3000;5;ANGERS;3000;5;3;1;1;33.3;33.3
ANGERS;3000;6;ANGERS;3000;6;3;1;1;33.3;33.3
ANGERS;3000;7;ANGERS;3000;7;3;0;0;0.0;0.0
ANGERS;3000;8;ANGERS;3000;8;2;1;2;50.0;100.0
ANGERS;3000;9;ANGERS;3000;9;2;0;1;0.0;50.0
ANGERS;3000;10;ANGERS;3000;10;2;0;0;0.0;0.0
ANGERS;3000;11;ANGERS;3000;11;1;0;0;0.0;0.0
ANGERS;3000;12;ANGERS;3000;12;1;0;0;0.0;0.0
ANGERS;3000;13;ANGERS;3000;13;1;0;0;0.0;0.0
ANGERS;3000;14;ANGERS;3000;14;1;0;1;0.0;100.0
ANGERS;3000;15;ANGERS;3000;15;1;0;0;0.0;0.0
ANGERS;3000;16;ANGERS;3000;16;1;0;0;0.0;0.0
AQUEDUCT;1000;1;AQUEDUCT;1000;1;3;1;1;33.3;33.3
AQUEDUCT;1000;2;AQUEDUCT;1000;2;3;1;1;33.3;33.3
AQUEDUCT;1000;3;AQUEDUCT;1000;3;3;0;1;0.0;33.3
AQUEDUCT;1000;4;AQUEDUCT;1000;4;3;0;1;0.0;33.3
AQUEDUCT;1000;5;AQUEDUCT;1000;5;3;0;1;0.0;33.3
AQUEDUCT;1000;6;AQUEDUCT;1000;6;3;0;1;0.0;33.3
AQUEDUCT;1000;7;AQUEDUCT;1000;7;3;0;1;0.0;33.3
AQUEDUCT;1000;8;AQUEDUCT;1000;8;3;0;0;0.0;0.0
AQUEDUCT;1000;9;AQUEDUCT;1000;9;3;1;1;33.3;33.3
AQUEDUCT;1000;10;AQUEDUCT;1000;10;1;0;1;0.0;100.0
AQUEDUCT;1200;1;AQUEDUCT;1200;1;22;2;10;9.1;45.5
AQUEDUCT;1200;2;AQUEDUCT;1200;2;22;4;10;18.2;45.5
AQUEDUCT;1200;3;AQUEDUCT;1200;3;22;2;6;9.1;27.3
AQUEDUCT;1200;4;AQUEDUCT;1200;4;22;2;7;9.1;31.8
AQUEDUCT;1200;5;AQUEDUCT;1200;5;22;3;10;13.6;45.5
AQUEDUCT;1200;6;AQUEDUCT;1200;6;21;2;9;9.5;42.9
AQUEDUCT;1200;7;AQUEDUCT;1200;7;19;2;3;10.5;15.8
AQUEDUCT;1200;8;AQUEDUCT;1200;8;14;2;6;14.3;42.9
AQUEDUCT;1200;9;AQUEDUCT;1200;9;11;2;3;18.2;27.3
AQUEDUCT;1200;10;AQUEDUCT;1200;10;7;1;2;14.3;28.6
AQUEDUCT;1200;11;AQUEDUCT;1200;11;4;0;0;0.0;0.0
AQUEDUCT;1200;12;AQUEDUCT;1200;12;3;0;0;0.0;0.0
AQUEDUCT;1200;13;AQUEDUCT;1200;13;1;0;0;0.0;0.0
AQUEDUCT;1200;14;AQUEDUCT;1200;14;1;0;0;0.0;0.0
AQUEDUCT;1200;15;AQUEDUCT;1200;15;1;0;0;0.0;0.0
AQUEDUCT;1200;16;AQUEDUCT;1200;16;1;0;0;0.0;0.0
AQUEDUCT;1400;1;AQUEDUCT;1400;1;9;1;2;11.1;22.2
AQUEDUCT;1400;2;AQUEDUCT;1400;2;9;2;4;22.2;44.4
AQUEDUCT;1400;3;AQUEDUCT;1400;3;9;0;4;0.0;44.4
AQUEDUCT;1400;4;AQUEDUCT;1400;4;9;2;6;22.2;66.7
AQUEDUCT;1400;5;AQUEDUCT;1400;5;9;1;2;11.1;22.2
AQUEDUCT;1400;6;AQUEDUCT;1400;6;9;0;3;0.0;33.3
AQUEDUCT;1400;7;AQUEDUCT;1400;7;8;1;2;12.5;25.0
AQUEDUCT;1400;8;AQUEDUCT;1400;8;8;1;2;12.5;25.0
AQUEDUCT;1400;9;AQUEDUCT;1400;9;4;0;1;0.0;25.0
AQUEDUCT;1400;10;AQUEDUCT;1400;10;2;1;1;50.0;50.0
AQUEDUCT;1600;1;AQUEDUCT;1600;1;32;7;13;21.9;40.6
AQUEDUCT;1600;2;AQUEDUCT;1600;2;32;3;10;9.4;31.2
AQUEDUCT;1600;3;AQUEDUCT;1600;3;32;5;16;15.6;50.0
AQUEDUCT;1600;4;AQUEDUCT;1600;4;32;5;13;15.6;40.6
AQUEDUCT;1600;5;AQUEDUCT;1600;5;32;2;11;6.2;34.4
AQUEDUCT;1600;6;AQUEDUCT;1600;6;31;2;12;6.5;38.7
AQUEDUCT;1600;7;AQUEDUCT;1600;7;29;1;7;3.4;24.1
AQUEDUCT;1600;8;AQUEDUCT;1600;8;25;4;9;16.0;36.0
AQUEDUCT;1600;9;AQUEDUCT;1600;9;20;1;1;5.0;5.0
AQUEDUCT;1600;10;AQUEDUCT;1600;10;13;0;0;0.0;0.0
AQUEDUCT;1600;11;AQUEDUCT;1600;11;9;2;3;22.2;33.3
AQUEDUCT;1600;12;AQUEDUCT;1600;12;6;1;1;16.7;16.7
AQUEDUCT;1600;13;AQUEDUCT;1600;13;5;0;0;0.0;0.0
AQUEDUCT;1600;14;AQUEDUCT;1600;14;3;0;0;0.0;0.0
AQUEDUCT;1600;15;AQUEDUCT;1600;15;2;0;0;0.0;0.0
AQUEDUCT;1600;16;AQUEDUCT;1600;16;1;0;0;0.0;0.0
AQUEDUCT;1800;1;AQUEDUCT;1800;1;4;0;1;0.0;25.0
AQUEDUCT;1800;2;AQUEDUCT;1800;2;4;1;2;25.0;50.0
AQUEDUCT;1800;3;AQUEDUCT;1800;3;4;1;3;25.0;75.0
AQUEDUCT;1800;4;AQUEDUCT;1800;4;4;1;2;25.0;50.0
AQUEDUCT;1800;5;AQUEDUCT;1800;5;4;0;2;0.0;50.0
AQUEDUCT;1800;6;AQUEDUCT;1800;6;4;0;1;0.0;25.0
AQUEDUCT;1800;7;AQUEDUCT;1800;7;2;1;1;50.0;50.0
AQUEDUCT;1800;8;AQUEDUCT;1800;8;2;0;0;0.0;0.0
AQUEDUCT;1800;9;AQUEDUCT;1800;9;2;0;0;0.0;0.0
AQUEDUCT;1800;10;AQUEDUCT;1800;10;1;0;0;0.0;0.0
AQUEDUCT;1800;11;AQUEDUCT;1800;11;1;0;0;0.0;0.0
AQUEDUCT;1800;12;AQUEDUCT;1800;12;1;0;0;0.0;0.0
AQUEDUCT;1800;13;AQUEDUCT;1800;13;1;0;0;0.0;0.0
AQUEDUCT;2200;1;AQUEDUCT;2200;1;1;1;1;100.0;100.0
AQUEDUCT;2200;2;AQUEDUCT;2200;2;1;0;1;0.0;100.0
AQUEDUCT;2200;3;AQUEDUCT;2200;3;1;0;0;0.0;0.0
AQUEDUCT;2200;4;AQUEDUCT;2200;4;1;0;0;0.0;0.0
AQUEDUCT;2200;5;AQUEDUCT;2200;5;1;0;0;0.0;0.0
AQUEDUCT;2200;6;AQUEDUCT;2200;6;1;0;0;0.0;0.0
AQUEDUCT;2200;7;AQUEDUCT;2200;7;1;0;0;0.0;0.0
AQUEDUCT;2200;8;AQUEDUCT;2200;8;1;0;1;0.0;100.0
AQUEDUCT;2200;9;AQUEDUCT;2200;9;1;0;0;0.0;0.0
AQUEDUCT;2200;10;AQUEDUCT;2200;10;1;0;0;0.0;0.0
AQUEDUCT;2200;11;AQUEDUCT;2200;11;1;0;0;0.0;0.0
AQUEDUCT;2200;12;AQUEDUCT;2200;12;1;0;0;0.0;0.0
ARGENTAN;1200;1;ARGENTAN;1200;1;2;0;1;0.0;50.0
ARGENTAN;1200;2;ARGENTAN;1200;2;2;0;1;0.0;50.0
ARGENTAN;1200;3;ARGENTAN;1200;3;2;0;0;0.0;0.0
ARGENTAN;1200;4;ARGENTAN;1200;4;2;0;0;0.0;0.0
ARGENTAN;1200;5;ARGENTAN;1200;5;2;1;2;50.0;100.0
ARGENTAN;1200;6;ARGENTAN;1200;6;2;0;0;0.0;0.0
ARGENTAN;1200;7;ARGENTAN;1200;7;2;0;1;0.0;50.0
ARGENTAN;1200;8;ARGENTAN;1200;8;2;0;0;0.0;0.0
ARGENTAN;1200;9;ARGENTAN;1200;9;2;0;0;0.0;0.0
ARGENTAN;1200;10;ARGENTAN;1200;10;2;1;1;50.0;50.0
ARGENTAN;1200;11;ARGENTAN;1200;11;1;0;0;0.0;0.0
ARGENTAN;1800;1;ARGENTAN;1800;1;2;0;1;0.0;50.0
ARGENTAN;1800;2;ARGENTAN;1800;2;2;0;1;0.0;50.0
ARGENTAN;1800;3;ARGENTAN;1800;3;2;1;1;50.0;50.0
ARGENTAN;1800;4;ARGENTAN;1800;4;2;0;1;0.0;50.0
ARGENTAN;1800;5;ARGENTAN;1800;5;2;0;0;0.0;0.0
ARGENTAN;1800;6;ARGENTAN;1800;6;2;1;2;50.0;100.0
ARGENTAN;1800;7;ARGENTAN;1800;7;2;0;0;0.0;0.0
ARGENTAN;1800;8;ARGENTAN;1800;8;2;0;0;0.0;0.0
ARGENTAN;1800;9;ARGENTAN;1800;9;2;0;0;0.0;0.0
ARGENTAN;1800;10;ARGENTAN;1800;10;1;0;0;0.0;0.0
ARGENTAN;2000;1;ARGENTAN;2000;1;1;0;0;0.0;0.0
ARGENTAN;2000;2;ARGENTAN;2000;2;1;0;0;0.0;0.0
ARGENTAN;2000;3;ARGENTAN;2000;3;1;1;1;100.0;100.0
